n_harmonics,base_freq,magnitudes,instruments
9,1.043496206580513,"[ 1.35206468  1.25617274  0.43936289 -0.18291116  0.71385447 -1.45746865
  1.1469208   0.36578248 -1.06731888]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9864999065349096,1.5112955039429588
-2.9734687279017296,1.491558302890702
-2.967685527893644,1.481437674171763
-2.965079591342057,1.476969810032866
-2.962718949649976,1.4719479804101694
-2.9614996017280477,1.469714640144087
-2.9613256388059783,1.4687508772244444
-2.9596158983205934,1.46595838299162
-2.936542960841784,1.4170686778550277
-2.918059543573988,1.3740534262647075
-2.909627323936353,1.3559850097305088
-2.9074032710926803,1.3509571092387798
-2.9015817864069917,1.3365819296224388
-2.899437205490529,1.3319777342437622
-2.8935159078598844,1.3183092615690089
-2.8813061890975096,1.286844543130853
-2.8809761829266796,1.287626118737533
-2.8700891156075317,1.2628218001117475
-2.856810307998046,1.2315114784366503
-2.8551635729645466,1.2280829564941154
-2.852749170249873,1.2222856699769724
-2.8305738648517416,1.1732240065464712
-2.8238447723686857,1.1576777910201443
-2.823076072744859,1.155453959116529
-2.8216734657116964,1.1541282380127789
-2.806688626618764,1.123458196967948
-2.8054695242094003,1.1217230122536042
-2.785692702830266,1.0827916038199257
-2.782070775278002,1.0755214094492211
-2.7664821281278273,1.0468344067220174
-2.765449100126111,1.0444403300902305
-2.760931359681039,1.0358458427747992
-2.755690376327018,1.027319870468591
-2.7524670259985173,1.0183576636125997
-2.749293036646482,1.0138899439293476
-2.7380819862303976,0.9949158903390144
-2.716385284025063,0.9522590477227274
-2.7148584452374234,0.9498286439910898
-2.6982283920951855,0.9157751407015088
-2.6956843990149664,0.9107431492145299
-2.689898625265815,0.8980152579426178
-2.688432015686998,0.8961913144853046
-2.6759501662979277,0.8676442949541578
-2.6706350615294414,0.8560137614091142
-2.6619437630363443,0.8337198732369374
-2.6275677845971774,0.7367042560127
-2.621385576753162,0.7169707881952627
-2.6212515437163555,0.7158676120885261
-2.610154979349982,0.6791048391501551
-2.605706071694245,0.6615560170690884
-2.5991240762685863,0.6378975012261725
-2.593658389861524,0.6172791277167828
-2.591982924449656,0.6090227097456097
-2.5771325307879085,0.5487322631881595
-2.5752274073053627,0.5403781854848198
-2.57441687105669,0.5356166010495876
-2.5698121941585876,0.5157445587152893
-2.5676281582367166,0.5050921521323609
-2.5610260780823024,0.4761420163721931
-2.5525175457335987,0.4335171903520192
-2.552082331443748,0.43227409827183755
-2.5483414002649134,0.41327345848411456
-2.545536936425857,0.4007718310689991
-2.5267992509532933,0.3016515829621448
-2.525720980749041,0.2951276865527436
-2.5256381047175456,0.2963778804068107
-2.5231093508187405,0.28187560832819125
-2.5051901266630097,0.18044435994936958
-2.5009422558131096,0.15490802875791848
-2.497542269209445,0.1360078117099658
-2.488966164971975,0.08572370987180616
