n_harmonics,base_freq,magnitudes,instruments
8,2.196861556917223,"[ 0.5690027  -0.10057251 -1.96375746 -0.05266349 -0.96977682 -0.57168817
 -0.62801586 -0.83581722]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.995736654377866,2.009531159217307
-2.995373112988764,2.011503168130349
-2.987151473220253,1.907749710929113
-2.9777378562721317,1.6858163402551305
-2.960582951365175,1.366985661840242
-2.95727916542638,1.3555416010753696
-2.9536157278303934,1.2311528288874403
-2.943782260333389,1.0912107840631753
-2.940497616100496,1.0583914460016806
-2.9278488374448886,0.9020118296479199
-2.9129129431965,0.7551582650083316
-2.9102876337164867,0.7505079306687563
-2.910024527123329,0.7137700856807896
-2.907924547028506,0.686403120559648
-2.894632696274968,0.6424902839409294
-2.8822534381043945,0.5945525011931478
-2.878196288247489,0.5635681564146359
-2.878151457768995,0.5445363489216762
-2.864061941471814,0.5193477184258937
-2.8561248851638696,0.5536852398086197
-2.8450334362384297,0.5427545681713353
-2.8382118350329293,0.48260362164833287
-2.831452633835509,0.45953515447440263
-2.8275717688240265,0.5080981704935452
-2.82563836179786,0.46844539749168457
-2.8201351297404313,0.4692084078274732
-2.811486000707638,0.4060365160847832
-2.808474448750653,0.4138723529364733
-2.8078120576848398,0.37526855639366463
-2.7914902548846694,0.27098961253396825
-2.7872049189436665,0.22665375427159903
-2.780147721890407,0.16776278971842995
-2.775562348674406,0.08355487592953517
-2.768335914770469,-0.01927564603480163
-2.768250112128709,-0.04668348663665698
-2.767665608455903,-0.06633780027965051
-2.767194115232631,-0.07407566588654765
-2.76280306198037,-0.16684593101506864
-2.7506464788092932,-0.3815889922785806
-2.746072158246141,-0.5075000321183768
-2.741203579229989,-0.6245014110116351
-2.726462884596039,-1.05720332928005
-2.7172534647988074,-1.3008288528186305
-2.7109196822862103,-1.5107827470756348
-2.707032803193623,-1.6374108104211917
-2.686552540257317,-2.3408643720719358
-2.6797394672826966,-2.5787466536004704
-2.673822992464631,-2.782782232219568
-2.673720526276721,-2.815394276991703
-2.6622438452151,-3.1998121377832636
-2.658416774876226,-3.3087502195110687
-2.6569938700466116,-3.3743270738809996
-2.6559058398228426,-3.407559691625118
-2.647204999674432,-3.683395186435315
-2.6354522730704986,-3.9696419981559803
-2.626108797821701,-4.24750338496289
-2.617379059471711,-4.461380501695076
-2.6137712412431853,-4.554164523695875
-2.608942388069734,-4.624887167739728
-2.6075712658028176,-4.623727342729707
-2.6072084309130465,-4.66671736075715
-2.6065990190657926,-4.664987148801374
-2.60649854519486,-4.625906860835368
-2.6051409928048628,-4.642744991012719
-2.594082810903237,-4.785725172132363
-2.587052723042347,-4.849886141769906
-2.58417041055318,-4.893660320425074
-2.5797487950074487,-4.887790660624134
-2.5759981159474963,-4.876323836056361
-2.568998173784811,-4.89295151346568
-2.566345111224002,-4.846253510230446
-2.56556331687883,-4.851094465867016
-2.5632966588221264,-4.807205326143593
-2.559953325937485,-4.841963505697687
-2.551579465414343,-4.758187186285775
-2.550350764903082,-4.75370556655033
-2.5471776951367717,-4.609373264961113
-2.544013717145719,-4.577787340614018
-2.5397229118600646,-4.54268608923947
-2.505512718888629,-3.641719495916655
-2.4910323589074794,-3.1432180359101425
-2.481415503458156,-2.821252340209746
-2.4719330874738663,-2.4998353341196053
-2.465210823289437,-2.2786427765326165
-2.4557048018674648,-1.9316272169910111
-2.4493630464269245,-1.7561208085756839
-2.43723667790655,-1.3446667333707083
-2.4343407798935255,-1.2439332044345524
-2.4301819071448003,-1.1033084594444225
-2.4195526559463607,-0.8431122899599984
-2.4055131985221063,-0.5128969975687736
-2.4028062254318714,-0.45089657075153766
-2.3953842237138616,-0.34095375003902023
-2.3919322530345752,-0.28515467219560775
-2.389084752743725,-0.2621059563519876
-2.388488049556784,-0.2299035623685684
-2.3880918305645187,-0.2759948935767836
-2.353927447014237,-0.1410168812918155
-2.34720797229526,-0.15999748139046782
-2.3463745689688804,-0.12260954208450436
-2.3097701807830724,-0.5760869874633073
-2.3018646819745388,-0.7272246813900768
-2.2942465138989254,-0.8775377296029822
-2.2757941260134285,-1.1523767286771047
-2.2708170806423262,-1.251968229489342
-2.2693045312310103,-1.2511005809348237
-2.268634405161177,-1.2550176413280223
-2.2641092341636897,-1.3754121115843487
-2.2639427658009583,-1.3692440553455472
-2.2587405803237224,-1.424783434312901
-2.2548186795748126,-1.4771274012731772
-2.247566275287869,-1.5899562752499308
-2.2382684947393803,-1.6252738206484623
-2.236435236562708,-1.666904203313474
-2.2315187413173696,-1.7138076955081007
-2.223854514099858,-1.7533067467442396
-2.218548503339945,-1.69813235362104
-2.2146811373361954,-1.67582780604097
-2.2086290649437865,-1.6744443861249172
-2.2048291941772593,-1.654890019294359
-2.2013997835689643,-1.643237567139234
-2.1690465139386297,-1.1144925101625545
-2.1690118557539755,-1.1561473569078622
-2.1657986877493682,-1.151220183779225
-2.1534664377344885,-0.8043421341374827
-2.146312013430878,-0.639375871387967
-2.13985820254741,-0.43696103586140617
-2.1356714311998566,-0.3013319999761745
-2.1321569294515363,-0.2074800989349034
-2.125087578704462,0.0058815757777974185
-2.1224963486905803,-0.004233119236532981
