n_harmonics,base_freq,magnitudes,instruments
7,4.241575065104033,"[1.06452344 3.34693513 1.34574736 0.6421709  2.18983435 0.39297911
 0.90524031]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9805655288985466,3.0463533842768187
-2.97714125184275,3.026898055598924
-2.974020729680552,2.986383894634571
-2.9671346563901393,2.868730799442107
-2.9633758114337554,2.753439647670395
-2.9619833939231315,2.686305333044006
-2.9492910967462445,2.3070362262377384
-2.9417186014553263,2.0140223275406886
-2.931483161607573,1.595570260066486
-2.905524657961096,0.5521766237912102
-2.894258417205659,0.24996709552083135
-2.8869726271282774,0.08594703364594836
-2.8623255570928343,-0.05193593416409968
-2.8599999403226204,-0.044325374679828056
-2.854166017057772,0.010865187920562123
-2.835011733002894,0.36764615220208
-2.8300515829597344,0.4929464717969504
-2.820434149460609,0.7578183388120898
-2.8002659045064817,1.328722575131775
-2.7877096948264843,1.6903122547717238
-2.7830181796244267,1.8090202783828657
-2.7823753799241473,1.835444688690448
-2.7775126728145194,1.9550407959057143
-2.7745155142940163,2.010081399335268
-2.755754845858439,2.28718110847646
-2.754011155153501,2.314474111343313
-2.752025715744308,2.3266867550366945
-2.7422497382636237,2.405333413723957
-2.733260579629176,2.4223333804914238
-2.7320190380924907,2.429683304335154
-2.7243901909563384,2.381366961847852
-2.708445082686536,2.272198601355751
-2.6963865469753854,2.1034657665430783
-2.6920794595679016,2.0006997193786753
-2.6841946263648655,1.886636815402079
-2.6840159884466352,1.881970513604996
-2.666686062279457,1.462446958835357
-2.6663329138942693,1.4557565168818818
-2.66084991306648,1.2912347637057657
-2.651903852265367,1.0250235277695523
-2.6434821924319998,0.7222552532185156
-2.6363048274970886,0.4225343792924607
-2.6353977813256044,0.38708880963389325
-2.6346204010937773,0.34920091388153235
-2.6317767599290542,0.2627564277105177
-2.62426158420849,-0.06590057714967473
-2.6223655795512206,-0.14253726101586625
-2.620931777208427,-0.2315998616530507
-2.6179168034422577,-0.34752766807654606
-2.6163444099151163,-0.43626686467446246
-2.6160610331062406,-0.4398553314245633
-2.6079663327948754,-0.8038284527653596
-2.599848753251851,-1.2435786826479422
-2.5948790549741405,-1.4852457062944024
-2.5934284159505996,-1.5509610509985572
-2.591126439532605,-1.6596363647910393
-2.5874826102626614,-1.8321208301389553
-2.5840070303693254,-2.0116716004493487
-2.5684680689565735,-2.7296829810224312
-2.563872782978937,-2.9415370418540134
-2.5559720347158352,-3.237916119167615
-2.5434538613519546,-3.5695384711716227
-2.5340834436256845,-3.7707598377802927
-2.522493167064801,-3.8191640383102556
-2.5215688006446877,-3.8297403973604807
-2.5099543200932484,-3.698280397931287
-2.4839575314211366,-2.841818486043817
-2.483790742342851,-2.846247203178273
-2.4723486960041363,-2.2383693786618313
-2.471861790086918,-2.210241889584019
-2.46898007718024,-2.0616933293574125
-2.466073796384509,-1.8910436370634838
-2.465560018081538,-1.8550927384574076
-2.4467407792331106,-0.7511697976788817
-2.441116248068427,-0.42100979978442354
-2.4400955376393774,-0.3800771273174404
-2.437791116330261,-0.23604199753986602
-2.4288111884781847,0.22769440236731905
-2.428416656155566,0.2337106693041045
-2.4257953681421953,0.36712667958060285
-2.423927834552752,0.43310417430702436
-2.421775616697148,0.5172336920951475
-2.41336581303657,0.814343090737049
-2.412468305149661,0.8246515650754521
-2.409699840120294,0.9145038425311023
-2.4068245510982225,0.9833046989024918
-2.3958726077456616,1.087494372842901
-2.3756910955391843,0.8773319664945483
-2.3618643460843685,0.4274515211682099
-2.3614836509416586,0.45656140993616756
-2.3602577601233894,0.3804416914806506
-2.35066829336761,-0.05435098609892294
-2.347463461152385,-0.23800154654928996
-2.346163261662015,-0.28786123065304314
-2.331291538069621,-1.0671434449887567
-2.322614752118111,-1.477214643952502
-2.310131320940843,-2.0626306224082347
-2.3091566475600063,-2.083300331818959
-2.308205323598294,-2.1042280158128985
-2.307721355684491,-2.1539754793533037
