n_harmonics,base_freq,magnitudes,instruments
10,4.867475292435159,"[ 0.55711971 -0.58365633  0.36285278  1.03375795 -1.01365506  1.32138858
  0.56301447 -0.06041251  0.22583821  0.45756568]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9955575294122485,-3.1620244087337213
-2.9951108857851736,-3.1459798934497263
-2.9929563669151857,-3.1422936940837745
-2.986325413597239,-3.0172551574159887
-2.984575928413012,-2.9718919100252563
-2.970027409553052,-2.646366862862976
-2.943916819776625,-1.9946278913415545
-2.9414161277837536,-1.9543725346974044
-2.940881880548285,-1.919583888701717
-2.9356176896404675,-1.8101975339127345
-2.9301023123585304,-1.6658841740695396
-2.9292772992864795,-1.6372235569060876
-2.9279982498302504,-1.6143112306384992
-2.927868863103729,-1.6197269676293709
-2.9255574880759534,-1.5784391775688575
-2.921092219002924,-1.4763419966265412
-2.9126205460233345,-1.2907035561100637
-2.912367219662444,-1.2867545425062594
-2.911055555026839,-1.2663572462629662
-2.910524081513816,-1.2840113054508886
-2.91036608391068,-1.2497052516042066
-2.902468260787516,-1.0970574137795255
-2.901445470715906,-1.0972106162447866
-2.8993808559985523,-1.0501249367346552
-2.8954005903925504,-1.0040990168319717
-2.888345018289962,-0.8818339917298139
-2.8848648274509054,-0.8171908601467894
-2.8833794551738334,-0.8270148561502418
-2.8818657115496364,-0.7807013773982868
-2.881278147973744,-0.7850523239404155
-2.875798364790773,-0.7017594039852327
-2.8683625679941103,-0.5922683208645528
-2.8673299537554975,-0.5955292310429365
-2.865364168132041,-0.5532713506351306
-2.8567067613441544,-0.4271028934937234
-2.8480817058442884,-0.2084446790130953
-2.8459289927109737,-0.16831556937933634
-2.8304893065342496,0.34884575593414757
-2.818654861631031,0.8362607419395296
-2.8166592896986966,0.9385661836881355
-2.794844874806567,1.705453539824803
