n_harmonics,base_freq,magnitudes,instruments
10,3.1385986079818533,"[ 0.44660237  0.44648121 -1.74655476 -0.63495872 -0.39030049 -0.23995725
  0.87753607  0.74418254 -1.83069164 -0.20637148]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9853003762224004,0.9448399265923627
-2.9755134376321113,1.8569271684278217
-2.964723199444871,2.8494597484946054
-2.958523000079513,3.397833302983273
-2.945643447701082,4.402608137540371
-2.9385965411698622,4.8469179990136615
-2.931291190555753,5.224137728504637
-2.9271461698230032,5.379673082220914
-2.9255138994752468,5.430783251919142
-2.918360853230732,5.591742198929648
-2.9149002878467183,5.582429762314423
-2.904154199989384,5.449145140592326
-2.879100808047342,3.987035540517434
-2.878135375616529,3.905893764027369
-2.8743921415237006,3.563187020815424
-2.870094563021951,3.1584721903524082
-2.8636743433601293,2.4779168200878794
-2.862258779232329,2.3366463499210326
-2.856511140500414,1.6879418157058106
-2.839634850221315,-0.2290319219914697
-2.833964853715102,-0.8481992981028332
-2.826323203912337,-1.660790702040344
-2.8113186702770294,-2.9166735592646313
-2.8066253095775457,-3.2218653950337637
-2.7961362097258315,-3.7198325607034173
-2.7928651438266483,-3.8153905992898802
-2.790483614167148,-3.8868374100860827
-2.787817867702497,-3.930187500753693
-2.781004634705625,-3.989236253633957
-2.7752428384091687,-3.956875662681458
-2.772281341091391,-3.9042609147447616
-2.756626814856987,-3.3708921140186914
-2.7559912694592477,-3.342989984279733
-2.7530909739133156,-3.2222158549434576
-2.736385872295528,-2.26367358847918
-2.7280009674650088,-1.7534282774543906
-2.726127091133899,-1.6502435627079421
-2.716729508480074,-1.1055345172442927
-2.7138780024911613,-0.9471883068780926
-2.69975025240635,-0.3406543486024518
-2.6974930140157616,-0.2534816916001695
-2.6946060167008,-0.2043455057009998
-2.6931724564835093,-0.13154431884759699
-2.6917569742502097,-0.08381734091834234
-2.6909451409788447,-0.08985759114922762
-2.6798733456905324,0.06765888529687551
-2.677627371180291,0.06040816006370929
-2.662050007294144,-0.04400770829574613
-2.661678724437794,-0.04873423423336271
-2.6348852725779337,-0.7349488118761067
-2.6061468512796693,-1.3294399532200607
-2.596791446828491,-1.314474513506071
-2.5941884835807656,-1.302079896779955
-2.5756875698646766,-0.919830119856753
-2.5715057007572497,-0.7583316913177531
-2.5693858353157952,-0.6540720766206841
-2.53737066516476,1.0165446619998784
-2.528678542289799,1.471338626741162
-2.526579311841174,1.5757460564197205
