n_harmonics,base_freq,magnitudes,instruments
7,2.075109175154222,"[-0.36127077 -1.21683564 -1.01412573 -0.35327235  0.15289212 -1.88662309
  0.35674027]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.979908150015948,-0.994885421114913
-2.9704925177749812,-1.1965972716706186
-2.966279636317834,-1.2512172314758736
-2.9389824474966595,-1.5925020047293126
-2.9333808872986147,-1.6657469491210675
-2.9321438845264063,-1.654882379915354
-2.9311085530395866,-1.6769789110470126
-2.918744786975979,-1.7550959710698866
-2.916434152034319,-1.7613374334976064
-2.9063487579167875,-1.7754187062673408
-2.9053267443781987,-1.7836683765126242
-2.898304745526144,-1.7667985918838902
-2.8898057558030477,-1.7360991795163274
-2.875617929988219,-1.6127051862710022
-2.869135595941115,-1.5787743772942653
-2.8679886927542575,-1.5457759048236115
-2.85328991424971,-1.3120161960885126
-2.839266121145442,-1.0302661981112433
-2.8379379874906334,-0.9846639600240974
-2.825649533552062,-0.700615713957245
-2.825483773198962,-0.6958883698359556
-2.8217534958741233,-0.5928331892600263
-2.8212255223521168,-0.565749856409521
-2.8146583703244423,-0.36820070489277323
-2.8145562132559525,-0.38784659501674285
-2.8012931054739463,0.041966137868606514
-2.79724679606737,0.15414743936932332
-2.770540140081943,1.0583715893542558
-2.7690842788274344,1.1027077867074824
-2.761761878674588,1.3284902607493376
-2.7531019576620688,1.6363812940135851
-2.7508184984305295,1.7285254922029072
-2.736209861866997,2.179718136923771
-2.733842322268904,2.24267461010684
-2.7148473617419633,2.786019735423599
-2.7095070180200005,2.906500704730183
-2.7078247110923224,2.9380678383570573
-2.70095646246841,3.0710869457378855
-2.679245646214393,3.4169200671820237
-2.6778138782868686,3.4349901526716935
-2.6773311437125984,3.4346610441092844
-2.6720938933960556,3.469922127702803
-2.665888842154878,3.5222096165422756
-2.6651581486647107,3.503490201935247
-2.6582574076405283,3.5374196429569285
-2.657287264163126,3.5279853688026614
-2.6499406124023483,3.5276601561125016
-2.640952810389956,3.445199537098785
-2.635829695734004,3.375428673031252
-2.631813237307014,3.343882622036426
-2.628318092978834,3.2956930131869484
-2.622700766956773,3.185739887877222
-2.618041224568495,3.103937931373175
-2.616526383051939,3.0691035975381835
-2.6154122080923683,3.032464708080042
-2.608161354797629,2.8598041207889797
-2.592104611764271,2.394963002043441
-2.5892457935903286,2.2932345284525875
-2.5831158426940286,2.062123926238744
-2.579652896667853,1.9449117466033576
-2.5752795302403486,1.7672688693155896
-2.573686034248377,1.7141291962154614
-2.5703766121680065,1.5917799429802215
-2.5690851194517883,1.533555120936618
-2.565615699635334,1.3641641812975935
-2.543080077085415,0.3197214364966645
-2.53413130747715,-0.1053603071791853
-2.530952687624136,-0.289930053156388
-2.5146797061425694,-1.0757439161843958
-2.511139481547586,-1.2788825874914957
-2.5079522451948817,-1.441540707877594
-2.4835474106426867,-2.657338151598227
-2.4711403085542862,-3.203553206553409
-2.462966576824239,-3.5466810603402683
-2.4604570602408864,-3.649751368185378
-2.4603115220011977,-3.665264192456089
-2.4567133657648546,-3.809683617277371
-2.438411048052652,-4.4834496269933535
