n_harmonics,base_freq,magnitudes,instruments
8,4.796951513307555,"[ 0.54922859 -0.50062522  0.07781302  0.59913444 -1.68261997 -1.2218285
  0.30992883  1.05588431]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997485365800783,-1.7825722090631115
-2.9913960145308884,-2.0263129068561163
-2.984040732524714,-2.396988152986966
-2.9704795573858123,-2.8977671851356925
-2.965478772586014,-3.0618725830334106
-2.9550735500676897,-3.3001175072861137
-2.945374014005994,-3.353345013529611
-2.945039418622929,-3.360493223691119
-2.939750817074893,-3.2555020950895517
-2.939318631842821,-3.2677081956233875
-2.938460111028082,-3.248872195493057
-2.9209709644739865,-2.5034674844835463
-2.9084230718001276,-1.6303360732213847
-2.9038221043825376,-1.186673903206023
-2.9037887683308394,-1.1545892550914791
-2.902314054685739,-1.0263547815911962
-2.895878160136505,-0.4284794448682539
-2.895850799638622,-0.46574348346480376
-2.8797030722841277,1.1576391797353092
-2.878977482204962,1.2134378007394522
-2.871949530897237,1.8714433691727097
-2.864734954696938,2.483921776577013
-2.860257441298091,2.7915944891836055
-2.858867463228986,2.871501375445289
-2.8573956684685173,3.00101468869652
-2.8443196829450175,3.642173588947175
-2.8381922148858614,3.809614949893331
-2.8341971412053724,3.8273394641977094
-2.8307404927346127,3.7997012958013876
-2.815842393034771,3.4691638474781934
-2.814082125627346,3.4132068812015928
-2.8103062935865433,3.2417571689967395
-2.803135089703784,2.914920885900186
-2.792085600067577,2.151181047630389
-2.7907022732328812,2.07351118995048
-2.779337012190432,1.2242236661870007
-2.762766754629876,0.1323994126684091
-2.7615121221699814,0.07266953027496866
-2.760495541064529,0.011890217020264052
-2.759263385364074,-0.040490340177315454
-2.751378032010467,-0.4655064591113689
-2.7370182113803767,-0.9683385628861695
-2.735200359629264,-1.0181889597622402
-2.730776172953987,-1.1017721180645994
-2.725915122743435,-1.1702487162091495
-2.7242282314900352,-1.175443382614591
-2.720975992899266,-1.2227234494030665
-2.719301013914543,-1.1974535866778981
-2.7186305705685183,-1.2417386874364333
-2.711230707192198,-1.187264995745211
-2.7059601284887647,-1.1314539057028348
-2.701850300314679,-1.0823723332785864
-2.7008990839061915,-1.0731847328016915
-2.6918168596957264,-0.8932506674128295
-2.688593661298773,-0.8144261201575044
-2.6605109388328083,-0.1543140618831568
-2.655688716120414,-0.04710116286245313
-2.64818493306317,0.10664093621250388
-2.648145706329863,0.12618196754535663
-2.6473294347686047,0.15403308671011237
-2.644437336809357,0.2154065884958544
-2.622546428363113,0.5696079121143646
-2.6154101695436456,0.6900700517655587
-2.5871330643400086,0.8018159197350101
-2.573934360157126,0.6549519493301647
-2.5600086138589306,0.31650793239681874
-2.559501374481218,0.3074616751338169
-2.555505283841671,0.1460999752074086
-2.554597427978151,0.09497095485143849
-2.5462193701605242,-0.21738166053446972
-2.5330336356810674,-0.966178247018376
-2.5292012553850984,-1.1930152512332748
-2.525977193572816,-1.3553895767629442
-2.523551288754984,-1.49417944157575
-2.491376477049765,-3.2558400671409586
-2.4894705336288157,-3.3218371389750336
-2.48862230367325,-3.337944594820778
-2.4878269538294915,-3.3661452863032135
-2.476221663757695,-3.653083843488033
-2.4708639066344467,-3.7882155997281783
-2.4706872472994004,-3.7641827149162883
-2.458075006735288,-3.661034226637764
-2.450770454042903,-3.5063091711085286
-2.4492710122930816,-3.4796118270133483
-2.446625583560214,-3.397386870249621
-2.441099759136585,-3.1758845747637356
-2.430242687922817,-2.6565416824096193
-2.4288953955125985,-2.62990349850596
-2.424972322405411,-2.382574114161901
-2.4138528549882454,-1.792990988416242
-2.4118561055537278,-1.7204841466343523
-2.396047929315403,-1.0215109519154653
-2.3954261437844573,-0.9875789874229463
