n_harmonics,base_freq,magnitudes,instruments
9,3.7027686941809894,"[-0.77116372 -0.09855166 -1.63883583  0.2523435  -0.30567592 -0.67767915
 -0.65836301 -0.88502581  0.48266688]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9994254934508033,-1.4599424284991114
-2.9940635281352206,-1.214834776184162
-2.9928012205657595,-1.1407448647383833
-2.986135001428563,-0.7942523214960633
-2.978938421053956,-0.4958920262835675
-2.966257852527279,0.03383947994161468
-2.9650349650317622,0.06383850147854442
-2.9611725484412332,0.18537327658808164
-2.955794997532191,0.3526326773317354
-2.9536311702376405,0.3904662342833606
-2.9368973659679387,0.5374759073282094
-2.9333695783096596,0.5367605465931415
-2.92792303225958,0.48296027320375023
-2.9197556137410423,0.32884032409977104
-2.9190468434395864,0.30650894428495123
-2.9160509048350436,0.2118822304207286
-2.9084304725318573,-0.008356871696217905
-2.8945286068140685,-0.5557418740555838
-2.8828384415979995,-1.044265595013584
-2.84969937543358,-1.7426146076012563
-2.83666605213021,-1.571407319700816
-2.8271820404214196,-1.2998529955320328
-2.825729435762526,-1.2630572750182245
-2.8214238310313817,-1.0688188876948228
-2.815194649793228,-0.7871708976605373
-2.8116465870455603,-0.6267201760022219
-2.79609476443682,0.17989638706613406
-2.782502419793925,0.8742274501805251
-2.766240124111579,1.3620742766996463
-2.7629405745306777,1.3947871657650774
-2.7302579268152725,0.7357492706480281
-2.7301276896576985,0.7234218273451866
-2.729546145878296,0.6775157531666433
-2.7116633782447455,-0.5120207724404537
-2.7114241319063024,-0.5572651638655027
-2.706863395014141,-0.9072236959561187
-2.704773166439592,-1.0969420282986657
-2.699135788338804,-1.535139663938804
-2.690112160251795,-2.2844500982996583
-2.685281392083591,-2.6569727716058567
-2.6845727685590868,-2.7251415320904084
-2.6769918289828047,-3.2771722592468633
-2.671546038058485,-3.5141045697449664
-2.6596943709462524,-4.04323873153753
-2.6588172348451664,-4.0756035376614514
-2.6517343706183705,-4.180811926747536
-2.649937768912534,-4.201504797768393
-2.6485032194269396,-4.18804902521776
-2.6470856443641195,-4.183925304679221
-2.631001863414882,-3.741070949902917
