n_harmonics,base_freq,magnitudes,instruments
7,3.2997434462498827,"[ 0.63402011  1.00531518 -0.85863098  1.29918947  0.74776282 -0.48742151
  0.07746823]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997621322321706,-0.1654660700431401
-2.9876979117861935,-0.43616058458579526
-2.985928722481286,-0.4850099288911052
-2.9844253176190962,-0.5113087430764262
-2.981812553223274,-0.5803992259269167
-2.9780941005436645,-0.6550544561068093
-2.9617217562118947,-0.9404449208626496
-2.9576767540040594,-0.9956693800735779
-2.9488350685933815,-1.0921960419417363
-2.9415175501944173,-1.1293023472115062
-2.938729680628188,-1.152721841564524
-2.9368288422640125,-1.1646394968872655
-2.932428866223086,-1.1810519966499198
-2.9255779864280176,-1.1850054698586032
-2.915130711003047,-1.1953315294779694
-2.914869180597083,-1.1864949372963072
-2.909439267131063,-1.1767976272904013
-2.90651766264922,-1.1695824274467894
-2.9000243625056994,-1.1593970452345528
-2.880723641939338,-1.1198490601336542
-2.8663293294178858,-1.1145624046825087
-2.8659620589569674,-1.1190235453694748
-2.86140829709952,-1.1148431401258474
-2.85084272806978,-1.159492929147636
-2.85063128290953,-1.1637337593999373
-2.8479531203958794,-1.1729038038940451
-2.8454717446748843,-1.1904403464099915
-2.840600455115256,-1.2227226797854296
-2.8382224798639966,-1.2406591047141258
-2.834425605982591,-1.271264381864628
-2.8160913869104127,-1.4747882444263323
-2.813865248113549,-1.5037569560880797
-2.8113707688660567,-1.5433205022241798
-2.807089400714882,-1.6004323288080113
-2.8033791026475665,-1.6561017666092326
-2.79785576282156,-1.7426004847314913
-2.7955587412218526,-1.7844647397114723
-2.792560759512736,-1.8353074721393674
-2.7750589838836506,-2.122971510787437
-2.75770975306463,-2.3827198486714405
-2.756081978642204,-2.40247808464266
-2.740627979274038,-2.588120835782955
-2.7373552781846024,-2.6219188786445744
-2.7343555987579364,-2.636184747155331
-2.732974214790086,-2.6459556065646757
-2.730694852172145,-2.6727815194159796
-2.7259388507445803,-2.70405886708779
-2.7180517952232144,-2.724416947078403
-2.7142635749610498,-2.73398771848893
-2.7133466252148066,-2.7322087875368055
-2.707276983466504,-2.7206630023338416
-2.705370647410449,-2.7172031398917613
-2.693835904976343,-2.662692076733399
-2.68976782273032,-2.632836996449173
-2.6861844616273345,-2.5951071012145444
-2.675090822775295,-2.474278649192441
-2.6653748743764822,-2.3193074869167476
-2.664742751473234,-2.3189885797558416
-2.6560009046277973,-2.1690538621975906
-2.6466211011735457,-1.9872673629679771
-2.645617722504901,-1.9577082823262628
-2.6397079237465326,-1.8381274657744688
-2.634684929219457,-1.7259161895082442
-2.6329917110331067,-1.6835093259587868
-2.632314802168848,-1.6831806232301698
-2.627942447991642,-1.5839074858911677
-2.6170245919807433,-1.3226986107142948
-2.6169226786210706,-1.3220224507979246
-2.610614204411871,-1.1722084204745482
-2.600856858169835,-0.9424361829838723
-2.5949269272619064,-0.8000143307812284
-2.594636622539536,-0.798342105555738
-2.587780293964963,-0.6298148447875849
-2.58564996317554,-0.586536203745458
-2.5735648461779315,-0.3048617600054777
-2.567895509141879,-0.1643184750047958
-2.553830855268905,0.14916631880936873
-2.5508109350532635,0.21697561149245187
-2.5282299563052675,0.7325637420153532
-2.5151759521721653,1.0355020872309715
-2.5086126523776304,1.1908106957628808
-2.500397643956014,1.380268634179649
-2.4939320100510045,1.5354141551434424
-2.4901905597296454,1.6270099327001082
-2.487126370184211,1.6960169936814962
-2.482732963245098,1.8066250859814008
-2.4762427083382863,1.9618160179717392
-2.462771698531436,2.2730657385777984
-2.4602550588349894,2.3272489498938422
-2.451163626747071,2.5225938253501257
-2.4439005448329194,2.661006257019273
-2.4331093482655533,2.8571213513981664
-2.42169482878957,3.0218204741320482
-2.4213287593968023,3.0234237364817256
-2.4212813075059163,3.0291544000677457
-2.4082748859443908,3.142758922909001
-2.3918527530616367,3.1610276266156405
-2.3886148824078615,3.142073789730506
-2.370342827419476,2.9457150229076228
-2.3564756452857996,2.6423776967251493
-2.355899385786164,2.6185121122267563
-2.352602168249171,2.5299681872507493
-2.3501729701516014,2.4565622809314744
-2.3462706573914502,2.345898972851226
-2.342426096086352,2.2223170070863154
-2.335308601846382,1.9672994297352904
-2.331960548983296,1.831156859747593
-2.3224968611818575,1.4401349959972258
-2.3211161202101094,1.3816669368849037
-2.315699368831857,1.147315042776448
-2.302986782127995,0.5730278819370186
-2.2953885577056483,0.23213920706645208
-2.2889107681263017,-0.06444477881621694
-2.287289196069964,-0.13653108985763895
-2.2801353069233876,-0.4429873952868327
-2.270171741005046,-0.837992391057803
-2.2640934035938516,-1.0578606683639542
-2.2597406590656046,-1.1890259036914528
-2.2569826756138536,-1.2748288436382673
-2.2559901661232598,-1.3021911183017267
-2.2497191374712404,-1.466815196101797
-2.2453826149958127,-1.557020314035151
-2.2305837260604164,-1.745140911931985
-2.2014295707604177,-1.4598538487610078
-2.1920706589907217,-1.18267778499445
-2.1882758868012173,-1.0532381265958808
-2.1815361499071813,-0.7798807914727905
-2.172292327452199,-0.34454075574816334
-2.1696176451112397,-0.2071137047417647
-2.1582943111532518,0.4055090656970588
-2.1579589509035695,0.4299419634157665
-2.155953152488264,0.5533322844416584
-2.1442657681737494,1.2479982668542338
-2.1351692552656956,1.7997681546229962
-2.1232987293277477,2.5040551549530723
-2.119131865547889,2.7391569199458243
-2.092270141304785,4.004308434957333
-2.0904911599159814,4.069290686540124
-2.089541776077051,4.093984484635229
-2.0788894786425036,4.388814580056171
-2.0769157203500273,4.435727856908522
-2.068952838227836,4.552015379145344
-2.0551301465246743,4.571928239336111
-2.051025263146526,4.541706132187529
-2.030096684730289,4.037995941177223
-2.029917531956333,4.0454693511431845
-2.021011554658963,3.698986189960172
-2.019430675009116,3.621025103472367
-2.0089189518589188,3.113322949062332
-2.0023912571814018,2.7628675102897655
-2.001305132175256,2.6901315097387326
-1.9975966490564172,2.48327090924085
-1.9956831590262019,2.374374095823606
-1.9943611785942368,2.2901966489929535
-1.994161895213949,2.279162448984281
-1.9940463915915778,2.2667978432341216
-1.9938068790521655,2.255760286951065
-1.9878194194308376,1.9036591775497314
-1.9875844352813337,1.8824776802062488
-1.9873463799808235,1.8648929758281387
-1.979596278001142,1.3984311776300273
-1.9717693757130457,0.918107418725573
-1.9572185124859258,0.06794875357730121
-1.9466584106125688,-0.4819445901199652
-1.9366864744573753,-0.92110461626401
-1.9129649753443847,-1.6296478479426235
-1.9129018869423802,-1.6265318532205546
-1.9118774977250526,-1.648117012263125
-1.9118119878414201,-1.6509918146283342
-1.9106093589915032,-1.6646206414599587
-1.907765679078279,-1.706677648611867
-1.896729222292077,-1.7848614589549399
-1.8956722205589276,-1.7880332104978667
-1.8955775979464762,-1.7857702877919321
-1.886703710031921,-1.7478881025450894
-1.8803580368300106,-1.678757735176411
-1.8733802709012168,-1.5732500560418554
-1.8657811425766115,-1.4046592289748796
-1.8656849090563523,-1.3951384871093642
-1.863332283392025,-1.3423592898358194
-1.8575279336305366,-1.1770408656569131
-1.8494778683661646,-0.9313693386632327
-1.8446120089707978,-0.7752105253352689
-1.8360282079135992,-0.4699736221748493
-1.8318341618093528,-0.3245594099568762
-1.829502375190468,-0.24242824141089137
-1.8275661504316663,-0.16219153915355378
-1.827151768068903,-0.16133561942862665
-1.8260941705676985,-0.11783818991504803
-1.8249029371694492,-0.07741162626610748
-1.8223885512195155,0.008486793241908
-1.8201211754163078,0.09034309814836283
-1.8198843305875239,0.09313987622775789
-1.8197600466987867,0.10105050597102103
-1.810380904111893,0.41023067841606564
-1.808344172841771,0.46475070278685876
-1.7783355771887357,1.1396343601188255
-1.7763262523872863,1.1576103051999393
-1.7581366763970583,1.2236468689794275
-1.7574932534037413,1.2157137726131617
-1.7552977985443867,1.2087137748062502
-1.7483275634053321,1.1594175703918568
-1.746512705379057,1.1332681276405048
-1.745889152008549,1.1325967189969601
-1.7430143034981858,1.0948827796553076
-1.7353297148763742,0.9652766161908348
-1.7168544058713102,0.5280326208601316
-1.7115544017426247,0.3714595548741648
-1.6868630253522912,-0.41092643817058905
-1.6744191386754739,-0.7947795763639199
-1.6730420139935864,-0.8392580288957763
-1.6695390069118146,-0.9386128295326229
-1.6657103600302108,-1.0407862591954
-1.6636749564559568,-1.0961497871508048
-1.656185367760684,-1.2684240907004358
-1.6549267200937852,-1.3016563058081447
-1.6546069945565842,-1.3109266448838286
-1.6492975565194916,-1.4153516339799235
-1.6454422490711649,-1.4923019920817135
-1.6412103638671443,-1.5472352013718929
-1.6321547146490623,-1.6555440589381334
-1.6317307645318841,-1.6540382383234356
-1.623088052169722,-1.709590959995769
-1.619518222315159,-1.715325544081182
-1.6181008684057223,-1.7267516484550411
-1.6171019708182424,-1.7237897925881336
-1.614658674330834,-1.7215647617582304
-1.6131908082690125,-1.70697634527643
-1.6081020332305247,-1.693468465203153
-1.6027785439025473,-1.6655462587042635
-1.600931966498342,-1.6496864071871458
-1.5994185354666886,-1.6422531709831403
-1.597716659780587,-1.6234644345090563
-1.5951050231337272,-1.5951652640229403
-1.5946716978259992,-1.5821103510392382
-1.592513327192187,-1.5589232548930476
-1.5797401159165145,-1.3768902702287555
-1.5723751449715913,-1.2477393612048577
-1.558881310403186,-1.0036898558990635
-1.556390113270181,-0.9585941896272792
-1.5526483691173976,-0.8985558257135122
-1.5382562276533744,-0.6704053122652062
-1.537991562388561,-0.6601332370846912
-1.5343728343097363,-0.6176425256894023
-1.5333933222286957,-0.5968095158540528
-1.5333225366958445,-0.6017684882570759
-1.5228258190485366,-0.486947429875602
-1.5218647609123144,-0.48220731718808274
-1.5132317649636553,-0.4327103695841963
-1.5079090244655307,-0.41631739539803414
-1.5036718348202924,-0.42216399608384453
-1.498458876424055,-0.44379532619101547
-1.497107695219793,-0.44523127505497967
-1.4933482054557572,-0.46985249340243385
-1.4846178618636885,-0.550878341825846
-1.478330984270499,-0.6368862866002073
-1.4735377126350437,-0.7132225270417403
-1.4658879049792515,-0.8522399138668842
-1.4564817460309691,-1.0481793230113237
-1.4555524557968924,-1.0811300920280063
-1.4545649671371523,-1.1015646376581067
-1.4541209898951917,-1.1196661428933823
-1.452865079746988,-1.1487043177236815
-1.4396845126742788,-1.4755731445543216
