n_harmonics,base_freq,magnitudes,instruments
9,1.2584818408510676,"[-0.55686449  0.38167242  0.78083586 -0.21218507  1.9590506   1.02643871
 -0.93193728  0.59251168  0.73798253]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9996992856918308,-0.6197798994411662
-2.996356508873424,-0.639052658589245
-2.9949603312813764,-0.6368638671437258
-2.979848243511172,-0.840176627206463
-2.9712693526812908,-0.8555638373621057
-2.970492442364937,-0.8862643398684511
-2.9689997835015656,-0.8954976809155646
-2.950808341868214,-1.0010805912446656
-2.944530959327515,-1.0368331869961578
-2.943445761454776,-0.999793944548217
-2.9400076291221984,-1.0668981214503663
-2.939044399152607,-1.0414576785958867
-2.9234679580255287,-1.0912960047369877
-2.9213355830520564,-1.0980691655087984
-2.9178234317909046,-1.0983964325443203
-2.9167332049690424,-1.1186932345885237
-2.895203534691813,-1.1181482661371929
-2.89076942996432,-1.083717893241994
-2.8888371756835642,-1.101404560295453
-2.8826748937131867,-1.052766079162496
-2.8772632809938496,-1.0258295442606673
-2.8739719689195105,-1.0417807523832316
-2.8738195365891634,-1.004232586313254
-2.8718023821220044,-1.0448184917389272
-2.853901913888424,-0.957608283350878
-2.8470313561979985,-0.881628265049803
-2.844340499131826,-0.8464059756731093
-2.8044590820828956,-0.5570330433635093
-2.800291733423378,-0.5167843688768267
-2.7934591909990862,-0.4397180985552004
-2.787883552897805,-0.4017314614656657
-2.774859894881811,-0.29147205555716615
-2.772259666062612,-0.2943138082907972
-2.770459624557251,-0.24679869364451074
-2.761257152726305,-0.19686171527407387
-2.7594082818117016,-0.15434224226441823
-2.746130576986652,-0.06504251783646017
-2.7406378515527106,0.01440789874134478
-2.7351902279461324,0.06340788968177515
-2.7293162474867403,0.06679217638387842
-2.724292625631495,0.1065393641512133
-2.7175989856626104,0.17993290365905595
-2.717563451070623,0.16332974592961033
-2.7149490881109015,0.17384351771601686
