n_harmonics,base_freq,magnitudes,instruments
9,2.7932856309350567,"[-0.11685606 -1.5658054   0.50601759 -0.08710839  0.1834595  -0.37364147
  1.69491081  0.27028742  0.37267444]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9990425685016273,-1.8160573173284729
-2.9921927321712642,-2.2762762237164207
-2.969662919561555,-3.655306925788156
-2.954522667720367,-4.384880239595005
-2.947137325486139,-4.625919045368894
-2.9439493412949567,-4.7255616203123845
-2.9331830655484503,-4.903349745162001
-2.930324601428598,-4.916727721462117
-2.9297865870758946,-4.925454169894246
-2.918228306405436,-4.8483527880254735
-2.903394845523377,-4.459692322992542
-2.898406504995253,-4.264568956692201
-2.895486260772821,-4.113395970990455
-2.8951842897292446,-4.117560324865466
-2.8901207440082493,-3.8423143708883796
-2.8788151813849057,-3.1603390430565903
-2.876790405622333,-3.0192590149210505
-2.87463708428582,-2.8720065244541955
-2.87417266573382,-2.840216051025664
-2.8722894938746864,-2.702778274373347
-2.868730977451916,-2.4461155287339524
-2.8581452154507705,-1.652245620869296
-2.8474198788884166,-0.7977367624487793
-2.846876455451498,-0.7460651463901361
-2.835508445882499,0.1270760441924869
-2.8268720134660192,0.7477771691922654
-2.8230631183766333,1.0209308854651278
-2.8134944290837303,1.634540672100067
-2.8056378395655255,2.0700361480419587
-2.7928635624431335,2.6220507728482194
-2.7838932035175876,2.8886399421033366
-2.775874081180713,3.0563943652973116
-2.7588422223211193,3.122737482063513
-2.7536490300301333,3.088313043812592
-2.7523536186977147,3.058745354317087
-2.752074747466944,3.075377381909318
-2.744468756232404,2.9575373043231266
-2.7344846866520403,2.714183933316284
-2.726009058772288,2.452020214248977
-2.720833849684558,2.286529082110716
-2.7028115996604773,1.6472849262653042
-2.702487880841425,1.636961960715773
-2.699517793643442,1.52220050783304
-2.6927930597723355,1.2787983077729497
-2.6912548971702424,1.2212144226188606
-2.6905398619212324,1.2022070989115399
-2.68609417922745,1.0471747977837271
-2.6837810245370686,0.9727486943625147
-2.6792951259138817,0.8190513980179073
-2.6767059484946616,0.7336281740722678
-2.6762076726170676,0.7288211007100724
