n_harmonics,base_freq,magnitudes,instruments
8,3.028193437138267,"[ 0.24972782  2.03171327  1.27390278 -0.19787289 -0.39408462 -0.45630852
  0.90654574 -0.39284798]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999826045223149,0.8622324647686885
-2.994145266103567,0.8392040751184154
-2.975224014081051,0.8841044465513513
-2.964101247214924,0.9702114420716861
-2.963924632554649,0.952371523285599
-2.962451582684653,1.0022624966210698
-2.9610420848509524,0.9910818473966293
-2.957475228392611,1.075091796032137
-2.9573158772094468,1.0808497406552011
-2.954108735396529,1.1115006643363239
-2.9409982376755837,1.3362725191208014
-2.9316770734819575,1.6197170116842914
-2.9216058344946068,1.8784131846814263
-2.910531532617072,2.18992781130266
-2.907893243947962,2.309666461733613
-2.903254573284528,2.478505774974588
-2.8907104257644516,2.874763846343528
-2.853110745948521,3.7476135394304517
-2.8457627520019217,3.836130773564703
-2.8324230697192947,3.8278485256428945
-2.8308816503547627,3.828597578468439
-2.825628493090999,3.780897739955707
-2.8191488182613504,3.711791140338682
-2.811302355646993,3.547939304974434
-2.809335751682331,3.4802254742525984
-2.794945457510954,2.896137858701984
-2.7907992884673014,2.815065516467654
-2.7873993265332295,2.6006409703524542
-2.7686114440479104,1.5670717158403513
-2.7675973314547004,1.5528782917971629
-2.765598608002747,1.4187984672728973
-2.7649072543068973,1.3363845644096004
-2.756188504737349,0.7813174171409839
-2.7315680533051125,-0.7909772406221725
-2.7171099184977026,-1.7110455038354613
-2.714526964564623,-1.8129245345798164
-2.7040387455704393,-2.413789569068991
-2.700321459943993,-2.555123913260716
-2.6981844137980815,-2.6147316161977603
-2.696408059962824,-2.6756614671759564
-2.6942971462791547,-2.726181830535326
-2.689218650033012,-2.915290376450529
-2.6890471513839618,-2.936397568077027
-2.688881883822056,-2.9131236490310006
-2.670201235447693,-3.4317017614262437
-2.668857392338798,-3.4390563782622654
-2.6622715256142904,-3.5614383704158303
-2.6595957545418223,-3.5201857194863626
-2.654679381495279,-3.576364766607708
-2.648648188389115,-3.522250642467431
-2.6483347645305386,-3.520068687136407
-2.646447784451076,-3.532216229398862
-2.633758255293719,-3.400663292013162
-2.633696027610758,-3.4142612419266047
-2.632852308032346,-3.405590019194394
-2.6312172559700335,-3.3832126104953466
-2.629074026407668,-3.3647367685040885
-2.6254490929573784,-3.2880121071673556
-2.6227326142324,-3.204984108976782
-2.5984272593627535,-2.6735125422404176
-2.589588164359588,-2.5846329648584803
-2.579047257090739,-2.334594034645051
-2.576003731714244,-2.281261323382445
-2.575303802199312,-2.284092821502022
-2.5654753025432893,-2.1439994142648438
-2.564149458464193,-2.1006156860688057
-2.5611463842262845,-2.085582811629978
-2.55294934157303,-2.053263534520904
-2.5481602989968186,-2.0303435428435477
-2.547321287303772,-2.0416897903458877
-2.5391079990585315,-1.967369323010909
-2.5327715050787125,-2.0670546298923953
-2.520327179482806,-2.2009527054306792
-2.500847110087703,-2.545710948832957
-2.50011821774413,-2.6569001355723674
-2.4965337618692987,-2.6613498598014895
-2.494118242583451,-2.657296220506258
-2.492562101546686,-2.750743543126362
-2.4827644239350963,-2.939470915584728
-2.479948089256088,-3.036243599614364
-2.4795796716451344,-3.0290506465398894
-2.4734181414714342,-3.135223823767887
-2.468224369101134,-3.2229469758483047
-2.4627283632840933,-3.266689121760885
-2.4580322374901176,-3.397368981649405
-2.454782991520021,-3.406657952068588
-2.453212683185902,-3.405733978240679
-2.44931848345581,-3.4293602132666283
-2.4421949955350355,-3.414583961999224
-2.441041079549737,-3.4015119305484083
-2.438014021889858,-3.4556706579159875
-2.4315652748485124,-3.4032993621381102
