n_harmonics,base_freq,magnitudes,instruments
7,4.037960971934802,"[-1.81529858  1.10010763 -0.65683901  0.61388916  1.22432408  2.5601753
  2.54435832]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9842445842771492,-2.1216737737029034
-2.979146865163367,-1.9365213078990584
-2.976606070305025,-1.8791873883856312
-2.9658285478099033,-1.5452865892293328
-2.963318440825293,-1.4724795192479427
-2.9617390357583933,-1.4131043901739073
-2.9388622821261468,-0.8874822495573876
-2.9386716300599143,-0.9003976727990599
-2.937226124793787,-0.8821571351681387
-2.9254436653904445,-0.7208864583365636
-2.917328869871679,-0.6583046055878122
-2.916926783202805,-0.6700942607105456
-2.9036533958507578,-0.709091229726922
-2.8941918810203546,-0.7227649229960965
-2.883695504620446,-0.8327010474613373
-2.8783195084623188,-0.8912090020824127
-2.8761161262280757,-0.884223941240518
-2.8681784924444065,-1.0024649769292815
-2.8677136437985715,-0.9650042812188688
-2.8661063381675405,-1.0030309115039882
-2.864450463696074,-0.953301648505645
-2.8631971503514757,-1.014752536105925
-2.8631567140196097,-1.018929981962073
-2.862331216139017,-1.0322800191572703
-2.860955923479281,-1.0008395668000034
-2.8579634875427278,-1.0288337150063949
-2.854518931583202,-1.0399483652201758
-2.848182815194204,-1.0520039585753571
-2.8227783724624333,-0.9850759565340371
-2.8222253210486374,-0.9676480510383976
-2.820303752734329,-0.9390392574363341
-2.816700210670149,-0.9029493359795351
-2.816318566047477,-0.9330718162431698
-2.8158959993395145,-0.8982723594945895
-2.811409094849485,-0.8318937852855958
-2.80882699495639,-0.786832640488586
-2.798246459864754,-0.6148310522034497
-2.796277411992244,-0.5848633604738224
-2.7851152838929165,-0.4146384150265898
-2.7694556353726223,-0.1656420727174498
-2.7633050291206134,-0.12089053630403333
-2.7631320745036847,-0.08808080617701686
-2.7455821292244726,0.02953596557147735
-2.745504362941091,0.014268623646017659
-2.745104231740185,0.007811585637967153
-2.742498515148919,0.024319286340285053
-2.731034891672037,-0.06379747448851436
-2.7284135071597313,-0.07378317043999293
-2.7276198782876104,-0.05424938835915755
-2.717957029008703,-0.1830452395649183
-2.716139390765648,-0.26898618515793116
-2.710492293003198,-0.39279351610358115
-2.696985808243527,-0.7012291525338619
-2.695009633465523,-0.7948058602570641
-2.68916630133707,-0.9233008311602012
-2.679975643428678,-1.2167992836153105
-2.675057182718178,-1.385072674910151
-2.6682906695848114,-1.5678449446583222
-2.6678005666353113,-1.5852127746713942
-2.6665661022664926,-1.6363287297250753
-2.659189234701879,-1.8057522074735979
-2.652328128966042,-2.0010536482008243
-2.6472839260940266,-2.11940906693877
-2.6462038332607865,-2.108533885269168
-2.6286393124801863,-2.3121945629732163
-2.624747376219778,-2.312669486786109
-2.622163082474866,-2.3004181544444777
-2.615196018841412,-2.2629643157512804
-2.609595154375919,-2.159092899296413
-2.5953821118327824,-1.8261228222612729
-2.5952162204063622,-1.8046899196808854
-2.589486436458155,-1.616044928330179
-2.584226427883426,-1.399108902264669
-2.5837522482567223,-1.3505157776273273
-2.581388513010662,-1.2653639996866817
-2.574398938999928,-0.9609312728810032
-2.5724821227435166,-0.8613582797468203
-2.5693069470964436,-0.7046047788076807
-2.5643646920816474,-0.42086251984801015
-2.5589136592012913,-0.0994761629537363
-2.5270235128113203,1.7654898169329252
-2.525771363659087,1.8352357761650644
-2.5141606424600558,2.4281020182003865
-2.5094523275608633,2.6859775779949553
-2.5067069243549636,2.7843164881534057
-2.5011251442820748,2.993648356363084
-2.499532587461764,3.0399121053487144
-2.4974894311973364,3.161779562745876
-2.491661193560911,3.3346065179618
-2.4550823030676963,3.9959349009573706
-2.4531464643670757,3.9980458411939424
-2.4496058330359762,4.004987852856212
-2.4433851881543767,3.999737883242598
-2.4425600438826534,3.969754785720672
-2.426433104704291,3.83561239824096
-2.4128164357304667,3.653107157961046
-2.4088937220918845,3.5780658903539693
-2.3855006112122767,3.10742103922019
-2.382059745380581,3.005602275334271
-2.3757431135192872,2.8538230494216816
-2.371930814249619,2.772629441781728
-2.3681050192616784,2.6486939234661695
-2.352544206754717,2.274081360683091
