n_harmonics,base_freq,magnitudes,instruments
7,2.2645522439518717,"[-0.14876919 -1.26667559 -0.92815825  0.51480516 -0.70358832 -0.33665537
  0.5904589 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9995823176490815,-0.6518862325015518
-2.9854780659583247,-0.7085604996492388
-2.981138952052789,-0.7125386220710593
-2.978848824523654,-0.7208783170205466
-2.978529369871583,-0.7128408680616181
-2.975920359745394,-0.7151742621112192
-2.9742606232973126,-0.7205551318873724
-2.973654510816878,-0.7134084262467063
-2.96248709512302,-0.6749878749967599
-2.9298358961522233,-0.4064191189603388
-2.920743362303019,-0.2898889416229942
-2.920431266653969,-0.2880353615499439
-2.9198947483116315,-0.28544717359718
-2.901686376613482,-0.017391508577023568
-2.9003413604555526,-0.004942988578190657
-2.8987201365182487,0.020806917752754072
-2.883348931115891,0.2704570824193428
-2.881214065487696,0.3082067929312976
-2.878919517899163,0.33714900423499605
-2.875782428636452,0.3813344357465079
-2.87155631694901,0.4463108349208952
-2.870669372649308,0.45767855692459114
-2.862621481522709,0.5618522809926196
-2.8567017524917455,0.6428205948838461
-2.854403373532784,0.6767800869525742
-2.8489651582597286,0.7474446774324887
-2.848034372929995,0.7524518078273409
-2.8425473251638502,0.7966369866025296
-2.830332989625844,0.8986252310547356
-2.826790305307264,0.9092165219068965
-2.8246664823589125,0.9332496581107319
-2.8185249303646183,0.9345961062789178
-2.809839923997388,0.9769556758050759
-2.806399396499005,0.985296145635238
-2.8060692204771076,0.9760109211641601
-2.8060218395875154,0.974093859443702
-2.803094378416562,0.9690378104603561
-2.7859980768492636,0.8939507748998169
-2.780647694605487,0.8545220715764547
-2.773893557011223,0.7846039478317762
-2.760144672832235,0.604195425721856
-2.7594657953593105,0.5885213119453452
-2.7550049310684885,0.51875120162017
-2.7548161504378434,0.511689740829576
-2.753415587462997,0.4941649153800167
-2.752175657159178,0.47210662461624203
-2.7513240513918813,0.45409294717232884
-2.751053902183033,0.458050748529012
-2.7492541491375895,0.4316450775626562
-2.7488731043596664,0.4180822120290826
-2.7478818958716955,0.38035708929018847
-2.7446755906897655,0.3346893730663848
-2.739514925751042,0.2316639757701003
-2.713457186883697,-0.34092647845644436
-2.7133490523291073,-0.3431524852558183
-2.706387430125149,-0.4970438004045661
-2.7041884021166402,-0.5666740061602878
-2.7021498657686136,-0.5821777212693078
-2.6924946866419424,-0.8195082370106165
-2.688160115541889,-0.9335368461336774
-2.6880271229525974,-0.9490191954268099
-2.6743780998192097,-1.2565126601949708
-2.6733250342127466,-1.2727883917094407
-2.663016780736307,-1.4967703379443758
-2.6604576127570785,-1.5418273898946337
-2.625950368244172,-2.0557987119465677
-2.621611997891361,-2.087187625571913
-2.604650233217254,-2.165140234132429
-2.6034700138032734,-2.157798364027111
-2.589720659331321,-2.138620000462377
-2.5897082598851284,-2.138537797721875
-2.5807891442449717,-2.0737069443432405
-2.580768449727402,-2.0687287530328744
-2.5792497531611316,-2.0645255428829032
-2.57522149742673,-2.035331257263144
-2.5745131122923723,-2.005315583340291
-2.5665074497409153,-1.9137345700743134
-2.5514549288483446,-1.64749977772425
-2.5376591245255735,-1.3568236705469183
-2.5328291046849047,-1.2265172090264513
-2.531032420585384,-1.18029121388283
-2.5276638010285915,-1.0903153123922562
-2.5225381316928974,-0.9456018105393466
-2.5174582873567557,-0.7975681854889797
-2.5070096639376835,-0.49170959092892436
-2.495414091278429,-0.11245702192581869
-2.4875901452206333,0.15946568247055604
-2.4825544601486538,0.30816806717474005
-2.4736977768278923,0.5918787674549507
-2.4667398820345605,0.8058571766077335
-2.4608422377200734,1.0076326962046427
-2.4535660718302914,1.2180754848550943
-2.4528315642571377,1.2316008267717684
-2.4493321427672416,1.3444549976785225
-2.434218633045537,1.7649953848974205
-2.426694494501117,1.9579164172465722
-2.4265716013125083,1.9241621461678953
-2.420305747639505,2.1026924753428755
-2.417040828907794,2.152842791492648
-2.413854275654278,2.227922977294639
-2.4113084236777214,2.244199009408027
-2.4098318563357415,2.2930379125606093
-2.395238894422448,2.516552742083353
-2.3934586161948017,2.527484344517957
-2.3917878310604888,2.553975607815809
-2.3908245670293287,2.5623850835075728
-2.3894235010900378,2.571915207268497
-2.385833144231145,2.597424167910387
-2.3849722777560527,2.6064547552939668
-2.36054152826965,2.7010330520436523
-2.3395675322879548,2.5593917613888677
-2.330633093396263,2.461404408941193
-2.325226705040319,2.392273149402382
-2.312500284657418,2.2076124363974863
-2.308062655059704,2.096363195022085
-2.30357975911023,2.0204000710523173
-2.2905239632256027,1.7538369470545923
-2.2791989945924174,1.4987111641390143
-2.2791389768605574,1.4775489884826594
-2.251758869777353,0.8645179751456843
-2.2489568865253675,0.7819304269807179
-2.2447828750318566,0.7085592942058185
-2.24288255785775,0.6554490499350037
-2.238349829072297,0.5647858891859313
-2.229269060846184,0.3528529553278609
-2.2264814812463354,0.31920445748658755
-2.2262365895042064,0.3010645899640203
-2.217197577594109,0.13649750269309352
-2.2152154960602415,0.11806662360666471
-2.211785944795638,0.03640862902101945
-2.2096446599118784,-0.011320175040744049
-2.206686109848808,-0.05017459455379219
-2.2048556706451503,-0.07305077502209956
-2.1950497132659423,-0.20686451284501411
-2.1920939385122087,-0.23183912906680068
-2.1917179166294205,-0.25189495405226864
-2.189229592313711,-0.26164675091004513
-2.1834939272484024,-0.33189619409990834
