n_harmonics,base_freq,magnitudes,instruments
8,3.778490497337092,"[-0.24609388 -1.13111728 -0.76065304  0.06722971  0.93785298  0.60286904
  1.72126063  0.03834712]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.991054852951881,-1.2992748518894748
-2.9869620453234025,-1.1805735170836842
-2.984395954313028,-1.0509232652864606
-2.9836479701837804,-1.047830481684583
-2.981361481569505,-0.9489404549808784
-2.9710248059602717,-0.44830696255132224
-2.9687056746901233,-0.3360045308021604
-2.951110790705042,0.7311077503200154
-2.945392011228322,1.1181364516921728
-2.9290587917636124,2.2616517443475814
-2.9243424776735765,2.5909447890731876
-2.919964401390702,2.8663988403490968
-2.9010230504613252,4.064182710915557
-2.8934950039681446,4.440709502483352
-2.8895339258731543,4.632437345491669
-2.8878337899556454,4.703055210791126
-2.8795926309565107,4.98825228532498
-2.8731489151530596,5.1232207281057836
-2.8699000359224587,5.178790358213985
-2.856976560704698,5.18554051903432
-2.852412114697303,5.16608867621749
-2.842146031379393,4.901995365776459
-2.8411295130076746,4.874912154232352
-2.83766259365722,4.704274348324833
-2.8335061479389143,4.567820932705193
-2.830285250827165,4.413772273082862
-2.824477442247438,4.099901629705597
-2.815585097179322,3.544177543999115
-2.8119933546874414,3.339741956310483
-2.8096577107007903,3.184483845516275
-2.8058946611450932,2.9194576608560405
-2.8010203251180137,2.563598082060814
-2.799827725342438,2.476456857384623
-2.7881317902538494,1.5711520036714162
-2.7810262676200033,1.0657832439858317
-2.7799350523131743,1.0197889822844353
-2.778362786848974,0.9124613649417475
-2.7717137170352837,0.4307424935506546
-2.7695639977968156,0.31380733741612066
-2.768247794164888,0.22247122920879472
-2.7601538211353875,-0.28339496499732586
-2.756509456940293,-0.4844590782703762
-2.750568307343683,-0.7729343193551156
-2.7329241075668937,-1.4029699412980503
-2.7265175713302563,-1.531372388367256
-2.724513038038175,-1.5619271449255931
-2.7079926760588524,-1.6771601835288974
-2.696565090584683,-1.6190914730051338
-2.675448299615564,-1.3246195304021378
-2.6734353276602176,-1.2476134741700535
-2.6702581756837067,-1.2043005248084189
-2.6660722601871916,-1.1549896457166826
-2.6598665390445895,-0.994401775373219
-2.6593755413741116,-1.0053797943006035
-2.654949458277063,-0.9203567913239434
-2.6531249574110993,-0.9114215985135892
-2.6422644311597137,-0.7432582353515211
-2.641923653245147,-0.734708084195774
-2.641221682237304,-0.7174832433395472
-2.6360959205668264,-0.6968383465372749
-2.6334870533575003,-0.6613866147016794
-2.630029718844649,-0.6372632163042513
-2.62780991711759,-0.6461598914420155
-2.6253059244627606,-0.6476704455351555
-2.623088477225556,-0.6062389042323699
-2.616059638205493,-0.5849711222360147
-2.6068750478314273,-0.596520405738833
-2.6064083350619893,-0.6517735566963042
-2.6047039147323936,-0.6131079087510244
-2.594781876633716,-0.690153687669129
-2.5938236746095056,-0.6619493856516795
-2.5883655671249546,-0.6634006715574392
-2.5732924886429913,-0.71148057742052
-2.5640643814298234,-0.6444330345258515
-2.5571759684332562,-0.5828891237500212
-2.5563942940611533,-0.5953864637783228
-2.5552929652861023,-0.5972240210606357
