n_harmonics,base_freq,magnitudes,instruments
8,4.122180254390679,"[ 0.38729521 -0.43334681  0.22981022  1.66229709 -1.87020411 -0.3959046
 -0.72978267  0.8491649 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997898805357211,-0.8739793941736911
-2.9970358627430476,-0.9026695051207213
-2.991016374165611,-1.3164933985689842
-2.973335575225856,-2.165978130932132
-2.9590329566064515,-2.5803720117052196
-2.948164373992868,-2.703519284694248
-2.9434491835331293,-2.6469363656699403
-2.9324851332577673,-2.448401725042382
-2.9271735546037445,-2.330799088913133
-2.913307601052631,-1.7731736286270878
-2.9000018581241322,-1.1626691276709997
-2.8991881657985057,-1.1001326901160597
-2.8989154827249672,-1.0550796753424
-2.8975857625654453,-1.03028046906144
-2.8932135285324114,-0.785474129318956
-2.890709352921693,-0.6765124412875004
-2.883414728142249,-0.283830990443877
-2.8683789141234657,0.4478525442081905
-2.862279207252591,0.7149336519119102
-2.8588505401379836,0.8392738073168189
-2.849470743817895,1.1387432046518011
-2.838817913169106,1.4303270067662568
-2.834793807632191,1.5310989476720538
-2.822533500466018,1.6889992234112523
-2.8129423478115196,1.8127217599126313
-2.8056176151169536,1.828346050890606
-2.8048433812062115,1.8052616315859655
-2.8005653030227275,1.82296762905653
-2.786429372347696,1.7669412756755327
-2.785641361366597,1.7117354803569764
-2.7795884499370294,1.6781439531269922
-2.771871058337005,1.6107961060647267
-2.770261316033613,1.5932341130711707
-2.769626644211593,1.57447777402423
-2.7480156546381327,1.227717434831393
-2.7366491452939075,0.9463940291727803
-2.7350360919853003,0.8945892804315596
-2.72159922901369,0.516939842961755
-2.713913868198098,0.3036272080542356
-2.708379083781479,0.06341731954279185
-2.7027065762625977,-0.14689217749041367
-2.700320189642898,-0.23543340620441056
-2.696507191966498,-0.4037713492943608
-2.696218310279219,-0.42682016330344363
-2.695607523284199,-0.45767613662320505
-2.6947375143576124,-0.48555819735270195
-2.691819876993847,-0.6053805352917604
-2.681500377487789,-1.0736576883968538
-2.681005701861652,-1.0937543245769692
-2.675726651305535,-1.3853717256698193
-2.6692682414538162,-1.5942015143258752
-2.6641396302938256,-1.8623989663081013
-2.6569666272970807,-2.121420645862226
-2.653876969897928,-2.2732724741988157
-2.64645224924708,-2.543770199043655
-2.6447853333553017,-2.6160202914133714
-2.6263168640497687,-3.1593804874716396
-2.624577837407493,-3.1953128132951876
-2.6244245464562646,-3.2099752139621227
-2.6220555067857383,-3.209517691349673
-2.6108000526140054,-3.3632376937707598
-2.6107076542995857,-3.407577096673192
-2.6096734212778125,-3.3970255209320865
-2.6043177590990556,-3.378593362325726
-2.5832002139699903,-3.346125147701287
-2.5695399325718125,-3.2774810260294176
-2.5681888958778663,-3.250874977458314
-2.565515949237259,-3.1680852345017625
-2.560316799346334,-3.123157767110351
-2.5538227211184887,-3.021319360212556
-2.550376109255173,-2.983815217278622
-2.5384692308615486,-2.839728817679106
-2.5371640606896015,-2.8452200973239616
-2.536714878398766,-2.8456467846204596
-2.5366729241163988,-2.7880777909476047
-2.5331146396301927,-2.796731149293958
-2.5236922445842396,-2.6944465332023144
-2.5201621930519496,-2.6927747903664847
-2.5162130280027677,-2.6874771920015412
-2.5149903829161966,-2.6673247156300994
-2.5112959316120134,-2.65869405688286
-2.5111185385662846,-2.6617586553475876
-2.500372158961528,-2.6485975090451404
-2.5001973445844823,-2.6348724556978818
-2.491255407634081,-2.6159171300991093
-2.4874922692061645,-2.6137763949498374
-2.4848427267775053,-2.574157982509696
-2.4802905064362935,-2.5930918084790564
-2.474923271754985,-2.548142889644815
-2.4724707996843565,-2.4880287816404896
-2.46457632321569,-2.388068969274101
-2.4643211212054705,-2.4159133087007967
-2.462706516717596,-2.379986771217972
-2.462661075863167,-2.3887127752137296
-2.4609548051011743,-2.364731750735045
-2.4523940956095602,-2.1765625206301564
-2.4439682242550886,-1.9339095062251683
