n_harmonics,base_freq,magnitudes,instruments
9,2.0583490293688245,"[ 2.4441953  -1.43223298  1.07945961 -0.7846316   1.04014057 -1.51365143
 -0.64084748 -1.94059323  1.58249641]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998548162619897,-0.7015200551872096
-2.995609493314862,-0.7612416308674955
-2.9844760823736918,-0.8808612814141884
-2.9820659068754853,-0.8889676853732306
-2.9803920106209705,-0.9144491835241283
-2.9755705157063614,-0.9578353026166506
-2.9745966654757807,-0.9567203185576512
-2.973989810981559,-0.9657488961510993
-2.968178546099417,-1.0164013348910912
-2.9651901888671013,-1.0232082561463445
-2.9612750023938106,-1.0257995964909288
-2.954793106451012,-1.037650545879814
-2.9482693806695064,-1.0327947435953198
-2.9410996415328627,-0.9950168586251539
-2.9407192661716706,-0.9787924714787175
-2.9351543785306378,-0.9453392594919653
-2.922756908467096,-0.7846355666389935
-2.9070141016712583,-0.48356350457435754
-2.8903742083027,-0.020295274485670613
-2.8897385864228418,-0.0073409280405364735
-2.889443834419027,-0.017692343380014214
-2.8801592261321405,0.29800385492340103
-2.8761503551573835,0.4526521918419921
-2.871955746521743,0.6010184735886321
-2.866998946839525,0.7734025381976934
-2.8634429142671873,0.9172432574424728
-2.8625258757840335,0.9403714705923064
-2.8618344114223055,0.9788637039510476
-2.8613973709043607,1.000866754017047
-2.8584574751825675,1.1152059493769075
-2.850741016010324,1.4385531288057822
-2.8473554597150654,1.5732849027362799
-2.846928230187404,1.5923711491413541
-2.823390180835955,2.5538873979312733
-2.8211418162569464,2.6200998989548685
-2.8171165029323184,2.7904695384269163
-2.8137783992540113,2.917481723237418
-2.8066381050042564,3.1688524624529424
-2.7980624364596314,3.4484176288605095
-2.795970638726252,3.515070407970603
-2.794330701991086,3.5757446215598163
-2.786899967048388,3.769272233747476
-2.786303096993092,3.7638925729914243
-2.784584957900008,3.8080682227609293
-2.7768726012035843,3.957779471164411
-2.768567151391403,4.084861935591004
-2.755876188327054,4.175525529276746
-2.741244900851387,4.091880515772425
-2.727010554006225,3.832829456244355
-2.723917827338314,3.7616088852834713
-2.7078269645390804,3.2215336020562972
-2.693946461436453,2.586105824956746
-2.6903627150037157,2.4045387495366515
-2.6855286726419867,2.1172031859186644
-2.6817140581004217,1.902314083029182
