n_harmonics,base_freq,magnitudes,instruments
9,4.605812848485513,"[ 1.39384408 -1.21158901 -0.527624   -0.87553386  0.54085967  0.66359293
 -0.46855047 -0.12841942  1.40400062]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9935254928154307,0.6628280145010526
-2.992685814261058,0.617979492531241
-2.9925696018986714,0.6196219388422759
-2.992457062559557,0.6107840122501637
-2.9916277063678782,0.636515609597671
-2.973544358858297,0.05004644651115849
-2.9608954925635773,-0.2146384860925947
-2.9592955668976053,-0.2321893683060777
-2.9557221004062972,-0.27657661415428075
-2.9520685399134634,-0.291367562793051
-2.9448934481522127,-0.3575746062684414
-2.9441578270215167,-0.3451739316443671
-2.943338291407562,-0.3243691082749709
-2.937398269970294,-0.31968952975427023
-2.9327538817013887,-0.2781230475055501
-2.9307252610167973,-0.26496780284068283
-2.9281360328049804,-0.20064767403932393
-2.8999042365086805,-0.06799203640956875
-2.898936877144778,-0.0872988164628143
-2.8918868086597485,-0.17892624119234357
-2.880026787212215,-0.4664259789591494
-2.8761217555656073,-0.5989362232819854
-2.8741460840610484,-0.6700860753863922
-2.8695423976125505,-0.8802287515607171
-2.8639738722850994,-1.1040131485918003
-2.857159199988893,-1.4776118877125533
-2.8550159934574117,-1.6396061646051838
-2.8487040924003026,-1.998188877301446
-2.845178128958105,-2.1566713915040756
-2.836627952692008,-2.679515967968183
-2.833817735867212,-2.8184000018523485
-2.8081387192483396,-3.4213634592999793
-2.804920158023431,-3.4031145551158835
-2.798356452263066,-3.2183864143433505
-2.7912493091187667,-2.9658487088726746
-2.790187202276991,-2.8765730949988755
-2.7868378970141707,-2.752954704557125
-2.779902546455891,-2.273442852821903
-2.7774792587148265,-2.1034934720149225
-2.775822846540427,-2.0054137492534956
-2.770237857492824,-1.6145981702074579
-2.756834270340463,-0.4729357031261151
-2.73724063288725,0.8957563258022551
-2.735973799411852,0.9358316286796197
-2.7276323155581705,1.2509108755884084
-2.723917179053382,1.3221506951198656
-2.7026949824612565,0.9020992746631297
-2.6990336207931427,0.7952309974437625
-2.6945533008708447,0.5639010476483459
-2.6944523294260456,0.5012433805099172
-2.6935925507876384,0.4406139170550857
-2.684227206319019,-0.2123965660507791
