n_harmonics,base_freq,magnitudes,instruments
10,3.8057681789084516,"[-1.3604864   0.0341641   0.80462243  0.27732031  0.31055719 -0.47490611
 -0.73363624  0.7241517  -2.85677062 -1.32847075]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9999239420875963,1.6598850152881264
-2.9886475994096795,0.4685036264054934
-2.9781646809704023,-0.757095053813606
-2.956828748636318,-2.9407441827698517
-2.9534436184287394,-3.2223600724067083
-2.9457759256577347,-3.6803804610354445
-2.939291095201445,-3.9318129303468736
-2.939182268734712,-3.8838121195103694
-2.9342750011492615,-3.9584802868583804
-2.912541570948154,-3.3230936852901
-2.910024563514108,-3.178574346034711
-2.9076695273954845,-2.9445239217653625
-2.8982700112938797,-2.178787876415188
-2.895352315015633,-1.922337659848826
-2.8783145281856903,-0.35220674094538945
-2.851587347925565,1.2499966187469658
-2.8396308756131465,1.307093623385364
-2.8316987896493515,1.180698879048406
-2.8265057623057164,0.8943490930344689
-2.8264170597667944,0.8817029758077132
-2.826037270160012,0.9068657513317462
-2.8203469159157404,0.5800555573076611
-2.8114856989862567,0.038551021209586436
-2.8092072768838805,-0.13556089655129683
-2.805378077810847,-0.35403519574744485
-2.801010299195891,-0.6200059625432582
-2.8002425415922003,-0.7329009531119065
-2.7873475642264927,-1.5238082425768957
-2.786104056864542,-1.5795777903126906
-2.782638885658984,-1.7262227700416055
-2.7731448292944902,-2.0218889432913016
-2.766651265067225,-2.0767587869028823
-2.75974629229622,-1.9834878368465332
-2.7567031981873056,-1.8309462242817758
-2.7561348788256304,-1.8363547241619573
-2.756041667037582,-1.87476378270787
-2.7482888901107927,-1.431846025036446
-2.7434614301799183,-1.102981502774699
-2.7426463075313494,-1.0241170830585364
-2.7371965901656514,-0.5363835419973125
-2.7329692318146153,-0.15245401680787907
-2.7298108345611953,0.14533259336258694
-2.7178858208957806,1.5289919606405031
-2.7151037037486416,1.842270601889481
-2.714465656272395,1.9085016218567536
-2.713524402210604,2.030944302438227
-2.706087379605287,2.7994364796858493
-2.7038392065425683,3.0147460484848043
-2.701475241913517,3.2856309244563064
-2.6980762836226213,3.6399373484555677
-2.6894634270393425,4.381604646047932
-2.6872483820568527,4.47649072050212
-2.684564106295788,4.641243330392433
-2.6793034332861727,4.947174459693183
-2.6572852350873353,4.901365078025921
-2.656580259042084,4.888852740562959
-2.6382987833600158,3.536648212929859
-2.637929942592165,3.5199415484536285
-2.6294922967440435,2.634824718215298
-2.6294022598160796,2.5760059349822075
-2.628526849472112,2.5216753993590855
-2.6165572763579754,1.0507147471150566
-2.615835823470219,0.9463350145398044
-2.5923966624022667,-1.7835713147640446
-2.5856416508777444,-2.5055850262914445
-2.5855057124416008,-2.544595971999636
-2.5846811795457527,-2.623213669118834
-2.5845358302852093,-2.640388143771876
-2.5842142517747315,-2.656105024614774
-2.577343708177416,-3.1995861373727488
-2.5712538692530575,-3.552619874252335
-2.5698615302955643,-3.646830791172381
-2.565514696100601,-3.8873854904677576
-2.5627757392828467,-4.043923663791957
-2.5613190815403284,-4.01124971670127
-2.5590824105881382,-4.158402884784526
-2.556340808237014,-4.256166957271486
-2.5552284803810146,-4.2354499895653355
-2.5419728873054956,-4.393805264213811
-2.541202905201386,-4.337285525009744
-2.5398692895877755,-4.35043728071613
-2.5385231922418385,-4.379283121367254
-2.530849996403086,-4.332369047525474
-2.5275942588172016,-4.231370109752055
-2.52335459597758,-4.116254634374677
-2.517970225844479,-4.029512535923913
-2.516819997762318,-4.038624935189797
-2.513671118800317,-3.9579693733635333
-2.509775252599213,-3.7661328584764515
-2.5085666567400637,-3.7814135655505225
-2.5061498721762376,-3.7549109512050096
-2.485230145536781,-3.14265828618756
-2.4792998700099766,-2.9147854672973743
-2.4745970672223545,-2.7571878757684036
-2.4525899956054884,-2.158978932494421
-2.4520005411974912,-2.1430998080247377
-2.4517148798308748,-2.110072856571789
-2.4513323938141767,-2.12279457460736
-2.428065614229621,-1.2771937876526254
-2.40983046813633,-0.640385370156489
-2.4076944485370326,-0.5087604500932634
-2.405562406663175,-0.44872983788081294
-2.3830519285712737,0.32078304299433247
-2.334927752817773,0.22501087447394483
-2.3346753962942817,0.25974305090302663
-2.3290147407768567,0.10038573974405145
-2.3236350301435005,-0.02577880788140327
-2.3175585557435516,-0.18672310799975947
-2.315309774010041,-0.20430985773483348
-2.3131210099159554,-0.3130786224022373
-2.3109602517711476,-0.3093068789852132
-2.3051693370649096,-0.4328047535951984
-2.3041712382650643,-0.44191503641819274
-2.29974018151958,-0.5830087561265778
-2.2957436521397288,-0.5858255537046466
-2.2956968478047575,-0.5659165700837785
-2.2944004018066595,-0.6110325252343449
-2.292751164219945,-0.585761115619718
-2.289521314431732,-0.5800133886517594
-2.2893218708217757,-0.6053662455834957
-2.2872434810201256,-0.5866500848416006
-2.2829387153433744,-0.6218908844316373
-2.272340309747614,-0.3827794912247686
-2.268356284528522,-0.20259842488858446
-2.2618801571251135,-0.004661916070260029
-2.254659963037295,0.4134301931480243
-2.252487431242055,0.5206422507573734
-2.248511037350042,0.7767644327797211
-2.246012854052872,0.9461807935110187
-2.238836849574297,1.4072245353338428
-2.238602824591907,1.3997956858045102
-2.2367911137372243,1.5461717817500766
-2.2355892407344338,1.625914459524955
-2.235401077044611,1.5606837388170005
-2.233774753075913,1.7346417837232995
-2.214662586748166,3.0355510584891796
-2.207130971345107,3.4144132314192612
-2.1870197842668633,4.158711173840502
-2.1703417737786723,4.033842014142119
-2.15930035461961,3.711439783462314
-2.159116699480204,3.6869016963077743
-2.1580500189089378,3.6176949279720665
-2.154541931397149,3.475887366412144
-2.1527045704127374,3.4061792195307525
-2.1497910855901132,3.218771724038083
-2.1480287340594417,3.1371949815385567
-2.132160984229812,2.1615367323074977
-2.1248807617556738,1.7437309198128987
-2.1231593372676665,1.554668242951521
-2.122447157663383,1.5297273068527604
-2.1219494313517435,1.5032895996895559
-2.1197138602308563,1.37522270323881
-2.103124253848107,0.4512558410669041
