n_harmonics,base_freq,magnitudes,instruments
10,2.925364068734664,"[-0.18487209 -1.09211351  0.84491069 -0.02506064 -1.94626922 -0.02997836
  0.55924646 -0.75080837 -0.46641384 -0.28044257]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9915478124010964,2.3008145170050573
-2.991136277843437,2.2946335041695307
-2.9903704993087814,2.300050757875189
-2.9822263841224514,2.201793971793923
-2.9820983763444646,2.197257245452018
-2.980661049875408,2.171423454184611
-2.9629794466969352,1.6411497388742988
-2.9550972440731975,1.3130219839553567
-2.9470893406286285,0.9199417034312497
-2.9401080638869725,0.5526089086085569
-2.931538151765068,0.0635060748040272
-2.9221598177992636,-0.45460402225242097
-2.9027514811656383,-1.4463321270567377
-2.8917114670113246,-1.9015065485540614
-2.8833102434659974,-2.135669440754491
-2.872323684634847,-2.3551339097165394
-2.8705632201387803,-2.372471189043131
-2.8586495608174616,-2.408307921864941
-2.8488964748242034,-2.315900534033374
-2.8463074536322224,-2.271153373165397
-2.8456205990244,-2.2646663684872332
-2.843132523173998,-2.208605689561281
-2.8411957228293323,-2.165559572866688
-2.838041650844776,-2.089659637913504
-2.7933346321969617,-0.411661257649049
-2.7909898126676334,-0.32463373305862187
-2.790348901054027,-0.28701352207606234
-2.7832909212944204,0.004664868577099463
-2.7802312734843078,0.11721647039103626
-2.778705765895455,0.1676243063525022
-2.776909482286518,0.22358844347565834
-2.773856073718809,0.3185185869286093
-2.7728757805381337,0.3663965947222357
-2.769597185086242,0.47988811679873034
-2.7685138827862694,0.50105831641417
-2.7678717456283053,0.5231778848478505
-2.76395101459282,0.6386769517317187
-2.754055703845231,0.885212845905707
-2.75188023295254,0.9317613629182923
-2.7514958844654536,0.944064130216453
-2.7492779426491074,0.97982290218106
-2.7473665190719205,1.0048830397820558
-2.7452901685446625,1.046152751246807
-2.740484354275165,1.0901206049966052
-2.7239395717906607,1.2032849442822526
-2.7228310824282813,1.186733233347575
-2.698669177068955,1.0618896356023821
-2.6960920504960546,1.0087580789998114
-2.6950989166982264,1.0013556976063132
-2.683399145521177,0.8452601970170275
-2.6830551501983626,0.8361040346692525
-2.654554327293252,0.39346781919795415
-2.6492455702703053,0.3174651028404671
-2.6396224233743584,0.15028799874186127
-2.63265052734275,0.05713375302293136
-2.6246015242932517,-0.10027486040136661
-2.6168637860447843,-0.20844570346842192
-2.615508884861952,-0.24194954222607018
-2.60867172267435,-0.35288803697943166
-2.6071778701233175,-0.3744261374657601
-2.601875761687846,-0.47516316267646685
-2.5972496132193337,-0.5695534274951908
-2.597054528492741,-0.5497261136773123
-2.5950363849269373,-0.5969142084478594
-2.586642247345984,-0.7761356172835445
-2.5864909886485625,-0.7778761299821778
-2.585588566286951,-0.7900119420386135
-2.584678920297556,-0.8041453141404964
-2.5752747424280256,-1.009026183582277
-2.5732182296050015,-1.0561694329952118
-2.5668612221683733,-1.2037170229142808
-2.564240719746527,-1.2638521158678735
-2.5634046052395925,-1.280393763091194
-2.5564613034694497,-1.4629075333001502
-2.55315567614981,-1.530795040335952
-2.552552314817615,-1.5646233050863412
-2.5454920115141144,-1.7360165245955563
-2.5298083177014776,-2.1083109567946976
-2.52864351552705,-2.138246036958566
-2.5140736355113082,-2.425051851920151
-2.513629944818208,-2.4395818866453585
-2.507739465017215,-2.5316398811167873
-2.5063269009882356,-2.557702820999515
-2.504757973069606,-2.5819954654931703
-2.493376419420375,-2.7087089891254097
-2.492298557584604,-2.7124333637278784
-2.491091545963938,-2.7137781496050306
-2.4906091005978914,-2.7057358553777062
-2.4801987753868917,-2.745193508808452
-2.4647967494004943,-2.6562182597655393
-2.4603434789495386,-2.587881288979055
-2.4558855885954975,-2.5226676839880144
-2.4528518990663404,-2.458561435987817
-2.4487719728753348,-2.38665161779704
-2.4460766899837942,-2.3173172002535947
-2.4415096618146945,-2.1962571654484355
-2.4393951675934753,-2.162216642835582
-2.438925799493804,-2.1404068446471256
-2.4278747812942054,-1.826770819926552
-2.4120911892585077,-1.3429665761659384
-2.4112922755633823,-1.3123248964156415
-2.409709744176724,-1.2415242772216424
-2.401012076462198,-0.9634882095348992
-2.3988906186184007,-0.9034468096733513
-2.3971097042456755,-0.8445450619190646
-2.3958820298223267,-0.8058337114027208
-2.387235247619781,-0.5351366747239874
