n_harmonics,base_freq,magnitudes,instruments
8,2.2709416467083257,"[-1.00966367 -0.65308139 -0.09211604 -1.49642173  1.56625302 -1.10868033
 -0.10083513 -0.24802413]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9906717156564704,0.1684496685942157
-2.981527357095814,0.41409717696313336
-2.9781888279020086,0.47304184758346
-2.9708487949216305,0.6392572987052665
-2.9561451789403876,0.9261407672679867
-2.955652115211132,0.9478883444110743
-2.9271883914238206,1.1980308697933024
-2.9260489683783453,1.2229336518498766
-2.9238867530684853,1.2358529139210852
-2.920986458277821,1.2252986931253598
-2.9176862684604288,1.215176430377131
-2.907928745756306,1.1902379642256704
-2.906198103093123,1.192713276198104
-2.9055127601715665,1.1846052737823418
-2.897708450904187,1.1395296455636177
-2.891431083216549,1.0884666798493836
-2.885444884244768,1.000435525386751
-2.8803504507510365,0.9312535395037148
-2.875540008508574,0.8677987585910184
-2.875442652572759,0.8818567405204856
-2.873578360623604,0.8505073755602944
-2.871549303315991,0.8230879363190774
-2.8578839121322384,0.5884391086017214
-2.854234908530241,0.5077866316127891
-2.841831951553723,0.24730488381596974
-2.837671544848952,0.17368401543803325
-2.8361842280649627,0.15616586187141762
-2.835803455887749,0.1142231964922695
-2.833837583155486,0.09195460666560765
-2.8300702172390126,-0.012768514989704716
-2.8247962294791353,-0.11792555472848804
-2.8200311931524955,-0.2119006068827008
-2.819063035452534,-0.2436767169260983
-2.8114584329328727,-0.38486030537443494
-2.8049513999682123,-0.49859204353252795
-2.8027112771643283,-0.5200610947790649
-2.79840531147863,-0.6021827434924614
-2.7886110303799168,-0.7815305980315471
-2.7777064759775807,-0.962327279909283
-2.7747207288944504,-1.0084873533236076
-2.770043629904147,-1.0665978839270118
-2.769719109308385,-1.0496648740806134
-2.768023467826552,-1.0733543960395282
-2.749209688753515,-1.2791325407024874
-2.7465961171075746,-1.3046350860393563
-2.740379910105202,-1.31289033573934
-2.7393752687505177,-1.3439932381049726
-2.7254420289473447,-1.426123490090337
-2.7208084478394468,-1.4277321907551954
-2.712939881736556,-1.4360813283341411
-2.7118508776999994,-1.4516229838150287
-2.7050743972078273,-1.4404771342794978
-2.6998587398797333,-1.4403094174010338
-2.6903907781656233,-1.4557225003693166
-2.678715214454643,-1.4078759078151106
-2.6772347992500816,-1.4063160944479696
-2.673900379244566,-1.423451748875368
-2.671178962861129,-1.399155998015286
-2.665758679658108,-1.4083711470727944
-2.6648815353597817,-1.4010720430800083
-2.6470507242575665,-1.359260276772849
-2.6462769261269594,-1.3886054705560749
-2.6460391532655896,-1.3569994250052135
-2.6423685257130587,-1.333625435128202
-2.6420369839536253,-1.3737586592735527
-2.6331807495210446,-1.3425418104721232
-2.633161219573938,-1.3614912329916489
-2.6290214526772235,-1.3661152004415518
-2.628238970274936,-1.3519038759253952
-2.623051411162008,-1.3624565693073347
-2.620251668805283,-1.3525006055207014
-2.60707429307911,-1.3886999491494174
-2.593535359202654,-1.4076519189273329
-2.591235567918979,-1.4430631400601894
-2.5886813175545216,-1.444234541784904
-2.5869555191068576,-1.4300690228962456
-2.577282278958184,-1.5033310527877966
-2.5699063455574476,-1.5166987979949516
-2.5360692208653646,-1.7366813490387478
-2.5231880679591487,-1.8217481291430169
-2.5200740540797306,-1.8040449029226335
-2.5186874339023904,-1.8650280695320767
-2.518663016085613,-1.827143631517798
-2.518241777102865,-1.8648438369353575
-2.5162773984403097,-1.8332887775194646
-2.5145928194957152,-1.8293221795739965
-2.513059435314222,-1.869423452329442
-2.5099796296431367,-1.8679128966186265
-2.5009915448182998,-1.891257443661925
-2.4728774985574598,-1.8919055612410385
-2.47234823829932,-1.9096323608944752
-2.465345212985895,-1.8868605208120082
-2.4497256250965576,-1.7882793569094044
-2.4492758561330925,-1.786122683497539
-2.439957264276276,-1.7044448103643577
-2.4387261492307717,-1.690853691962406
-2.4368370297792903,-1.6810522010068396
-2.4254781123631384,-1.5522908035973997
-2.4176205551316894,-1.4788609142235956
-2.4145193074419544,-1.4222834586090203
-2.408314856194016,-1.3561087351068846
-2.399240744890433,-1.1782677263729413
-2.3972768180537445,-1.1746364785741965
-2.3955636736165538,-1.1567032477461114
-2.38125118605727,-0.9001589410525422
-2.376882661686749,-0.8390390291126549
-2.3696404796254518,-0.70769163244479
-2.3452201603065586,-0.3354274306465355
-2.3444852141452595,-0.32513925470676536
-2.3438260855265494,-0.30217522337596653
-2.3222301761818014,-0.02739813129233857
-2.3181741534520692,0.011394460676234357
-2.3178562677848307,0.02221908748091789
-2.311338649389359,0.0787978599677971
-2.301694668616359,0.16777095216859494
-2.299671238369202,0.15068849780204077
-2.2933080522245217,0.21092428238494998
-2.2918418951446995,0.1842903726589893
-2.2903594978763504,0.17831988066854573
-2.288036292293598,0.20902253924054182
-2.2863884735170266,0.21500462586284108
-2.278230487127865,0.22425345462056992
-2.277915933956024,0.23023086175969934
-2.2769765921834075,0.19875568877346136
-2.274866892222774,0.2165622671852624
-2.2622309805759935,0.18558845463190624
-2.2591197792535254,0.1646598999940121
-2.2542714435395057,0.14861465206266708
-2.246315579124172,0.07560177919290614
-2.2463078071833413,0.06734510170937615
-2.2348022039859803,-0.04006420478764636
-2.2295832787568237,-0.06513330798970807
-2.2239960758099597,-0.14953984908296494
-2.222985407024975,-0.1579701705540311
-2.2192209701689767,-0.21130949352568476
-2.2180043658894792,-0.23312862133020498
-2.2120682336092856,-0.3418889935839955
-2.210406160619959,-0.36275120168781744
-2.1995329975551074,-0.5132705193234707
