n_harmonics,base_freq,magnitudes,instruments
10,3.9429906342597167,"[ 1.17236244e+00  9.92350547e-01 -1.90526661e+00  6.43983615e-01
 -1.68804728e+00 -5.16874453e-01 -2.27301878e-05 -2.43445513e-03
  2.11104539e-01 -2.37451142e-01]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9900744937806003,-1.4921012700276683
-2.9794978969432235,-2.300652051071525
-2.954462725403563,-3.0914806038178164
-2.953345071009701,-3.0783005844159814
-2.943303906207527,-2.794447792437246
-2.9306135655685264,-1.9605842138237317
-2.930295187530178,-1.9247215693012456
-2.9267927456792595,-1.614165850280827
-2.9173137037291306,-0.6467044234085204
-2.900909210985651,1.1587494916507213
-2.9008045019045383,1.1901224875995335
-2.899622172631466,1.3165631383404777
-2.8976286569575365,1.546824046302056
-2.89280063997459,2.0232989021101573
-2.8918367566616703,2.1226116458334507
-2.88218393140606,2.9471905689240843
-2.8742180064933125,3.4376688872103864
-2.872695214155347,3.4968773037476617
-2.872481183534278,3.507515796767572
-2.867070722966034,3.695812829804741
-2.8642291427194047,3.7603388614516455
-2.8636534222811614,3.756348104787401
-2.8597924578212135,3.791070019051332
-2.858268723367812,3.7863868633120488
-2.8378144969110473,3.0386039907300386
-2.8180561408891744,1.5686166594648736
-2.8133738212085286,1.1943813712902644
-2.8110544011552068,1.0571313429723626
-2.8102113298512323,0.9842120764369267
-2.8061619993791114,0.7069994645474847
-2.7999756872011634,0.3010615963844986
-2.7944568359982624,0.014405424298591783
-2.7829663664707343,-0.29951101793337837
-2.769066385480037,-0.2063772977713279
-2.7615000750146135,0.049970041533872134
-2.749392315790086,0.7470637270369038
-2.742733424933184,1.1923704914588498
-2.7337935909800266,1.8887230655530447
-2.7282860433098213,2.2596830428046544
-2.7228043384490217,2.6269510942717513
-2.7093508063599185,3.3139210644410655
-2.69299127486015,3.578947426451813
-2.6892682565959696,3.5245119544540935
-2.6811995059371743,3.3045876614346565
-2.6778256152923037,3.148052249855371
-2.6761954926447657,3.0735897032798163
-2.6742465623237157,2.9623475841399745
-2.669269050486065,2.6556640602794945
-2.6673172227878146,2.531570133421133
-2.663626006153641,2.2499954006226295
-2.6600133047179133,1.960447143308426
-2.654044449836358,1.4834627438550947
-2.6530537910860383,1.3687065152373081
-2.652605923970739,1.3444764526255502
-2.6329995422340584,-0.3321905387538518
-2.620634969563115,-1.213254334775789
-2.617951731766543,-1.336043823855051
-2.6168736074501946,-1.383971895247537
-2.615180622927114,-1.4897936648712482
-2.610461519098036,-1.6941360537966663
-2.608363796186726,-1.775618329648602
-2.6025038269932805,-1.901877408661766
-2.5822945260533987,-1.8192436196804727
-2.5733108301523497,-1.533933848988051
-2.5724692436531025,-1.5230170481262715
-2.5674527793400115,-1.297578682958493
-2.566619282915945,-1.289311177825765
-2.5644089773524676,-1.1657666308840415
-2.5601772063064545,-0.989012945924952
-2.558824733924915,-0.920931758922519
-2.5562877557867503,-0.8028982858121818
-2.5545180549791864,-0.732267556741567
-2.5325055524287623,0.1141430526898812
-2.5271519734026784,0.24915332148652214
-2.525905097817052,0.26836003706029804
-2.507851120113841,0.28770120376054265
-2.5069540997701467,0.25605190986625503
-2.506156271907342,0.26931324034527326
-2.503369857946998,0.17622480116041406
-2.49077551480036,-0.24812181346857512
-2.4887861347047116,-0.3637003395905906
-2.484477659135434,-0.562271266280174
-2.4842673760218466,-0.5642434356116802
-2.483366009931524,-0.6393345689817423
-2.4815570199360995,-0.7352032706680708
-2.4807634666395684,-0.7863243520730271
-2.465053145347699,-1.8621711555003753
-2.464601823063141,-1.8914214556195803
-2.4630746279802764,-2.01741250448984
-2.455820350798544,-2.599943590774642
-2.454090783601375,-2.707747016561233
-2.4509722690419915,-2.990153413644124
-2.449309032469456,-3.122055969044312
-2.447953480039008,-3.225827335436902
-2.4389477563071384,-3.941995897289577
-2.436766186801612,-4.078876739791728
-2.4266246360679835,-4.8121569914529205
-2.42332002872715,-5.042072738646385
-2.4127414266416896,-5.623021052584255
-2.3986685936415872,-6.135626725503272
-2.3962963366045287,-6.188199224501395
-2.3959545630893873,-6.209172846146964
-2.393015578491452,-6.240285699180021
-2.38960112758062,-6.277827993965854
-2.385096424837702,-6.27672182135594
-2.377616450477117,-6.199694866758147
-2.358403500874785,-5.320744728301593
-2.3545791830314453,-5.056519442083918
-2.3544510292524006,-5.034642547779185
-2.3414872292320075,-3.897272626381094
-2.3295159318249263,-2.5718413109908536
-2.3286006696457076,-2.4738964589459678
-2.3275211823564517,-2.315136482640953
-2.318869304536456,-1.2513622002859879
-2.3181631099883937,-1.1858117175653318
-2.3179964642752235,-1.1309310364759881
-2.3163399118895467,-0.9361006940382696
-2.3136278413852818,-0.606374189185395
-2.30874565870144,0.0014767943102008008
-2.307391664449468,0.18638710607200612
-2.2985522060986967,1.2404762855171925
-2.2899156192942423,2.170539502124369
-2.2840453745823117,2.746092598616236
-2.2829379516209674,2.831242145048053
-2.2778772418237287,3.2424428520399764
-2.2725684340841097,3.590455675748926
-2.260071971670391,4.061091782058437
-2.247116665267563,4.031098213817099
-2.237947853017606,3.672773792419718
-2.2185999317638982,2.2233417477338646
-2.2173314795098498,2.106015208987301
-2.2129417445496604,1.6844812727503262
-2.209813631718121,1.3807198889193377
-2.196445525423167,0.06054116963318809
-2.191828831954296,-0.39701945517746484
-2.1802384641329025,-1.3799410737543332
-2.1732605607745494,-1.8644626031996685
-2.171934617629311,-1.945581032058617
-2.1685211160924274,-2.1383859962841933
-2.1628542690065267,-2.3943681540288577
-2.1591891175844475,-2.501879618195218
-2.159124683951408,-2.495194528291781
-2.1562627048769345,-2.570919770972841
-2.1555256622745858,-2.5816075947317505
-2.1426927157113456,-2.6630163832349463
-2.1304462861815283,-2.4104429528154707
-2.1284367244769014,-2.334704090264547
-2.1118364456791205,-1.7315851577809476
-2.086092360107468,-0.8027804582886932
-2.0846251517430687,-0.7738212443444223
