n_harmonics,base_freq,magnitudes,instruments
10,1.302540279600593,"[-0.75914941  0.24642684 -0.50561542 -0.26716559 -2.16936748 -1.80284061
  0.99489211 -0.48765309  0.53077439  0.45246427]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9915276713460774,3.0453679552178223
-2.987023708249328,3.1338212528702756
-2.9770470003883784,3.3235868119587217
-2.971451690215969,3.4028212712773795
-2.968771088452907,3.435073287826573
-2.9667868120192864,3.4778821428621747
-2.9627681202110825,3.530276026435844
-2.9540910474274757,3.612181736174757
-2.952343183314746,3.6327808678440974
-2.9497145561020233,3.6584274264760794
-2.9445817111860526,3.6940468965032034
-2.935012070018837,3.729996662771782
-2.9329037299603664,3.725266032333923
-2.9324948593535938,3.742471168797234
-2.9316736749640264,3.7273782297858835
-2.926958702055024,3.730379122500285
-2.92254310174512,3.7167365150276357
-2.9209822777331413,3.7054769599625335
-2.9200915351157666,3.7129993570460456
-2.9199292329473705,3.708925173099108
-2.90826012369447,3.6244497669625884
-2.9026848203272255,3.57016003773126
-2.9025738799962504,3.5623148845310593
-2.881422645135933,3.2152673731520878
-2.8588172282370854,2.641238255636917
-2.8576167473650935,2.6072326176940974
-2.8542374317077615,2.5080197348869975
-2.844817143274036,2.19161117110868
-2.839667388504321,2.0105693458479683
-2.8381990702067625,1.957139948696812
-2.8303722309086634,1.6651402861474351
-2.8175037998358827,1.140298765761478
-2.817248451450336,1.1416557889261092
-2.813526006263472,0.9830604533542471
-2.810854988968214,0.8646301417279236
-2.8073345331949593,0.7080011074255319
-2.805786571008998,0.6519587812799303
-2.8054704518736444,0.6293550918815525
-2.7982125424492876,0.3103337929134532
-2.797665669690978,0.2849870851170737
-2.789052397816196,-0.11406210461024067
-2.7858428818952587,-0.2597533931213851
-2.7803274838769045,-0.5144357824375136
-2.7734338875289435,-0.8369380087877254
-2.77104179247299,-0.9522426630461869
-2.7705834559079996,-0.9704068557730884
-2.7702136499341705,-0.9795219630332598
-2.7701258890525775,-1.002050321340724
-2.768043494190855,-1.094611551540727
-2.767925352631612,-1.098642787365808
-2.7673235068681077,-1.1338020455741977
-2.759646275779321,-1.4894523483740916
-2.748956324585757,-1.9807627296468029
-2.743632248712334,-2.2152365285543247
-2.7328971521150525,-2.6882581445460922
-2.7229891515130777,-3.1044327368714772
-2.711076120593953,-3.566852457306485
-2.7078354382274563,-3.691877319404839
-2.706034797266099,-3.7530340493920806
-2.7008515274989993,-3.935925956459643
-2.7007104976437653,-3.9430198713819955
-2.688485648626954,-4.34487390360837
-2.6880487958632604,-4.359568810333802
-2.6833714423142014,-4.494742273245331
-2.678690463628615,-4.613837700980032
-2.6784218199696372,-4.633027879888887
-2.66816350523613,-4.87532685824994
-2.6661849401702296,-4.922055215709379
-2.662952422305114,-4.992074941241596
-2.6519043351169618,-5.186067474533155
-2.647002761290204,-5.26133063161078
-2.6429645919864084,-5.310952081651361
-2.6420179315444274,-5.313183979128716
-2.6409300959827022,-5.329742022435626
-2.6394683926419535,-5.340820321291328
-2.632905440676546,-5.397009812047804
-2.623994646504559,-5.454775785669835
-2.616165172871917,-5.452457596111366
-2.6075592405094934,-5.4403509992667445
-2.6025648554248777,-5.421555581310622
-2.6007847473255783,-5.394640190285451
-2.6006966720667717,-5.4025413883373
-2.591061191585852,-5.328795863132384
-2.5851086946763937,-5.2469792189727755
-2.5829032824981635,-5.21962892523931
-2.5792337637540035,-5.170294465704764
-2.5754990760544514,-5.117639312672684
-2.566202796505375,-4.952392843691567
-2.5571622606792594,-4.769176481843644
-2.5521764786274375,-4.656027790403953
-2.547836945982681,-4.545741203566313
-2.516070959357947,-3.6891118594919385
-2.513175885571612,-3.5930282309013024
-2.508715841355956,-3.462831924018174
-2.5030435359125045,-3.282868314072372
-2.4960964483650887,-3.067510998352971
-2.488913656248126,-2.8452810042341805
-2.483266078917649,-2.6706011087962853
-2.4810565722075237,-2.6072197416933274
-2.4729236908677077,-2.358610457333827
-2.4657820877424004,-2.1372452099573387
-2.4639031784728753,-2.0885614649150255
-2.4605387491632467,-1.9901740918700879
-2.450095124951258,-1.6937509079821877
-2.44019185460379,-1.432923332862291
-2.433569286998483,-1.2655426709854005
-2.4334247534035303,-1.2666268226489543
-2.430621304575687,-1.1920490689110559
-2.4259467638183887,-1.086078065567737
-2.4207379980122763,-0.9730974950709073
-2.4170464888206524,-0.9074317156279686
-2.411429802844407,-0.8040083151953831
-2.402849319466685,-0.6407559604801241
-2.4005060881893967,-0.6019293555956228
-2.3994053168965386,-0.5873810331713704
-2.396505764170913,-0.5445349051344318
-2.386632427176014,-0.41591050703233856
-2.385768201314202,-0.4070890158059463
-2.384413088384653,-0.38642305473550137
-2.3809523225692857,-0.34920605308870367
-2.371776450531888,-0.2721377730422975
-2.368855344091936,-0.2571465938783906
-2.366203461430871,-0.23647129731614308
-2.359573094390806,-0.21322990535452455
-2.347524799959274,-0.18316614333860723
-2.34729202479346,-0.18701462198245664
-2.345992167273547,-0.1856517308082578
-2.3446025248140407,-0.1895919283424516
-2.3437099553648935,-0.19364076346737705
-2.3367602383937705,-0.20970155230254128
-2.3347107039133124,-0.21933652568161519
-2.3327727828843576,-0.22246060393771475
-2.332176067193265,-0.2258931106459005
-2.3295313696913134,-0.22652242708999298
-2.3233618466702883,-0.2707980320107763
-2.3205823474338088,-0.28767303530320615
-2.319534316755667,-0.3030176336262059
-2.315944887478363,-0.32295147292957205
-2.315255547737647,-0.3250287522810401
-2.3124378956691602,-0.34672655974101113
-2.310145619863879,-0.3659137237431365
-2.307338809177674,-0.3937699743508536
-2.298789909474122,-0.48379972496592266
-2.2942660359173375,-0.5369154367378827
-2.2919057677422585,-0.5641346052930684
-2.2524235017802563,-1.126306742479407
-2.248528967643984,-1.1893364444196797
-2.244624474445625,-1.2404422367753054
-2.2429034138565074,-1.2638778097069312
-2.24203592060043,-1.277607389824411
-2.2402907035151847,-1.3061620549141542
-2.2149015987980043,-1.670745667686973
-2.2135111620072356,-1.691032626887866
-2.208008014113103,-1.761154662313188
-2.2066530908727975,-1.7722133469964356
-2.20637657570345,-1.7738053339664908
-2.201681601324662,-1.8402005891721207
-2.1854612612950524,-1.9912194542086878
-2.183871056678626,-1.9950624616083943
-2.1831089615720076,-2.0036605143341766
-2.1818047889225864,-2.0225340945773027
-2.176522432222142,-2.0610236795527643
-2.173935274336131,-2.061070035904789
-2.173023750354942,-2.074735439183968
-2.168469984775961,-2.099353282114121
-2.1532596381234175,-2.141590072626534
-2.1140807483765083,-1.9755107696697969
-2.104002743847161,-1.8758494773435042
