n_harmonics,base_freq,magnitudes,instruments
10,3.0489669831252715,"[ 5.07467608e-01  8.27299047e-01  7.60283953e-01  1.30155040e-01
 -5.48397591e-01 -1.58834938e+00 -7.31228535e-01 -8.85270354e-01
 -3.44676890e-04 -1.23995059e+00]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9987115249902567,1.259943757357203
-2.9942765032081997,1.3133027164607751
-2.9927249806206486,1.3263458271468953
-2.9786547589812344,1.283272872387233
-2.978595679598709,1.2831504741860147
-2.9762448556607777,1.2578330452824698
-2.974000912348191,1.2207183185901669
-2.969153259166756,1.127904129038261
-2.961572605199736,0.9427347470817579
-2.961012924207975,0.9265625730711584
-2.958784327080526,0.858878332422153
-2.936690665152269,0.05539857225512123
-2.9320163540759463,-0.13493507521513953
-2.9278445662984653,-0.31160260919067534
-2.919040636746171,-0.6745092945046924
-2.911932121086124,-0.9626467298033979
-2.9051889948424505,-1.2293037446700108
-2.893024341157293,-1.6663057744668355
-2.884289175713184,-1.9377634735609386
-2.876108469558755,-2.1671698270366657
-2.860129976687417,-2.5194010470529697
-2.852269878113728,-2.6479803253740504
-2.849669154750158,-2.687649002249073
-2.84001906208365,-2.7947099268705387
-2.8381421929221835,-2.8101405571282503
-2.825460207377353,-2.878454612527779
-2.8232876232117547,-2.8818684182950323
-2.8129079386486175,-2.8719090651791728
-2.8121105017142973,-2.8688863332307637
-2.8120979741166012,-2.8677601412548688
-2.8097537537947743,-2.8567847180116623
-2.809376585023101,-2.855893147212379
-2.806836631879986,-2.840730977600414
-2.804722344115458,-2.826188318162579
-2.7982494155200808,-2.767304083229982
-2.797384757386861,-2.7572647343833827
-2.7944392165777505,-2.7195223539771107
-2.79046956790555,-2.66332257568814
-2.7854965986799574,-2.582519197107249
-2.778970780460698,-2.451623465148937
-2.7779648963340904,-2.42946224587766
-2.7706277966543746,-2.2513362536897783
-2.766769213291645,-2.1448644603087716
-2.7432175471891354,-1.3340924138770764
-2.7358466519502045,-1.030854601078116
-2.717286718422342,-0.21095733352147406
-2.708477856607962,0.18022960223319381
-2.6955739243076238,0.7241322940173867
-2.6917037996215334,0.8706549219952934
-2.6870589834481695,1.0387992370049615
-2.6804198120594256,1.2538260780538597
-2.6712930329161537,1.4969066353919656
-2.666058221661733,1.5999855337860556
-2.6642303164910226,1.628903669040718
-2.6628794772061406,1.6513304125330188
-2.657472916275602,1.715563678369448
-2.6556620544067835,1.7279188823918952
-2.652789170542319,1.7475053107344651
-2.6507288269035287,1.7511690058079648
-2.6455860625069416,1.7530756835095387
-2.644269863935537,1.7498398764649248
-2.6364108116758946,1.6852653066858438
-2.625707276433491,1.5094528631916504
-2.602261670014842,0.8500032678221064
-2.6019519764215193,0.8415855844067093
-2.5995227378924244,0.7601704180544412
-2.5966420901345657,0.6668881320075684
-2.590800655204543,0.4742554385449784
-2.5893272504534908,0.42266188701305724
-2.5892507240431666,0.4235917344306942
-2.5827278401226206,0.21788138551473119
-2.5827111408362042,0.21919852645856125
-2.5700420552351444,-0.12264814454668166
-2.568846416759051,-0.1492132600803493
-2.560615311464902,-0.30215085305986306
-2.5372587313226758,-0.316670234536753
-2.5370192232707702,-0.31053571522205875
-2.535632747815952,-0.2924946023590927
-2.5304040268399888,-0.19402071521878533
-2.52895884402803,-0.15826758869344767
-2.5271680154256098,-0.10964141601967485
-2.520072930853864,0.11042839142879077
-2.517332837747398,0.2162088076267968
-2.515697859125418,0.28098355614420767
-2.5104296111773228,0.5139270500223381
-2.5089418120001046,0.5837382907363003
-2.5072836208707088,0.6636157422586029
-2.504642251718667,0.801231599194585
-2.4951473310069643,1.3413594161587303
-2.484238505211458,2.0351139352416063
-2.479077416777221,2.3820460184770744
-2.455825656909609,3.920249117802513
-2.4528197222388988,4.108213370399725
-2.4417366499658097,4.723784873615084
-2.4407891188002395,4.769507692618962
-2.435548528991271,5.0157160179851665
-2.4320428876384854,5.164260115756242
-2.4316413384801643,5.183989164764587
-2.403706706913731,5.800688918149475
