n_harmonics,base_freq,magnitudes,instruments
7,3.150422922042186,"[-0.59856206 -1.27972654 -0.02356062 -0.48506688 -1.12583527  0.90753269
 -0.16032434]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9970990458727886,0.7180966767769006
-2.9954483264569367,0.6421196076689066
-2.9930750228185765,0.5792170308149666
-2.9926719146894207,0.5181806977808605
-2.9906178126787437,0.46305670291324397
-2.9864353155605894,0.25961099763566237
-2.9856655606319116,0.2714335446485793
-2.97995189848867,0.016079525802045063
-2.966095814269832,-0.45781187049382827
-2.9609344443815786,-0.5763032202884046
-2.9554173885751505,-0.7084874167460644
-2.9309966285696056,-0.8509945646263557
-2.921299830981628,-0.7238881882694063
-2.918360942049523,-0.7118151237295663
-2.908882701756273,-0.5049669600300692
-2.9077561633435787,-0.45816688561198954
-2.9065382330143814,-0.42782259567233766
-2.9053959563536966,-0.42224455641616293
-2.8894298747035148,0.1976269521768951
-2.883881500682429,0.43755118742494015
-2.879760409438795,0.6334914169337255
-2.8758575790233873,0.7768269827205947
-2.86956836837131,1.1003485018347248
-2.868849210728621,1.1844894030352424
-2.8608855271659515,1.600569089471576
-2.8605770041470016,1.5711342748911932
-2.8596210142021232,1.7038115686413515
-2.8516391657230233,2.0990292178105032
-2.851542690131647,2.136457571074134
-2.8484636672358032,2.300470998314694
-2.847886339780529,2.329160815576343
-2.8458948204696677,2.400879838136714
-2.842546554163155,2.573218954939269
-2.8393891006137757,2.75230334619702
-2.8301634205385016,3.24613124936483
-2.8223611976342324,3.607739060376714
-2.8061348652896516,4.265004896151154
-2.804296713571336,4.245002589070807
-2.7999686082563082,4.362287886492046
-2.799534118379795,4.442527856519526
-2.797341573262143,4.46132040808246
-2.7933690689778046,4.565331808613109
-2.7548674664477337,4.4399566724816175
-2.7531158651786853,4.413297377189813
-2.7530181943686545,4.4307481702620395
-2.7470937448708055,4.264297903611054
-2.7454993954853633,4.185092113169467
-2.7310479476482388,3.576396107766711
-2.7140525842647127,2.6432148883960225
-2.6983498869795826,1.594466500575412
-2.696976640324186,1.4955867135435503
-2.692400840113753,1.1528823768131133
-2.6897339358444694,0.9881285240683035
-2.670923826911293,-0.2587200307423777
-2.669732270590913,-0.4038573051247622
-2.6690382549874676,-0.4982941377320043
-2.6681227882399785,-0.5458777536702495
-2.667711488546457,-0.5078522518680413
-2.6519493129081106,-1.6198817846532465
-2.6484716126532635,-1.784635489983836
-2.6427634947266148,-2.1653109038627583
-2.6361211659197044,-2.508929023754041
-2.633021937715194,-2.703370056528773
-2.628204971752652,-2.9692658977134103
-2.6277994976887493,-3.03729354593426
-2.625979223162456,-3.053996156496179
-2.618837371676257,-3.348103063468014
-2.615776662980531,-3.4596590036491444
-2.6152916776129764,-3.492594580925948
-2.6151956567979178,-3.5322805733524594
-2.6143029208795125,-3.6001359554331307
-2.6138092901734833,-3.552219539684324
-2.6102293221408943,-3.7191795086799053
-2.596805988997429,-4.082431983663431
