n_harmonics,base_freq,magnitudes,instruments
8,1.4210538774802837,"[-0.66584452 -0.20949125  0.24980879  1.19726221  0.17528519  1.33715641
  0.85986379 -0.99226966]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999279337240219,-2.085235429522501
-2.998313018711703,-2.0826762548710467
-2.997282692717387,-2.0828074949873288
-2.9928846194272847,-2.0523379859811834
-2.992175533669954,-2.0389129118060834
-2.9913565611309103,-2.0569113474810137
-2.988768981998595,-2.01799200242827
-2.9828598292242745,-1.9449375723001656
-2.969080775372225,-1.8239433128478517
-2.9648960174020873,-1.7968053590425093
-2.961707859530838,-1.7452606521012703
-2.9591357574892942,-1.7152671122945211
-2.956745917236912,-1.7144772304515736
-2.946300343774878,-1.5873502738683254
-2.940535406132658,-1.5449124440005657
-2.932800866989969,-1.4864982526136608
-2.9296568213418395,-1.4170677718041875
-2.9266993044561325,-1.4115800880243325
-2.9257420450361558,-1.417232201911461
-2.925461217385772,-1.4029945035096134
-2.9175586020359683,-1.3352385557065567
-2.9172062157761856,-1.3303742185082397
-2.9093404786337187,-1.274487588523866
-2.9072501844059513,-1.2234034466438455
-2.8918399314110137,-1.1271251613962827
-2.8913242477373946,-1.1001704547011104
-2.883798704991432,-1.0979982468779084
-2.881685329548132,-1.0756377956465384
-2.8727396930479205,-1.0003272697556334
-2.8571321146298736,-0.9892691599453117
-2.847442876916043,-0.950839409933434
-2.8447880758143773,-0.9592012482823133
-2.8447285989175826,-0.9320539781196574
-2.8412548384494842,-0.9498558848255771
-2.8323576615261707,-0.9390245067993089
-2.824875910308273,-0.9644626333096084
-2.8121229972883404,-0.9953133331410835
-2.8115271092424754,-1.0250718639470058
-2.80874213416482,-1.0054102247239587
-2.8056309793263257,-1.0377491338661482
-2.804610732735685,-0.9877936774672608
-2.8027513443893897,-1.0174984595018972
-2.8014951317246393,-1.0717960035710037
-2.7998671547093803,-1.0624084378765641
-2.7944059217202666,-1.0850724926409678
-2.7848389438920282,-1.1104139308935803
-2.767102009559292,-1.2346936033931621
-2.7593201581658233,-1.335857954292334
-2.758722638197302,-1.3683244158226995
-2.7569507071339583,-1.3188520859091395
-2.7541244664076077,-1.3405171459064436
-2.7534252597538913,-1.3817894203470698
-2.7498137939834972,-1.4123418025377947
-2.748616512133235,-1.4302420463306487
-2.7482439167474793,-1.4056002987122573
-2.7470986691177393,-1.4247756075846343
-2.744970792743768,-1.4780850537731072
-2.7410930646468095,-1.5167887987892248
-2.7350453911770654,-1.5941382119858298
-2.7332006464085628,-1.5800780628449491
-2.732381679683996,-1.5962058862504847
-2.7283838171349086,-1.6271589656363135
-2.725601671898124,-1.6758143822399805
-2.7088049391074445,-1.861961919547302
-2.7062560683329275,-1.9107151728499225
-2.7017632113497374,-1.9644014112199732
-2.6871998814128535,-2.148933748209989
-2.685627964319252,-2.1449844537051446
-2.6818254527482,-2.2041929836726544
-2.6794076659869095,-2.2536430305801285
-2.674456712400458,-2.300939820243662
-2.6740252335748513,-2.2883057046879007
-2.6686510605736986,-2.3956380454257866
-2.6661780571053297,-2.4330261981518095
-2.648797029037704,-2.606302818538594
-2.6435709417183437,-2.698711116962278
-2.6389836444898913,-2.737347741133118
-2.6359699332913133,-2.7918198073316094
-2.6359356955185813,-2.7829353966518475
-2.634225225586534,-2.8219737874814403
-2.6327596296057205,-2.8351228602406167
-2.6316840650988507,-2.860674189051405
-2.6132977747417554,-3.008070828639084
-2.601076965470421,-3.117619734948105
-2.597568793709198,-3.1161157870297815
-2.588924695125945,-3.2051906757005324
-2.587528189840857,-3.1985494201408704
-2.584096205728943,-3.2439695292300326
