n_harmonics,base_freq,magnitudes,instruments
8,1.706231779244765,"[ 0.55055251  0.74370052 -2.06873156  2.00086487 -0.37389448 -1.00756047
  0.90310209  0.77022121]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9975777092891853,1.6772680085323997
-2.9936948513473203,1.636895117146782
-2.9858297178991524,1.514165580736974
-2.9822949824816796,1.475378400708884
-2.975484737348512,1.397004523005133
-2.9721851331122737,1.3420352091478722
-2.966873561674787,1.2648089810028436
-2.959791407034476,1.0815092569507478
-2.9519251304188803,0.9497687474624418
-2.9499619176762266,0.9574456674065761
-2.945597446430895,0.8232803337872254
-2.938601159196332,0.7153774306801377
-2.9364717202394477,0.6489824503138203
-2.926253880315251,0.4261690127239234
-2.922126993044243,0.4202679959405872
-2.916775651299408,0.20800226590572818
-2.912127907673608,0.11066287127332404
-2.9116109553847966,0.09175135897745539
-2.9099935336064253,0.035744910440684244
-2.9053581335037624,-0.028979203669490635
-2.902183281596443,-0.11794879566904332
-2.8992669294212305,-0.16667777614150275
-2.893785880777085,-0.3334845574236371
-2.888606170238627,-0.388135541279648
-2.8885349142052474,-0.4869420605102227
-2.884840162222519,-0.535558045330237
-2.8788398502100216,-0.6612487696322393
-2.8780302139506255,-0.66909542466547
-2.8769284845194467,-0.7114448437227092
-2.872764183903457,-0.8169378392583578
-2.8726235773815247,-0.8061458791973954
-2.8620379803771687,-1.0676395210095722
-2.8612574823330856,-1.1136283124024333
-2.8376700717609675,-1.6040479190867714
-2.8333555717800434,-1.7044962120729075
-2.833265682914466,-1.7598283303814897
-2.831101951306722,-1.7899190922665085
-2.822617859904215,-1.958088926964008
-2.818031260287446,-2.092931469914072
-2.8156823289805963,-2.0776999478707245
-2.814028729501228,-2.1149112406966206
-2.804306459746874,-2.278461131233324
-2.798518095099275,-2.3348314654623894
-2.7880974543555697,-2.5096526590342623
-2.7873693260767656,-2.5437145830969774
-2.783428662557485,-2.5841443341983537
-2.7613358001541335,-2.892275565981395
-2.755011518193919,-2.936713006858655
-2.7549775299181647,-2.8485715289818576
-2.737335515109238,-2.9678190108489937
-2.7253705203512677,-2.9393940368930163
-2.723061120861077,-2.9650265772625573
-2.713575948107406,-2.941663605740727
-2.7118842524905835,-2.8889327917687257
-2.710198278079954,-2.889557654101928
-2.6938568149884277,-2.818269325200585
-2.682666923111463,-2.671522905625965
-2.679180356629565,-2.607159523859234
-2.6779821601212337,-2.5966263686055515
-2.6776104501272595,-2.585953976791509
-2.6732648144796647,-2.5008477751661182
-2.6723931017699796,-2.5460790491628016
-2.663626787716278,-2.3563424040974374
-2.661635246548841,-2.293842833951928
-2.656409589648264,-2.2186810965302723
-2.656229450331306,-2.2376181541603497
-2.640273761240883,-1.947562408158144
-2.638031965120461,-1.9040893000556234
-2.633483890488937,-1.8057816246051095
-2.627548589785527,-1.648575459091025
-2.6229534585114624,-1.5906605199186459
-2.6121097481765796,-1.3140441261300229
-2.601452834918611,-1.0412822118081277
-2.5935796005820118,-0.8698712622797795
-2.592917839946892,-0.8633395076837584
-2.5920291618238327,-0.8223045309739271
-2.587704691578108,-0.7309967283570797
-2.5828427731453716,-0.5928961547715016
-2.578325743173816,-0.4911688603981811
-2.5687482117187734,-0.24872215487168986
-2.5666742428872418,-0.1952141860647916
-2.564884257398962,-0.17846289321873526
-2.561122079693296,-0.13724226612793577
-2.539992752775559,0.30028739211057914
-2.5382118984886586,0.3235174051344605
-2.534237030757312,0.4955946904670667
-2.5161002297355584,0.7327231169290902
-2.5129773255079138,0.7914941314467331
-2.510108256841452,0.7748171008787015
-2.5082446570438663,0.8298377053971893
-2.5022228555702513,0.8429733469573581
-2.487328058624902,1.0007549601865238
-2.476209811689703,1.063177570235439
-2.4658628408822807,1.0889852951165784
-2.45931809106705,1.0543509935478304
-2.442713116691734,0.9787356020309291
-2.440727851707032,0.9807629346661487
-2.431535029067297,0.8942736247342006
-2.4296359280844815,0.908739106470261
-2.421325343645245,0.7967959062091545
-2.413590953680951,0.6649801165790503
-2.392740170455008,0.3239078314591883
-2.385339139906594,0.26246681537063704
-2.376022975685952,0.04437909655289774
-2.369948863170979,-0.06790995142833078
-2.3564850789947402,-0.40735975510544786
-2.3397563992572645,-0.7805529395471736
-2.31543027087169,-1.3505047895861984
-2.3119257895838574,-1.4297197212407025
-2.3074962807909536,-1.4872215699304712
-2.2994175105550347,-1.6054763287527976
-2.291505099910843,-1.7215346519694534
-2.28977613347756,-1.8064233979239068
-2.287801043349653,-1.8837755531614802
-2.2764269158761397,-2.037614706237877
-2.276107356178965,-2.0795341806660703
-2.2664564405804484,-2.1583904363667603
-2.26311017130847,-2.2148206210842365
-2.253621298971696,-2.355692646600869
-2.237962987397028,-2.4816901995269736
-2.22495925948121,-2.4563870845403692
-2.222416953286234,-2.466321962691723
-2.220644816294385,-2.471249945333983
-2.2162796790495567,-2.513900543798644
-2.1943999419890554,-2.408503192706332
-2.187744025635876,-2.3575150889905383
-2.1833180433068273,-2.2232240273044788
-2.1815011298492086,-2.2279958802339825
-2.1765765653924953,-2.1763035110618945
-2.171146837318245,-2.1221611792295376
-2.170342562816213,-2.078867173975792
-2.1698043119113333,-2.1717751601356863
-2.153616886432154,-1.853210469828794
-2.152260527345515,-1.8162250583614847
-2.149183084917963,-1.774840987635102
-2.147319776189563,-1.7026680611984821
-2.144507569138151,-1.6358000144528528
-2.137203253733883,-1.4772678742562346
-2.134591583815074,-1.4790225647721407
-2.126927199607139,-1.2485849631019792
-2.1192801585135728,-1.1342002724627838
-2.117769807682185,-1.0552591894702006
-2.1116183920700813,-0.9074977519051324
-2.109031328914342,-0.8739447102622159
-2.1060292871579964,-0.7471098725970072
-2.100018792887816,-0.6334189557528552
-2.095011901453877,-0.5155641039818151
-2.093968653958696,-0.49221838612514435
-2.085901817838991,-0.3210708023636531
-2.0805591893849074,-0.1666747943479942
-2.079046994457671,-0.12878971450345292
-2.0751325701066556,-0.029768516325732915
-2.0691595393488504,0.10670694092400938
-2.0677800597880824,0.1758435196739751
-2.0637263115647952,0.26023129839316883
-2.062677089804084,0.27240330135766594
-2.058683396164615,0.3789803009511581
-2.056998854777392,0.422935216259744
-2.0500976378442703,0.5057215148880114
-2.049419642896181,0.5758821131213993
-2.036407471432258,0.8524809144861573
-2.022701760242758,1.049577432721534
-2.018938442511087,1.157211086552825
-2.0100673204335893,1.2594946185723086
-2.0089786826444067,1.2620805941432438
-2.007972923735827,1.2984881655916096
-2.0076322682500813,1.308367405455441
-1.9997700032826022,1.4187072669528435
-1.9821214003732757,1.5528289020557693
-1.979655136284428,1.5289451109870829
-1.9661738899962429,1.6166870020691715
-1.966075753279691,1.5823827148005387
-1.952878870743036,1.603923179139074
-1.9475407067004225,1.5871070109039722
-1.9392644561293662,1.5693299662705869
-1.9245974360336753,1.4083627618747783
-1.9161429774386973,1.313309229092054
-1.9108163936104086,1.2575820475043158
-1.9084705412790504,1.248112509899225
-1.9031805112944669,1.1848537847579625
-1.8985757115478905,1.0829130514822198
-1.8939705135060148,1.0495986423591996
-1.8830784858463832,0.8743227577872447
-1.8821212744531797,0.8283718631905411
-1.8724426197188497,0.6404050568873916
-1.8719777244444082,0.6140753961782444
-1.868684167774249,0.5815333663717577
-1.8564986466696356,0.3405741388393926
-1.855474746984674,0.3559109564448473
-1.8443560295977262,0.10072933163933522
-1.8441926006151492,0.09777710045106114
-1.8405173344872487,0.008122390292493651
-1.83663649437288,-0.07873097883483747
-1.8366329908716648,-0.12707552879439105
-1.8073965159193874,-0.7143956489834615
-1.7886572162436225,-1.029081803540746
-1.7864785601836175,-1.0037000401769067
-1.7744510031914533,-1.248918509042172
-1.773764095542037,-1.253974632936349
-1.7729531446711397,-1.257294740064262
-1.7718433457744385,-1.2934650336942406
-1.7690363439886856,-1.328264995397598
-1.761130431024666,-1.3985350949426762
-1.7582891742149838,-1.4737161138180082
-1.755735088939998,-1.4854432124649792
-1.7511974533304184,-1.4790825208101395
-1.750171467425801,-1.562153148425771
-1.748208502044168,-1.5753309081168738
-1.7446741041446623,-1.6445138400304213
-1.7400064047705694,-1.6449062780235901
-1.7361364856529742,-1.681761623279964
-1.7169359273091478,-1.8309443922662443
-1.7141868181551887,-1.796630187251265
-1.7103658640721837,-1.791052830446489
-1.7100354827614193,-1.8096004247610147
-1.6996924051876243,-1.8332388525824486
-1.6944913488627387,-1.8473146799075308
-1.693995960032694,-1.7804960142663337
-1.6924645109305616,-1.8035220210083631
-1.6923085435746525,-1.8735509559897752
-1.6889926007912135,-1.8389116938240655
-1.6835329963836072,-1.8147039473915991
-1.6796271164905165,-1.8802648160444577
-1.6795897191705944,-1.8140409232068235
-1.6725484190718642,-1.7930565477666949
-1.642653987698231,-1.6723537020988208
-1.6309787642919842,-1.5892454072177933
-1.6244206086022064,-1.5483273198661143
-1.6172325810101356,-1.4689980546479608
-1.6154307179292509,-1.5116118488431274
-1.6059462117926375,-1.3873669483135442
-1.60457741949246,-1.4278740086037718
-1.604360504447498,-1.413769061135178
-1.60340563405893,-1.4607678159365716
-1.6033044106843897,-1.3982543252569648
-1.602275414754859,-1.3649509432481275
-1.601401159660328,-1.3462749782248915
-1.6000755594691565,-1.3513532284623748
-1.5963463402204996,-1.3415077765982037
-1.5844703816533514,-1.2785122471982229
-1.5833179677135838,-1.2724293277569214
-1.5677179692450784,-1.2060345461983728
-1.560825389703708,-1.16762425138898
-1.5572025749004073,-1.1659806532636852
