n_harmonics,base_freq,magnitudes,instruments
10,1.2750509994970494,"[ 2.05298461  0.13852983 -0.26105749  0.37063203 -1.25160693 -1.65841009
 -2.13172813  0.41024855 -0.70128105 -0.73004832]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9926210943036056,-1.0189870244365014
-2.9900443296340873,-0.9254582417146242
-2.976417870019538,-0.5556909141516911
-2.968163474961834,-0.3895472992886401
-2.9677582574100283,-0.39540731180186645
-2.9529475316171494,-0.06772661481209213
-2.9493037250188476,0.03097881044552136
-2.9375315428969326,0.14187805576794438
-2.9365471629580226,0.2716017225685259
-2.9352692579642308,0.2042024284498008
-2.924764047533059,0.43611396376506395
-2.9239948104846243,0.39368080828779384
-2.9135686033826778,0.5436622778946884
-2.913433550541188,0.5207460940753482
-2.9074876785905635,0.6142294765217363
-2.896098444855467,0.7168452362229545
-2.880689716702707,0.7612873593978613
-2.8782684034881885,0.8809679236779759
-2.8774561505208025,0.8384145147365326
-2.8754191106042093,0.8092373552336762
-2.8740902656533645,0.8534047017068245
-2.872596390688982,0.7949073926658852
-2.870165969788477,0.8807732923018378
-2.8591230804556016,0.8635708833173172
-2.8562001121265617,0.894029005951312
-2.8510135406307398,0.9088245681994811
-2.837185257106897,0.877443484273893
-2.831832795471099,0.8869093279954843
-2.82672259920421,0.8320517291865469
-2.825724613412023,0.9173548282191408
-2.821278090379625,0.8358760336846768
-2.805717549695509,0.7067144425593298
-2.8056127132289377,0.7515992540259384
-2.798880419348688,0.713914633279363
-2.7929567238418516,0.6987215651380236
-2.790612159153376,0.6963320953891321
-2.7902068492906613,0.7095700362125947
-2.758427489410424,0.5153293389774424
-2.758295872945452,0.5827187275983462
-2.756075713859426,0.5204879961790421
-2.736594564743032,0.47939750238151135
-2.711714426238166,0.5207151805859448
-2.7085965311542326,0.5037976818698968
