n_harmonics,base_freq,magnitudes,instruments
9,3.4029377400331193,"[ 0.66689994 -1.11125793  0.88572375 -1.47113337  1.24240089 -0.11127771
  0.47998897  0.47080759 -0.92907441]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9914395750561638,1.7009064079043434
-2.9901329591820933,1.668692126696003
-2.9881578744505664,1.613758608318654
-2.9826662963036785,1.4672334761970727
-2.9700441841351974,1.018615792847271
-2.9637376622662215,0.7250191880580636
-2.963371164841927,0.7445119174814675
-2.9621359928498987,0.674145009627447
-2.954850908441795,0.32113700982785087
-2.9522199081856586,0.24320968814281407
-2.9440792969159943,-0.15988647496963748
-2.922712428313121,-1.1735323493205296
-2.9169578897267856,-1.4082020007407612
-2.9113363867385704,-1.6031145125890944
-2.9109344860253925,-1.6525892635882908
-2.908271155658639,-1.7581691595174553
-2.904533612205223,-1.8728559507423514
-2.8857557666263496,-2.4560245366677775
-2.881412457772192,-2.573674730102439
-2.8789635787302346,-2.6026470396053267
-2.8781390921846386,-2.624474603549067
-2.8747471474455226,-2.692532095853475
-2.8670298044776046,-2.854817861332298
-2.857248474689568,-3.0282707793783867
-2.853209925898873,-3.080981357017376
-2.838736342114853,-3.2608105550906825
-2.8371935330221882,-3.27153627982701
-2.8200387101890394,-3.43611982465819
-2.819882059510724,-3.4037285842062373
-2.816606797079631,-3.4573288892624157
-2.796709971295335,-3.605491797612683
-2.791197861854509,-3.697669014283582
-2.7819648236607355,-3.7211809361798514
-2.7796992908647877,-3.746576700643444
-2.777435670478022,-3.763839112622689
-2.7723993689308717,-3.7881093774856374
-2.7665716970277687,-3.817478531591561
-2.7647742169889913,-3.7801802617217946
-2.7643770110369528,-3.776245253356198
-2.757825089310722,-3.824232822768039
-2.74878877141988,-3.794459571798521
-2.728820124989909,-3.633094803656588
-2.720868636016604,-3.537891649437736
-2.7146847219271137,-3.4004368173356694
-2.712751941855772,-3.4144044309562225
-2.6802129287158025,-2.6282390134303895
-2.6785296905629536,-2.610263311055916
-2.672860717667694,-2.4623668719250915
-2.668856021036392,-2.326039601846322
-2.668314387654977,-2.3332074995968815
-2.6642637463680465,-2.2296186757688417
-2.6595540736526058,-2.109915499190227
-2.654649314020497,-1.9513474712573975
-2.6538808884425635,-1.9587898951930032
-2.63669075987311,-1.409331874220576
-2.6362989855166523,-1.4298451594180426
-2.6351878089797043,-1.3895763227270588
-2.6316562428454686,-1.2894773668551995
-2.625747749145672,-1.1027033661000156
-2.624061990766017,-1.0542137157447027
-2.6059005393662624,-0.503130851252401
-2.602512694046549,-0.4334132285181074
-2.600625016781781,-0.3546843855046172
-2.5985504739134395,-0.3063195966534411
-2.5937314333143027,-0.11351376672065361
-2.593697240227407,-0.1008823779036602
-2.5912882382569222,-0.01588440843427766
-2.589785678911462,0.020544927629473176
-2.583052697770264,0.2628478550520869
-2.578746606700064,0.3721564611325769
-2.578632031001439,0.41873637149402754
-2.566163860391825,0.9058069935577496
-2.5635472541414552,0.9966921672869411
-2.559210831352228,1.1788165114351328
-2.5566588478944086,1.2738445219119858
-2.5477707835738066,1.664040511023108
-2.5418516249433205,1.8963540865689432
-2.538791977628681,1.9722739830057159
-2.5315859629948867,2.2551196566713587
-2.531237116747465,2.3031682936231186
-2.521192792641351,2.637210265260887
-2.5106224529784313,2.9606111572407396
-2.5104244173065435,2.952061312642456
-2.4997904969119906,3.1855217471569848
-2.4934388908045904,3.2278549784500017
-2.4915868430898946,3.2384896909427505
-2.4906427991681803,3.229869919021184
-2.4848801314627984,3.2260498312785755
-2.479353230888438,3.1856700170763257
-2.4704239958648193,3.0516030226189335
-2.469147791429103,3.009383636769195
-2.4691406010793604,2.9952116858000184
-2.4653649509190485,2.8736596120214646
-2.459755951445925,2.7045297310250214
-2.4581903399758285,2.5954013707511434
-2.456988100236588,2.5579830604654514
-2.440200400671305,1.6088484707200152
-2.438657339541236,1.5708592668003105
-2.438006344143823,1.482031020518923
-2.433426331611015,1.1923340551697768
-2.4282216529808895,0.7630954587359621
-2.419244915937041,0.08412937588672388
-2.4172439647572057,-0.09562182432228342
-2.4069421255491577,-0.9631939917604253
-2.3971334559593416,-1.7601728241516654
-2.3958077855794677,-1.8421740367999688
-2.39426291393619,-1.9701046000370959
-2.3929326880284396,-2.05684384277765
-2.378022659948052,-3.054442224385698
-2.37301145763046,-3.370526310371412
-2.369957126953049,-3.525974878819185
-2.3697073699242353,-3.5565757195869687
-2.368366382435435,-3.612013398858472
-2.3550894324583287,-4.02751105273949
-2.3515656972906664,-4.087529189520659
-2.3472249440583743,-4.093482354128519
-2.3396131435502365,-4.042529790103185
-2.3306900613169415,-3.8246040763282054
-2.329844694776715,-3.8179520879684157
-2.321517104754123,-3.4668170444974544
-2.3176819558464725,-3.2402278073160957
-2.3139696055375927,-3.0461034340873905
-2.3110634634459037,-2.8484244220593187
-2.307088717744201,-2.6219108257310992
-2.296740839479764,-1.8002437751443048
-2.2921456793932364,-1.4015690282400648
-2.286557488373564,-0.9362430626851026
-2.281520476602459,-0.4875848343130652
-2.2814463951480946,-0.491783264910503
-2.2775508252703087,-0.118271483951531
-2.264219785564947,0.9653843598462818
-2.2572101348569404,1.5280514563537029
-2.2481233308503574,2.1296380645185424
-2.247954985052094,2.1637391602743565
-2.239800010401273,2.566968329766888
-2.2100924651970786,3.3295015539571775
-2.2017073147063497,3.273300939119303
-2.187319596696182,2.9227386816853036
-2.186626153159829,2.8995695284745593
-2.1839659995828677,2.787047710379244
-2.172089524155176,2.346111462930953
-2.1643289518372386,1.9962618714464806
-2.143422802030676,1.1514064863426863
-2.142671873481421,1.1447904680541636
-2.1377327505334858,0.9457281320890599
-2.1360700793993823,0.8845237575620192
-2.1291248996704355,0.6749934032696703
-2.125946672251995,0.586230044141664
-2.118030650540094,0.4122144865384189
-2.114097520922599,0.3535943251803735
-2.109491559556981,0.2873459475547769
-2.1033652195137735,0.2668083038649909
-2.0988314175561933,0.2724521762414013
-2.091014838940306,0.3240589824158301
-2.064728195613352,0.6065092048196707
-2.0486947644527604,0.8708123134805104
-2.0469852881974298,0.8817835862672968
-2.046508763303068,0.9081243533188879
-2.043776892096232,0.9161162555311883
-2.0371347784922302,1.0032219418261192
-2.0293450798011357,1.0525018045267496
-2.0290295174420967,1.071448768481939
-2.025926368286873,1.0648519219036434
-2.025230701733387,1.0917504754881133
-2.0228685251343865,1.0661982661300184
-2.0174463224517427,1.068244539715963
-2.0132785622258593,1.0492583354748188
-2.0098321449300522,1.0479723553454319
-2.004403277744345,1.0041495611222648
-2.003832985205811,0.9457926253844537
-1.9940602555358777,0.874698407856072
-1.988545860498758,0.8132145896017995
-1.9748523682173655,0.6043232993429684
-1.9733818616970789,0.6042194940177201
-1.971675278558642,0.6006016428433971
-1.970151854461437,0.5612548100461631
-1.962237861043566,0.4867207137946362
-1.9608473680007656,0.444611563321786
-1.958138681207701,0.4477377898091246
-1.940389942967596,0.39156631509662443
-1.938938172646015,0.39686348481081685
-1.9341550167944603,0.434865501865684
-1.932115133676892,0.4268672391371947
-1.8992143280276104,1.150489824462762
-1.8976523665549858,1.1844242208859823
-1.887861822061458,1.4590738871603184
-1.8834340252406854,1.6408664951743555
-1.8829793089053315,1.6329546760795952
-1.8744615755258323,1.9060908352781518
-1.869149362127387,2.031080867581289
-1.8686516131100666,2.026000016894634
-1.8670879608009638,2.0518302692596206
-1.8541590917192174,2.244374226030506
-1.8270916890756865,1.9935104787732056
-1.8256317428409792,1.9657003623662772
-1.8155434053233481,1.612295693648797
-1.813165035600697,1.4549464305185276
-1.8058763845807442,1.0980266855010736
-1.803784529996531,0.9855650061364998
-1.800540601489017,0.7882344481386833
-1.7987380875900976,0.678922470743661
-1.7980967034152353,0.6257534878863185
-1.7877924328880692,-0.05129677248548443
-1.7788892258472766,-0.6621224427825801
-1.7751682116518859,-0.9310061268276062
-1.7612802391680678,-1.8615174680206996
-1.752050261539562,-2.3836928346592043
-1.745913719588325,-2.661911915356624
-1.7446584507300364,-2.7406622028691094
-1.7337431527218794,-3.088746145396824
-1.7304351640065245,-3.110795173521508
-1.7304069465131033,-3.1250915539387965
-1.7277142461965194,-3.151506083830974
-1.717316271749368,-3.133732985366665
-1.7137920794163968,-3.0607390487316444
-1.7018460570611387,-2.720050331636235
-1.6937403289344053,-2.320618938003196
-1.689281384229576,-2.033572658297425
-1.6892465552554965,-2.007310202698162
-1.6840721550519477,-1.6917100253413042
-1.6837175377737557,-1.6702083877053948
-1.6835018225350113,-1.6729129586972216
-1.680532991683923,-1.423715438262547
-1.6756369261404493,-1.0684634928192993
-1.6745729699589593,-1.0247862089017448
-1.6731280109696034,-0.8865163612383589
-1.6696394188195105,-0.6085812642507847
-1.6654422891158482,-0.26929765699939195
-1.657262560499353,0.34194118131378143
-1.6413723552445556,1.5369618184153064
-1.6398295746239884,1.6816058325067165
-1.6245935549817851,2.5098863273960133
-1.6223677028673056,2.593035467918804
-1.6143648718409018,2.864833208246606
-1.6069159569586593,2.9467573217546823
-1.6043979861377948,2.956259402852359
-1.5883567591905425,2.736312146893571
-1.5754298162069345,2.1907510660752116
-1.5617802631928919,1.396343371954688
-1.554847978857706,0.9274497102313031
-1.5475747509926125,0.4188176885960633
-1.5347605199105558,-0.4039036752662049
-1.5175127656356693,-1.3095790058884897
-1.4997641381324505,-1.7422099650333158
-1.4847136513961945,-1.635000028837883
-1.4838035795301574,-1.5979753078172108
-1.4815514762388335,-1.5514449000828006
-1.4790039118052087,-1.496576725605196
-1.4757509683754575,-1.396449284643508
-1.4726183867028373,-1.2472954134805396
-1.4593083673913416,-0.5865092057540865
-1.4503530976883976,-0.009720804257076124
-1.4501426027908033,-0.02404539778376961
-1.4479781781625047,0.14591981320652136
-1.4469631204175053,0.22712572024920769
-1.4205904674409233,1.992290184195722
-1.412077074610423,2.447287564245321
-1.4088522143076603,2.581839838133295
-1.4049034792898474,2.799758740139757
-1.3994754688466937,2.9993482471960107
-1.3900268404129084,3.2102749999778433
-1.3793206075890851,3.2677300250274293
-1.368482754011667,3.126322039146075
-1.3659220689398517,3.0713057748761754
-1.3610694465653836,2.9146355106892994
-1.3585087085181429,2.8550360353148627
-1.3491596836845392,2.4388760624503134
-1.3405715124693625,2.020522821963236
-1.3326384882307996,1.5496767363482533
-1.331163750756499,1.5207750117539802
-1.329430416618979,1.4107433173688328
-1.327582966707222,1.290593640965333
-1.3259041435484529,1.1969614461231741
-1.3183625785578956,0.7526200749996657
-1.3166159033833431,0.6692533429550254
-1.3130237190116447,0.4592528654595983
-1.3123789192581645,0.41261164305524917
-1.3028173029251604,-0.06158241148329245
-1.2992321179487,-0.1870548118907703
-1.288635955368348,-0.5767512950078751
-1.2836141884754317,-0.7112570838655727
-1.2683021491571944,-0.8581098787271709
-1.2529052737851718,-0.6901236271066173
-1.249020435116378,-0.6173940253945595
-1.2430102033998167,-0.4522559213002538
-1.2361814741931172,-0.26385820454893977
-1.2334926053584583,-0.1599977715485299
-1.232245736718239,-0.14551202393069437
-1.230003019248503,-0.021882757761578144
-1.207305492229157,0.9070479053195071
-1.1939335828773974,1.3909917312213194
-1.1893477029966097,1.481309946800211
-1.1740788639928974,1.826405761328557
-1.1690221891459618,1.8581585426029807
-1.1685170424915392,1.8677966075773162
-1.1494210726290464,1.7817925201604956
-1.1490729488375233,1.7727476709431274
-1.1470050161387553,1.7022984259529397
-1.1454591815174804,1.6936751575268822
-1.1404983151655876,1.560560979479226
-1.1267575533181025,1.1484680150161453
-1.1187078464515325,0.8453920624051284
-1.1174698593986527,0.7735860412103363
-1.1129285079347315,0.553693728446982
-1.101000308190691,-0.007661573511370079
-1.0978359778107263,-0.14613790798366938
-1.095390909746514,-0.26044143566933575
-1.0942105878920705,-0.3265690176727066
-1.090757784407538,-0.4692755172618655
-1.0895829775939665,-0.5497889498678825
-1.087348517869405,-0.6519319560350585
-1.086248114769263,-0.696986237177174
-1.0796628182932555,-0.9762302044902368
-1.0783915138774005,-1.0589917367146007
-1.0759861686643593,-1.1627104087121565
-1.0611312296557471,-1.7744215144978797
-1.0466429960964758,-2.236773018843261
-1.0386517277373097,-2.5044866800495544
-1.0288307842327615,-2.699829548802148
-1.0176770243674074,-2.9191391278877585
-1.0086415995759215,-3.0105516981639804
-1.000786841936004,-3.1245288800082234
-0.9853076687434292,-3.3338259979046176
-0.9789492934461723,-3.3622615251496932
-0.9764551292629173,-3.4059291733212693
-0.9733095628543977,-3.4579837587392768
-0.9711600111942271,-3.453092879693527
-0.9633791454962717,-3.495680546597556
-0.9603163558811603,-3.5638319455784178
-0.9601144913244282,-3.54081146137954
-0.9421032898069379,-3.730659775295117
-0.9316726585991235,-3.7520418528672237
-0.9311771211384805,-3.7446942426461436
-0.9182962231562533,-3.8035144056667596
