n_harmonics,base_freq,magnitudes,instruments
7,3.9646420350375546,"[-0.18829004  0.00911361  0.20166965 -0.77406803 -0.65565063  0.41175334
 -2.0843661 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9928038038063045,0.014956446850069853
-2.9915447113640354,0.01318620847238932
-2.99110171938093,0.002514776025646278
-2.9903644467697292,0.001638766652512614
-2.9873458722690374,-0.033411048978874036
-2.9829426210039767,-0.12112049442621359
-2.9508031363751206,-1.2248633388929135
-2.947907322438133,-1.3607265534223496
-2.937272435042309,-1.8514618843038222
-2.9333156865905154,-2.0351651652023857
-2.9148610022005474,-2.817794159387116
-2.9110741199400088,-2.9686592979024753
-2.9079974585690174,-3.072567664115034
-2.9025014396748636,-3.217336063995849
-2.898636329438947,-3.3098039864321454
-2.880730332155252,-3.47894533445145
-2.8530752024861394,-2.830894249035621
-2.8525222578657736,-2.8129982706689107
-2.8400079930112287,-2.1980304860486215
-2.837035070210567,-2.0264778978486544
-2.8353634759628767,-1.9189473412980622
-2.817301335225563,-0.7290377201180985
-2.809478848486047,-0.1888917737724829
-2.7967105655502014,0.6828536042890595
-2.791366826895706,1.0262496675102797
-2.7902292691003483,1.09006027780181
-2.7896837521558884,1.1320867014358045
-2.7853139836641723,1.3797745566562531
-2.7801746169785315,1.6514918474296838
-2.7793274216445942,1.68704943230675
-2.7673366411838103,2.2027843452373608
-2.7624437879914177,2.340900840872685
-2.745048281647258,2.6027604616251816
-2.7388532078122663,2.5826344065028484
-2.7309791537009422,2.4715504445222107
-2.714572227741195,1.9858756699910227
-2.712025089473693,1.8964730972942763
-2.7057974078757017,1.6131979089920636
-2.6937030810105567,1.00959796755327
-2.6934919114833287,1.0159343543917085
-2.6865134216372675,0.6385035545008797
-2.6766648233107437,0.11585378083295327
-2.659404995431835,-0.6909304744728794
-2.6572710388063405,-0.7917654480593687
-2.656913171196952,-0.7906178747141985
-2.6533057828953313,-0.9287981755019422
-2.652348896839918,-0.9696157708196632
-2.6519797946393244,-0.967398049432972
-2.646619334670322,-1.1377041539466193
-2.630965434859408,-1.4491472899863065
-2.624260947736948,-1.4920458783245487
-2.616930496246871,-1.4614640811697317
-2.6158861185225515,-1.4658871659919521
-2.6139038141701203,-1.4350389479040215
-2.6135435336814394,-1.4371308242705043
