n_harmonics,base_freq,magnitudes,instruments
9,3.7001412006430767,"[-0.19868422  0.07431114 -2.37452082 -0.53333095  0.50699431 -1.44432485
  1.17950695  0.94883719  1.53713105]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998948110883775,-1.6966468828341543
-2.992852823839569,-1.494367031078906
-2.99224302772043,-1.4999613959299405
-2.989688142604699,-1.3805220461173024
-2.9853744205814943,-1.2170169967587532
-2.98490408317603,-1.1850813595969099
-2.982381770268114,-1.1145349905832693
-2.977869623565744,-0.9217001836521656
-2.9776265951010856,-0.9109881089121445
-2.9748156697487973,-0.8075710857943362
-2.972190551004646,-0.6861552993369792
-2.971357511033773,-0.6742677488328933
-2.970609705615179,-0.6332456231061043
-2.96996880960647,-0.605935577739085
-2.9684808498681123,-0.5353094901032607
-2.9679197233781576,-0.5191210226574797
-2.9636958538182534,-0.36515749650016793
-2.9617882468332457,-0.2856560526896168
-2.952912090949537,-0.004268164298274542
-2.95112090197225,0.03756039310922941
-2.9386742877516263,0.3378222695905273
-2.9377160814019962,0.32429590241621264
-2.9259333971689108,0.3807717027860799
-2.9179603683469484,0.3143685676978045
-2.9093178180262482,0.20210089431956046
-2.9003636328721596,-0.04183735605202313
-2.9001017588388347,-0.053929953820300545
-2.892733019446564,-0.31513857575727405
-2.8827767356670835,-0.6600080104185642
-2.8802960737962735,-0.7614270678290239
-2.8802657412730333,-0.7669427772566582
-2.8800743835202516,-0.7608753559731954
-2.8774061259808907,-0.8643947966688011
-2.868928508772713,-1.183066480602709
-2.863438849479837,-1.3853904287040313
-2.858386334907574,-1.535429567923148
-2.8503229136619317,-1.7219004339989616
-2.832034124634421,-1.92254390195977
-2.8294854529574147,-1.924905214591818
-2.8257726430381735,-1.9043720916511577
-2.804788036635692,-1.4907982423217638
-2.80009581517316,-1.327678370398758
-2.7965593372671504,-1.2413792767704408
-2.7750892784419623,-0.5179711018593761
-2.764644445801204,-0.2373152811753589
-2.763943432663295,-0.21770988155487556
-2.7549776712745766,-0.06933079583776201
-2.7471417328367638,-0.05388345718747147
-2.7442671341714737,-0.055016369229706374
-2.7419668661183145,-0.08635888047402251
-2.7407996544382947,-0.12219303521397808
-2.7389552822679195,-0.14716814655148663
-2.7367649728074492,-0.15601149640132173
-2.731475759685263,-0.29256664373851443
-2.728241321166276,-0.3778065360929318
-2.7272938523334718,-0.42265171721370187
-2.7130961343787146,-1.0271799982685834
-2.7026245438140233,-1.617559218646194
-2.6914007530700137,-2.279179528158762
-2.6868594232803007,-2.5355948072394288
-2.6827789456703433,-2.775986972136903
-2.6812787153558166,-2.8775599238842626
-2.67895813982462,-2.982607415371339
-2.674283721746705,-3.2388478376068344
-2.662458357800668,-3.665560630196384
-2.6614837452279048,-3.7022106950461033
-2.6598337873869564,-3.7645242985995595
-2.658209499707974,-3.7739268997731172
-2.657401238892048,-3.8062437454461415
-2.65429074722461,-3.836601431228715
-2.646458138426863,-3.863327254148504
-2.643600835500468,-3.8373107826493107
-2.6430892135439805,-3.8388225197623753
-2.6415640179605644,-3.813521648001829
-2.6247924267866765,-3.1885053566233723
-2.6125626941141062,-2.358875468401407
-2.601551651275164,-1.4034585468999197
-2.600315931955637,-1.2730911534740537
-2.576038270541032,1.0787488090163568
-2.5749616140382123,1.1587513695542333
-2.5728146406883425,1.3488965261599768
-2.5711878065333336,1.492760628206407
-2.5660399090003505,1.8899447986509048
-2.5497351492041216,2.9602612308105716
-2.549153758376163,2.9605521199201936
-2.5393503634848806,3.2773053270821633
-2.5325925837171384,3.341654016247066
-2.530696280714487,3.328020788151051
-2.523805959500784,3.2364249524150615
-2.5083819958812783,2.6199578077904033
-2.5055413580916386,2.4359711374919124
-2.5008164466098064,2.1299043100670754
-2.4982656385996496,1.9507463239282077
-2.4978462311194214,1.9288120502708133
-2.4899407203241397,1.3518766698871754
-2.4731708343372625,0.017988530593921682
-2.4681747191314187,-0.34384944772205306
-2.467931765221723,-0.34536258535808007
-2.4639985223781293,-0.6239353297209185
-2.459671447350428,-0.8949457100077158
-2.449720723744817,-1.3888487490463672
-2.449647106352108,-1.3892827898118536
-2.437803856908631,-1.686836731086479
-2.4300671154388036,-1.6911739565327857
-2.426161398516994,-1.6726083272715826
-2.407598178500537,-0.9989262331099406
-2.403781755861541,-0.7641313167820248
-2.3958947847157575,-0.25363196600687005
-2.3924358922610933,-0.018904886999279398
-2.391075978242853,0.07412384335591041
-2.372739626867375,1.4099175445895038
-2.3705939663378195,1.5781963823348568
-2.36642790141065,1.8324300125129136
-2.363075310145084,2.059898412745036
-2.3562601383672397,2.3756457918748075
-2.352650982247966,2.5307240418268426
-2.3484892374002397,2.6607444440322987
-2.3446120949679186,2.7493627880185065
-2.3410542612284764,2.818765702158611
-2.3386682805499435,2.829839286931834
-2.3369269111080992,2.851129005404101
-2.336505046407173,2.858348775708675
-2.33644493880069,2.828841075222498
-2.33309587247156,2.8217231165581693
-2.321981753814491,2.5664829194439522
-2.3040030699379033,1.5528953609850578
-2.299331363145208,1.1540170276946289
-2.2812620059634976,-0.5188119459257133
-2.270268061654582,-1.5880577137970033
-2.2610438738715932,-2.4629338479771374
-2.257588974353257,-2.763661246015544
