n_harmonics,base_freq,magnitudes,instruments
10,2.6457861856185088,"[-0.60414311 -0.60270133  1.81028725 -0.88304941 -1.51372871  1.22482062
 -0.38566269 -1.01550426 -0.19940874 -3.28154011]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993704973922582,-0.18299848620291917
-2.979711588503814,-0.3331413104756537
-2.959669954370798,-0.5350105023603262
-2.9580549370142517,-0.5406802779478436
-2.9563485109110674,-0.5624599044361054
-2.9539544794545853,-0.5905427212410356
-2.951630162191167,-0.5918821240580036
-2.9471143241748123,-0.6078659040771579
-2.946600569458612,-0.6325854443946753
-2.9459467466094136,-0.6398995571992441
-2.9363308990625647,-0.6838870442940463
-2.9300149481687985,-0.698661901213452
-2.920705944919438,-0.7024543238837582
-2.9033359548732927,-0.6295366415585778
-2.8954772746658417,-0.546345052335905
-2.8922676928059143,-0.5221822337795438
-2.8919874932772656,-0.5215558569790785
-2.8802902047514483,-0.3570653387927676
-2.8678199149373675,-0.15217380858790627
-2.865402404028543,-0.10756619040932823
-2.8626969940472065,-0.044737364059589245
-2.8621918560245216,-0.03251286251428133
-2.8594091174901175,0.019635305900195285
-2.849520207239822,0.25642227650985633
-2.8452461406976886,0.34334346931503945
-2.8443469662587564,0.38730633567224426
-2.8441839461654648,0.38098581993810926
-2.8438111486567914,0.41569052932144357
-2.8426204663924564,0.41815655742598073
-2.837384749509864,0.5504730104468897
-2.8353240640381134,0.6266172031515295
-2.8282159494657835,0.8374669102406334
-2.8263896377560616,0.8642920723495437
-2.8115466159162734,1.3436773997691112
-2.8104007667076463,1.4036010935132661
-2.8072290342952746,1.5060704871177686
-2.789115137121782,2.167042672408471
-2.781453882352597,2.4545681385939515
-2.772796681758945,2.8112999089077046
-2.7696120972202847,2.9188026646614715
-2.756388189913815,3.4451172747307446
-2.7500924905139916,3.7275971574499533
-2.74868925540538,3.774629304614719
-2.747863003404801,3.8052807322171596
-2.7400631336137877,4.08449212901514
-2.7365004549361185,4.216308061943161
-2.7354277423394944,4.276191617230515
-2.7282906498909956,4.542293641603668
-2.7255001024434318,4.638761386940557
-2.7206341290693716,4.815974809188484
-2.7128872477773904,5.051577860163035
