n_harmonics,base_freq,magnitudes,instruments
9,2.59605417181151,"[ 1.22588056  0.79593081 -0.90981299 -0.87420133 -0.12480348  0.27548552
  0.74075618 -1.85863351  0.58904911]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999683048502358,2.1392328977649906
-2.998503394385138,2.052604006493791
-2.995956280695796,1.8341298329401179
-2.9903465680420904,1.3847093317968302
-2.983555941959964,0.7723487687930187
-2.9819420589928853,0.6384045258951858
-2.9759498438907728,0.1564761169562756
-2.96365603290597,-0.8394207068899399
-2.9568748073880133,-1.3516278738204286
-2.9524712768051606,-1.673413737431488
-2.9489258059820127,-1.9222631631323597
-2.94854781250654,-1.9458211165188832
-2.9467729908206133,-2.0574863308393097
-2.9405388300113136,-2.434971200154513
-2.930435071609999,-2.9678852438651058
-2.905990833145456,-3.7504952132225187
-2.905145313160837,-3.764182681820604
-2.9003417301522463,-3.8362411780353782
-2.889153722763429,-3.86714710105885
-2.8890762325010737,-3.8558277552918043
-2.8788544634940973,-3.7951357002493187
-2.874066840427749,-3.719802461475816
-2.873887630127968,-3.7095725251940244
-2.866496811453967,-3.574578429192654
-2.8658422262780716,-3.5331584170905996
-2.85810332708077,-3.3671942682754072
-2.855606497625391,-3.278630823234412
-2.8535887593687503,-3.2275662889735623
-2.846901054962635,-3.011108752546073
-2.8394024565714187,-2.7461666992425564
-2.835874330086352,-2.6653372011145557
-2.8319197280409556,-2.5047575342216994
-2.831757752473358,-2.4905328380966605
-2.82989110551744,-2.457528151976712
-2.829565444304928,-2.4622322222267434
-2.826934586095283,-2.3490475639274253
-2.8248375142666657,-2.2729097460675662
-2.819171947046846,-2.1056972506353206
-2.8167577205418124,-2.0273132894286445
-2.8073205813881827,-1.7783805527961452
-2.8034472558432046,-1.6764835242008063
-2.7993872392258314,-1.6042739478800345
-2.796116532945046,-1.5324993876128294
-2.7938173183999737,-1.47363818950055
-2.79209298487258,-1.4515759897248475
-2.7876668699005442,-1.4081412013959609
-2.779188938656883,-1.3271039704796428
-2.7755957208113538,-1.3127236042374657
-2.768869455023959,-1.3008376101104036
-2.7683768187940743,-1.3147538848279645
-2.766939824673216,-1.3105237592120225
-2.7652003180999296,-1.3400886844678033
-2.763720757306792,-1.332689593309934
-2.760101395508662,-1.364753585304991
-2.7589643237609995,-1.3832694483342576
-2.748594904056966,-1.553552464031069
-2.7484776670508264,-1.5346670172322023
-2.743820427053337,-1.606387947981493
-2.7354562394917936,-1.847880738646149
-2.7330310531714206,-1.9197106207906658
-2.7290656078084665,-2.034288342360588
-2.7256478098939607,-2.126381303451406
-2.7238445145793317,-2.181849910457078
-2.7228859358562243,-2.2113094066460417
-2.7202674964978604,-2.297318823678213
-2.7111887079280237,-2.6055932694002384
-2.7075796166629305,-2.745188361284399
-2.698808628944141,-3.0694320107770334
-2.6960247070522776,-3.151915471722637
-2.6896161126005778,-3.3691351703160515
-2.6821328766729717,-3.6256963050267723
-2.681810889451075,-3.6441551701120503
-2.680772377122584,-3.6584375680074057
-2.6658882265505675,-4.088500917800691
-2.6635184025914427,-4.140285062956406
-2.6563150972803977,-4.260970122176777
-2.641013187770052,-4.466285015215357
-2.6390786015118675,-4.470029488098987
-2.6387722578665054,-4.458156792038185
-2.628091671209674,-4.469628921798851
-2.6266688789350487,-4.463710767733388
-2.626489726293885,-4.464786418713334
-2.6262219536301554,-4.488655217121746
-2.622956964297005,-4.44006276192317
-2.608019886349908,-4.235040172267453
-2.5982117006327794,-4.007879299259129
-2.5932721124085614,-3.8662370210498915
-2.592210861211316,-3.836978949169176
-2.5865744717141697,-3.665882013234482
-2.5848242198382207,-3.626666187598141
-2.5732247016603362,-3.23168833788052
-2.5702047570371596,-3.114274081864088
-2.561228220471544,-2.7546124687588947
-2.555500620367802,-2.542624718361184
-2.5456258823946136,-2.1397638333562377
-2.5273350711552713,-1.4518299608531775
-2.527011760657218,-1.4451493313247081
-2.526778357294306,-1.4147443079172919
-2.5080858761492637,-0.8208528224435789
-2.5055548101907634,-0.7360729583209743
-2.502281446350012,-0.6658891929882668
-2.501072619068222,-0.6512959543974106
-2.500585874021322,-0.6153050815474501
-2.4915655585848735,-0.4058973943352365
-2.4823186387071177,-0.23114263368620314
-2.482179881543007,-0.2270347578620826
-2.4771130593478468,-0.14288418879019138
-2.4669962065643603,-0.028313498063111037
-2.4649551408830086,0.005951027929238244
-2.460029728574042,0.045913176219386564
-2.4576224668821425,0.0688992437657747
-2.453502270122379,0.11406339921862801
-2.45164446813748,0.11497168512924358
-2.449309301917417,0.14210725097008667
-2.448179435665993,0.13649785375710574
-2.4452357700496927,0.1723403627913419
-2.4353617216098282,0.217729939950562
-2.4244216059946444,0.24906994109913333
-2.421672136492599,0.24762664670910384
-2.4192300149800916,0.24754080060679795
-2.4011002830533648,0.31153462648131713
-2.3989619539910354,0.3591802891283094
-2.3952056895853264,0.32366050864196655
-2.376805443549385,0.453952113024226
