n_harmonics,base_freq,magnitudes,instruments
10,4.812862468158485,"[ 0.88765549 -0.47706776 -0.96371537 -0.39877274 -1.46014703  1.42103849
 -0.31975183  0.19702778  0.66001818  0.74302326]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9862755428011774,2.8182276643081376
-2.9848368566696193,2.84432132868959
-2.979292923602984,2.8362252674010895
-2.966401659859604,2.779573059087437
-2.964832840617399,2.763837698965173
-2.957413864241955,2.688147663528891
-2.9567692723584678,2.667547242277564
-2.9478157565400736,2.5218371127139796
-2.9469585947269827,2.5040301421033075
-2.909032366377215,0.915627586672772
-2.9063313670903463,0.7468757440107809
-2.9060276724009313,0.7298874865247592
-2.90205093767109,0.4791191803470361
-2.900877304671691,0.4018272726605265
-2.8927331875165105,-0.12118054349578462
-2.890763607615617,-0.24242310027266467
-2.889682999960161,-0.31435530429727937
-2.8889755145099976,-0.35784163675072495
-2.8883904580134288,-0.3757721741630229
-2.8853633437385575,-0.5764801014843136
-2.881821260920757,-0.7854679410535739
-2.879392080143725,-0.9167615892434591
-2.876148106971414,-1.074326448047057
-2.8513418729320463,-1.743667250887933
-2.840319128027179,-1.6684031910288586
-2.8390415400144375,-1.6492071164500208
-2.8342925547847093,-1.5734078359348873
-2.8318178968011023,-1.5051959965613542
-2.827345090347954,-1.4052689601642494
-2.8141152250925985,-1.1447847547491548
-2.8137599036313414,-1.1521347824151582
-2.8044892473474174,-1.092563902270141
-2.803192780699945,-1.10000894037471
-2.801143766108587,-1.1132957014693248
-2.790419247193305,-1.3163376145183863
-2.7849032610824844,-1.5234580146877976
-2.7804084906520092,-1.7148681818225167
-2.7753204680877746,-1.9873683712002612
-2.772804809497715,-2.1211645397748597
-2.7724142846155324,-2.1433524746527493
-2.7663073576104242,-2.4775974394401095
-2.757376348688587,-2.9595278193043626
-2.7565447057146497,-3.0043319302102938
-2.7545052061691795,-3.0870878656837353
-2.7543188131280596,-3.1057353018102707
-2.752880550132939,-3.1538703425085584
-2.7439736931517684,-3.3704932494706763
-2.740486199786514,-3.371435927991073
-2.7130733047899627,-1.4530905584997018
-2.709470457068505,-0.9441547941091301
-2.7055591414638993,-0.3436775249337272
-2.703522136727946,-0.0018958987828165763
-2.7000434882944706,0.5783869103924908
-2.691430029529408,2.155794076571899
-2.6674817948144383,5.98431503513855
-2.6571219669209984,6.838709904627848
-2.6486042782393353,7.0067029521754876
-2.6428015051159526,6.835972941486809
-2.636117795177312,6.371989997136513
-2.6330240390521533,6.051037326913849
-2.6312242456029837,5.827098511378429
-2.615479074165216,3.514764113242527
-2.6109737488009217,2.7395100879765857
-2.6072632795986106,2.0979302071877974
-2.6060419094467298,1.893600741950861
-2.6008651973054233,1.048667976697876
-2.5911040811643935,-0.3637682297783797
-2.589183273898419,-0.5934180465594958
-2.5852623095714136,-1.0235501814107006
-2.583077267410705,-1.2241690655644983
-2.581699678860986,-1.3411347921981898
-2.5679495270201467,-1.9279693412599506
-2.555727455046597,-1.6513584686522458
-2.5497943515263204,-1.3120084079579257
-2.5468473768824644,-1.108769783674672
-2.543449977852334,-0.8502510775190908
-2.5426166606044927,-0.7923177407488519
-2.5256070172387557,0.4992126560489605
-2.510425177220833,1.1186852426398441
-2.4948477511684364,0.9653727621747529
-2.487166006945599,0.624249681609627
-2.486862617891105,0.5915287439353458
-2.4839578148775643,0.4481139424315539
-2.4834882911264975,0.40913085214392564
-2.470056221923323,-0.39042072600122735
-2.461724893196183,-0.8027483795664053
-2.454893892261743,-1.0315548193890534
-2.4535569231809706,-1.057321530790301
-2.445874258048281,-1.0843888517911373
-2.4357582432512968,-0.7996075217915989
-2.431142930925587,-0.5562940448676621
-2.430787069206708,-0.5394256454721358
-2.419184790578984,0.32375632483148936
-2.4163009363196233,0.5815587225066947
-2.4024877959740967,1.7056882053554159
-2.398841572302877,1.9574279334709448
-2.3918027496790053,2.341584987934537
-2.3907209147653368,2.3895265244415755
-2.3699098301325514,2.1720613439890073
-2.3610882605781454,1.4951966254316424
-2.344689045206824,-0.41368519905361933
-2.3435367398502898,-0.5552257602725982
-2.342725331436399,-0.6676395397512069
-2.3414656256327446,-0.8180883785733305
-2.341132851503119,-0.8749513063270304
-2.325484818490351,-2.715002785536756
-2.3125772629984795,-3.672568409039578
-2.3093999173250817,-3.77853480424498
-2.3044456520888406,-3.8532459591928654
-2.3036704376001094,-3.8384019050258344
-2.2939854629117353,-3.5941858808205898
-2.2901723833354963,-3.373519435878911
-2.286517711520115,-3.1001771257633863
-2.2858184604791063,-3.0224242404906185
-2.2811853785793184,-2.608493817384541
-2.280765445226052,-2.5728529277274883
-2.2789456163400743,-2.378679525318018
-2.272627672672698,-1.696791301197385
-2.270434964291477,-1.4310220855251559
-2.2616573338456964,-0.4287344674520438
-2.261036126095819,-0.35208205405909454
-2.259469055308368,-0.16601813433710944
-2.2551320837451865,0.2909863767363268
-2.25405969541017,0.3829009586301159
-2.2486149476008377,0.8856983488554834
-2.2478261859766375,0.9704160093156582
-2.245385393887484,1.1388648367837542
-2.241815944803924,1.358860877836837
-2.238545901827604,1.5194827725026065
-2.222908381285985,1.6572950294941813
-2.22202579629821,1.6488022369415576
-2.2128547743043536,1.222564801131053
-2.2068731066704963,0.813272164637282
-2.2060613959285167,0.7461601601560737
-2.205271401868664,0.6804204939570015
-2.20008641151776,0.24052627138699695
-2.187879284121367,-0.9136410891302025
-2.1826332578221503,-1.4130076083654266
