n_harmonics,base_freq,magnitudes,instruments
10,2.191674676007325,"[-1.04109823  0.57992563 -0.59376404  0.70500534 -1.16479528  0.79496245
  0.29892268  1.00088078  0.32217409 -1.32740714]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9968540130817356,2.3158976788830885
-2.9924823605214823,2.32730060792251
-2.991589059626679,2.3842499962844883
-2.9905260523600723,2.3988800902823875
-2.988788852115073,2.382455792599575
-2.9837969823814974,2.4473347344458425
-2.979819554394173,2.4597260620011565
-2.977851267070662,2.43579347714972
-2.9709158144406995,2.463647817491119
-2.965141929910855,2.4510857908366046
-2.962865808514919,2.437501628783319
-2.951774397907781,2.3334691791282975
-2.9515698108913675,2.384808528414932
-2.9467544828972585,2.2686493013670606
-2.9352224186110902,2.110144130465854
-2.9283775172956243,1.9499073181031403
-2.926060588123954,1.9449341111153067
-2.914784000615061,1.657538812891167
-2.907230776391632,1.4771012961912786
-2.90389478939516,1.4009197237819901
-2.903768919150908,1.4173240434485848
-2.900260593489581,1.3269548948367982
-2.8836601256858776,0.9173727426089565
-2.8790032988345695,0.7673205086880309
-2.8764031078148857,0.697176687932819
-2.8629678115391792,0.4741136140977792
-2.8494136652829196,0.2567846824874656
-2.840916466056447,0.16794247552066435
-2.834892331728639,0.1457400741196391
-2.819707715535092,0.20049606068739825
-2.818428317548676,0.21597591903596827
-2.8099492313115078,0.30116057506341204
-2.80534217709777,0.34591483731662565
-2.784354940966441,0.8437236324737243
-2.7741099218298952,1.1515714712870138
-2.772777754178829,1.1992342955356414
-2.7684561563383823,1.3182086720424953
-2.7664582299103553,1.4279561082783068
-2.7614128299655034,1.596296511640971
-2.7608595437903074,1.6051299450506866
-2.759283480976933,1.6791945936805834
-2.7462267979754076,2.2015356748073143
-2.7328623813837716,2.666844658987856
-2.7319400060561114,2.7856002287151274
-2.729770875437712,2.7985571075145073
-2.728277701252601,2.849234103341085
-2.7198982587665474,3.1391117390358336
-2.711648976554999,3.3994794106292248
-2.6935698779717603,3.8104710914425266
-2.689255997268181,3.8721025974470584
-2.6689395614682434,3.958076066612766
-2.663574430389483,3.927008794441972
-2.6333143190940973,3.2192853615113552
-2.630207683562639,3.094881974848977
-2.620661980847883,2.691230703049809
-2.620621509575624,2.7203232583480523
-2.6185786244377516,2.6415969452976316
-2.6143190335069875,2.4469837446462583
-2.5977988491939525,1.6349549949818631
-2.59163636664538,1.3074857607097923
-2.5736308979192266,0.3368324402005496
-2.569841507450808,0.1606035106122487
-2.567655192293288,0.05877452986157791
-2.562218026478566,-0.1794935328108403
-2.560926517289773,-0.24522059983483002
-2.555299750682189,-0.5256013894758446
-2.553313477349901,-0.6153993872426218
-2.55197483686293,-0.6384512005343851
-2.5396229481036867,-1.0419173738563323
