n_harmonics,base_freq,magnitudes,instruments
9,2.078559699350519,"[-0.92630593  1.61623752  0.14959658 -1.09517658  0.71484169 -0.30080252
  0.21331249  1.81868454 -0.37752952]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9871949139062837,2.250991934793851
-2.9839229415107553,2.055142081072121
-2.98339495861635,2.0141790900447467
-2.9763223055324937,1.590018332291035
-2.97407369919296,1.4421076994016915
-2.9711538553077848,1.2553209481831766
-2.961565002253244,0.6697990024541338
-2.943474075204027,-0.39596012788593055
-2.9354618486546276,-0.8057622118283371
-2.930047673033146,-1.0929708748212486
-2.92641541906785,-1.2800398922925509
-2.916710695514255,-1.7160116675644226
-2.900058267183878,-2.298282849586677
-2.8979765055810045,-2.351123917345712
-2.893471357608635,-2.463644485052288
-2.89213093243078,-2.5061343435288213
-2.8858691587903937,-2.6191545722455207
-2.8654039638445807,-2.814916993641512
-2.859040527237235,-2.7979462975262863
-2.8346895978763857,-2.4939554771748984
-2.8228552779195226,-2.2046780298383966
-2.8186275117605692,-2.0680402399833
-2.8140676044251753,-1.9405894432043622
-2.811309798820341,-1.8538029069198498
-2.8061597872177053,-1.6917985355427392
-2.8013496498578276,-1.53137623944639
-2.798882077072269,-1.4493962031690324
-2.7929461150239203,-1.2401346458535276
-2.787757068315435,-1.04433513037709
-2.7877129124866604,-1.043657953814912
-2.7870216652177366,-1.0272857888744484
-2.7867083663592798,-1.0129902750351967
-2.764385411903227,-0.2366358605265103
-2.759126265908142,-0.0703088985932351
-2.747034128256047,0.2614774848595378
-2.7430403124080134,0.37710911643353784
-2.736160434783206,0.5303652652122289
-2.734410095173363,0.564179165777841
-2.7292395079772325,0.6545584469793263
-2.7232263282430704,0.7469225205441341
-2.721125819797827,0.7799579699571005
-2.7100877174231703,0.848873873939349
-2.702976668665254,0.8700638906361243
-2.6925874520527993,0.8021042301361839
-2.6916915280585503,0.8196017265868324
-2.686954957519757,0.7594426197320621
-2.6724100638305743,0.5092686372294302
-2.6721134164464373,0.49068852642089594
-2.6618402263629752,0.27108669296776833
-2.6452309492534165,-0.2622591843206842
-2.645103197328936,-0.2512977972985804
-2.6419203340695083,-0.3679790953131654
-2.638112151905262,-0.5174627556805689
-2.632179670427808,-0.7385060035747013
-2.628243334109647,-0.8671812268962005
-2.6280342907302154,-0.8892971773771619
-2.623806055490653,-1.0621521975788484
-2.616962113414603,-1.320459198653479
-2.6159186620804205,-1.3618525395513204
-2.614793626062493,-1.4239425732967648
-2.6061144622820707,-1.7496716041170441
-2.596289110471979,-2.133504848463215
-2.5960347367034764,-2.14445403446421
-2.5881319240361,-2.4315448024495745
-2.5852216726121995,-2.5207101592796097
-2.580463219878503,-2.6882841989939963
-2.5771212701958444,-2.7877216007732337
-2.5701206574365454,-3.006720891425576
-2.566361761319908,-3.0941270149063707
-2.5604555871402948,-3.215073103920516
-2.5588206313161295,-3.262301056486717
-2.558513116696524,-3.266403879104382
-2.55820819218658,-3.258352138416028
-2.5570825664867582,-3.2926279475151774
-2.551269940575313,-3.3889139497993015
-2.5358138586713475,-3.542279676707397
-2.5348810479051918,-3.538152966059641
-2.524760052415611,-3.5415681153254166
-2.524420078585573,-3.544642188259332
-2.5240362010878243,-3.5244916079263353
-2.5233919395043847,-3.5131931445526434
-2.512957889826997,-3.443502549117291
-2.510539366412676,-3.3912616851372896
-2.5098087323409572,-3.3848096086048156
-2.5091898530440977,-3.3766632810944412
-2.5046630931325597,-3.29905039363781
-2.497076190345738,-3.1300454956975248
-2.496940038019872,-3.114793034319737
-2.486430281411085,-2.802879620937189
-2.4821747768073785,-2.6559805916860233
-2.4820022505859436,-2.6551056397968695
-2.4772942361752746,-2.482576556567271
-2.476650088825382,-2.4622165585304034
-2.4736318207633667,-2.333813261011923
-2.4661051053886878,-2.0303085064510347
-2.4621089172006307,-1.8443181997207554
-2.4540118895605443,-1.4718172827517777
-2.4530779708575263,-1.4213439762476803
-2.4523101956103126,-1.3900812775916735
-2.4510894574860327,-1.301781816774014
-2.4499220113723004,-1.2493516523436365
-2.448283846692564,-1.178974491584792
-2.4331455594946494,-0.38865026910283784
-2.430634098314348,-0.26490833211190423
-2.4232509385224956,0.13830870828134306
-2.4212601227453288,0.2418964336605649
-2.4207711708027775,0.2703352108896569
-2.4150517522420523,0.5622753006647176
-2.4053124877995966,1.0663076016829929
-2.4030167839151195,1.1805207506415036
-2.3935949701063075,1.6338300018204948
-2.377036347291691,2.3470319555312185
-2.372851807507306,2.4774036715195176
-2.371805792804172,2.5261072937432973
-2.370395987118421,2.5699182951717536
-2.3611314785492676,2.8657689341586265
-2.3604145252864166,2.9101201172997664
-2.3561735253008456,3.0175527784234357
-2.354796989940696,3.040555577386403
-2.3444528326428395,3.268260252845082
-2.341073642428359,3.3113443291738056
-2.339901057441965,3.318123215073722
-2.3225556648641756,3.468060406712436
-2.3207425769397987,3.4563437903590652
-2.3101103814363544,3.4218636068289077
-2.306999182238778,3.3990225385444024
-2.3063456518418635,3.3772267299879006
-2.3034800172154615,3.3754659071882585
-2.2943469849872606,3.215505556934263
-2.2865673449939634,3.0616664215930878
-2.2779533670265346,2.8501087148961997
-2.273548241118605,2.7288736771357214
-2.241800064091109,1.5945100363703066
-2.239422933658992,1.5024083621832927
-2.239063664281681,1.5036253317015886
-2.2363347181062565,1.3853680467453378
-2.234056177314632,1.2943235624089096
-2.211211077310172,0.35234308070103937
-2.2005017880241624,-0.08375795309698142
-2.198825338920998,-0.14522681097562382
-2.1957518012466624,-0.2676883412466274
-2.1856565283484537,-0.6638456264351617
-2.184468297396555,-0.7009672238878608
-2.179344505081362,-0.8914263691648893
-2.157072646768629,-1.5917200487672067
-2.156290150679441,-1.6130749132521343
-2.1438242873674813,-1.9265231075031901
-2.1334996160781645,-2.146406149137426
-2.123741643699494,-2.308974945494272
-2.1161227037423833,-2.4228865017395096
-2.112979273593019,-2.447209490067649
-2.1018952072835857,-2.568874295872906
-2.0884056412654486,-2.6241986661673753
-2.0868032402643104,-2.6313232751364164
-2.0805767430266924,-2.6244466492309932
-2.078339931789551,-2.6396314583347342
-2.070720005063927,-2.6425970487114934
