n_harmonics,base_freq,magnitudes,instruments
8,2.771940626527582,"[ 0.43808488 -1.76505311 -0.47037722 -0.76512674  1.91971865 -0.09449452
  1.26957535 -0.01626623]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9848349001304766,-1.0679760630408752
-2.983283133846106,-1.0698172466120348
-2.96939510719887,-1.131048758847982
-2.9593169772665693,-1.1135419052512905
-2.956496077024247,-1.1770813071760202
-2.953355571297709,-1.1624791919881678
-2.9441057266057102,-1.251148025300608
-2.9439180080858556,-1.2021336612643962
-2.9342135087092145,-1.2916788958007606
-2.9263253127277276,-1.3504804457377761
-2.922753425139868,-1.3949015638189948
-2.920132378600054,-1.4249219694480113
-2.916990653596941,-1.455577269794242
-2.9142512859339957,-1.4808598822327033
-2.912694027233134,-1.4557764382907452
-2.910296145033035,-1.4818885243449518
-2.9069184437503512,-1.533339719230872
-2.9005641198402823,-1.581589562653252
-2.89320287926882,-1.6530183854283034
-2.8889786222880485,-1.7193324184609036
-2.883101956194343,-1.750771312818405
-2.8738921887594193,-1.8280430074390719
-2.8561705876633665,-1.925949589368372
-2.8422783914723655,-1.9431100176954497
-2.8310340246261028,-1.9075927368160397
-2.82607371163609,-1.8814216315455656
-2.8221810329179817,-1.8964200640503242
-2.801182813340933,-1.6820165295626592
-2.798029423769421,-1.6528525582861042
-2.78568622633071,-1.470817219095149
-2.784481376862154,-1.4430774754439302
-2.783588439705353,-1.4629231257317254
-2.782352582260301,-1.4605581531696628
-2.7781098975676306,-1.4021928281271354
-2.766044472892074,-1.1999948306236743
-2.757497308163124,-1.0326487091085794
-2.7511984735062285,-0.9602286524290518
-2.7479214352644505,-0.9265006765383271
-2.7427586295680406,-0.8278250322324362
-2.7375807860025225,-0.7733032670562588
-2.7348661042088707,-0.7040761241428977
-2.7284367934953853,-0.6857547965112626
-2.7188815850889068,-0.5651859731741606
-2.704402077997067,-0.4809710767663202
-2.6881536450550616,-0.47899185372432995
-2.6871237491058197,-0.4783995208498111
-2.679426377858365,-0.5149016677452174
-2.677374067286717,-0.516684157204837
-2.6643044766838315,-0.6289130138113275
-2.6638183601170775,-0.6242174407644692
-2.6623774502698696,-0.6595580607840569
-2.651308585214849,-0.812016497292407
-2.6486482996006746,-0.8598292872144867
-2.648544187896332,-0.8428700598558868
-2.6473050283023434,-0.8400024792820528
-2.64480447367394,-0.8853902325113452
-2.6341820289054514,-1.0583149810279675
-2.6293401957428397,-1.1299528922490114
-2.609724974154139,-1.4921299418880254
-2.597065789327914,-1.6874088380060832
-2.5834675170125836,-1.8416163851109488
-2.569316983095582,-1.9391144622736172
-2.5587544347226023,-2.0001998736977535
-2.5539143690398127,-1.9747481876043904
-2.552945274679243,-1.9407825608877143
-2.547613964661095,-1.9034633588787246
-2.5448893303046916,-1.8640766432303635
-2.53772391060473,-1.816832221335174
-2.5281341949386205,-1.6804570458220438
-2.5155954835181835,-1.414374714995905
-2.502020072203062,-0.9950751299537717
-2.500448217885554,-0.9517857110020451
-2.4973945222091434,-0.8424473852917933
-2.485296954947416,-0.3972710826797285
-2.484575985994045,-0.3331147202320877
-2.483107449551303,-0.2851887410159952
-2.4812119898014315,-0.23898700591241073
-2.4810005581042294,-0.22596882000568552
-2.474629715657102,0.03138411017990497
-2.471786272556399,0.10751925716802799
-2.4711857694420942,0.21475763584376353
-2.46735149587191,0.3525859438131056
-2.465927641653215,0.3623307700903872
-2.456523756176949,0.8087616222570964
-2.453039482901109,0.9095444016394448
-2.4494512344329458,1.1062048930383497
-2.436010937632198,1.67143538451435
-2.420938425797444,2.244796115962568
-2.419788265201971,2.312606016436534
-2.4196865403314245,2.275811045078686
-2.4157761736371497,2.3959690331134347
-2.415713443239687,2.406375445075677
-2.4063885694114338,2.731519849030062
-2.404045788941466,2.8366311973539395
-2.4032445883970563,2.8875234592950534
-2.4026525189693486,2.885190892948661
-2.3917635042354375,3.1924901564840735
-2.3885302569514257,3.2378284688448744
-2.375011711902184,3.5883239863752374
-2.373586612278467,3.625787494214004
-2.3732604914180486,3.61526572182047
-2.3728010106318487,3.618823516562073
-2.371614187340666,3.6498747664749063
-2.3714583130266207,3.642502927860039
-2.3683728314074313,3.694229805777572
-2.3501019759995723,3.91693820583505
-2.3391505857481834,3.9608436424614664
-2.330043922847385,3.9773471588463325
-2.3287115345854126,3.986032901251756
-2.3269085277967982,3.95859313632499
-2.3254664290119074,3.9740745954556194
-2.324145718124698,3.9617911660552614
-2.3195774880268054,3.9823321792359327
-2.3190660189317445,3.9677744687000014
-2.3069730580648313,3.8872534729351114
-2.302572140609752,3.8683050849697675
-2.2781685921945716,3.622736320373551
-2.2723030802680384,3.551601843701105
-2.255344819033097,3.2841494880777735
-2.2553375962344764,3.2933234457180673
-2.2409993962320893,3.043934044892589
-2.236913901300894,2.9698246398104873
-2.2306937708496872,2.842346247038142
-2.2261674650154637,2.7672387131923415
-2.2203509521567595,2.6119434484573247
-2.216776908750277,2.53897377955966
-2.2152778002944546,2.508193051428466
-2.2152031896291073,2.485802367329993
-2.211734792498696,2.394739138017309
-2.2011658128981813,2.189795030522769
-2.1988682167360887,2.099716701200273
-2.198182798347639,2.071364370611019
-2.194443867455547,1.983677614942636
-2.1899204148269162,1.8688836375677638
-2.1738264925294795,1.3833315885002395
-2.1695125607710244,1.2588803252911793
-2.168177921463559,1.2097525933129845
-2.165291096038862,1.097705827276022
-2.1562203554167985,0.8002626925645345
-2.1524256988045396,0.6625366739332882
-2.1440319582785685,0.34450926405719784
-2.1432889925416223,0.28779375501247045
-2.140268231554352,0.19791520527445966
-2.1259748580791094,-0.3597584303072515
-2.124469863103819,-0.37874992341489094
-2.1209266879869,-0.5369388355782666
-2.1203266014589572,-0.5479888802397767
-2.1150831003520123,-0.762493107526759
-2.111462156437832,-0.897309905632825
-2.109940365447076,-0.9085647843502276
-2.1068696287686537,-1.1026767647427829
-2.1036295075801323,-1.1879549938865683
-2.0980209792835818,-1.431687446993136
-2.0969991156791843,-1.45802568718973
-2.0882134504163172,-1.7404293283952603
-2.0809081679882686,-2.0031308407493027
-2.072089489411283,-2.2573678461239632
-2.070687733369043,-2.333511024278831
-2.068668170967701,-2.3391756851559737
-2.0670831908422063,-2.4047692699625918
-2.0503094678906795,-2.7183860621762626
