n_harmonics,base_freq,magnitudes,instruments
10,3.8360220004269356,"[ 0.94892682  0.10169405 -1.81083801 -0.82460645 -0.625383    1.2664213
  0.46441808  2.11831611  0.83520724  0.01349779]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9995685690561187,-0.7727169624358665
-2.9862690632877866,-1.01270949241166
-2.976769569001468,-1.1643471862851669
-2.9767063493730284,-1.120429186720635
-2.9712706191238043,-1.122786784441888
-2.9663003849456073,-1.1424000844462294
-2.955512646069206,-1.031886769053057
-2.9499318862049386,-0.9972065106102375
-2.9496030353153326,-0.9678386783519456
-2.9477563935177526,-0.9346683703328911
-2.9463768471026883,-0.8924290376122683
-2.9268601021838414,-0.7138003254937852
-2.9164256889193516,-0.6223916470276863
-2.910930604934084,-0.6100823420383601
-2.8975792311952167,-0.6677774542064591
-2.894905323110651,-0.7354770223287811
-2.890769555809542,-0.6900377172931954
-2.890182052903909,-0.7306770002945728
-2.8776888416993485,-0.8842526915073858
-2.873301129637101,-0.937883585225028
-2.87005357952658,-1.0107640186748246
-2.868103529800047,-1.0594935079926344
-2.867251458286464,-1.0098636310394948
-2.860901185262567,-1.1204943889374228
-2.860751591615577,-1.117735361169689
-2.8571855259470293,-1.1055399730544901
-2.849715008465987,-1.1149596675392455
-2.8217600958658604,-0.8631624485425871
-2.8014688585357406,-0.3510875701691139
-2.801404964883835,-0.39099834534279015
-2.792170485165638,-0.1436759289611029
-2.7632099805666908,0.23221467720028754
-2.753311284977262,0.15322129729293338
-2.7522693142094155,0.2166342173739789
-2.748733843828682,0.16319234053558307
-2.7406327006589626,-0.02533704302962516
-2.7331745248084456,-0.2741636486621545
-2.727990014015522,-0.3963045613973892
-2.718622686984629,-0.7182886667640506
-2.7085480028802653,-0.9940396834751735
-2.700893642910069,-1.2567805160149592
-2.6981975982116575,-1.3053465763402734
-2.696918446562596,-1.3533587772738422
-2.6959609032863283,-1.3437386344945266
-2.691673015699238,-1.487424209710299
-2.6833404954105644,-1.579851898193327
-2.6802024490517535,-1.6011983376006609
-2.6772499416016564,-1.6167838781808477
-2.675151382269328,-1.6266220867514742
-2.6721969649289963,-1.6877539348074322
-2.6651084183137472,-1.4794483349211422
-2.6533662199234156,-1.31688041790965
-2.6457961652393833,-1.1185164920591784
-2.625930902486404,-0.34230629466299284
-2.6170858393040843,-0.07950522382709795
-2.6160972481538822,-0.04320947069025538
-2.6131434209816113,-0.0017118985553634947
-2.607572018204797,0.19368273653253723
-2.6056929527744064,0.1892127500376026
-2.605662390558976,0.21546068210020589
-2.6004871450658182,0.29722077469512376
-2.599888354262713,0.31908380504232425
-2.5968846343978367,0.35253118419206414
-2.5910711873081533,0.4079028311936751
-2.586349597870079,0.3823420282712634
-2.5843362518084483,0.3547625437190179
-2.583101218467936,0.37969168082970756
-2.569068013476561,0.17803611361226315
-2.554705132793532,-0.24715057914892186
-2.5478181458305524,-0.4574545710497462
-2.5409945293994167,-0.7325238929000251
-2.529760864160539,-1.0935038680464435
-2.52251646806973,-1.384482701460233
-2.522276595437156,-1.4007545721159693
-2.5216936205240943,-1.3915925506404463
-2.5183718449826857,-1.4487662482657786
-2.505968008217458,-1.81706409118341
-2.504437747456234,-1.7643630706863778
-2.4747815049432638,-1.733780674133453
-2.4697224554557913,-1.60346286915249
-2.4678739100710967,-1.5612563037661908
-2.4574686514905095,-1.3674021038356474
-2.451867143596293,-1.2393776749780236
-2.4443208464343344,-1.0162214076526261
-2.4434258181016486,-1.005479398843666
-2.43255776873906,-0.7128464288323264
-2.430593899307217,-0.6608575424994306
-2.4294312586072557,-0.665924756319362
-2.4241617490784493,-0.5420041448268245
-2.421921918953667,-0.4707415101999702
-2.4154981775591597,-0.3223272212324123
-2.4132352045128007,-0.23994356990086585
-2.4127307097997948,-0.265222189636888
-2.4100564693072446,-0.1828682241986343
-2.409582998146038,-0.2607046053168857
-2.404559023992561,-0.09411896845495707
