n_harmonics,base_freq,magnitudes,instruments
7,3.26828221812365,"[ 0.57783965  0.60661568 -0.17578507  1.59605676  1.68854254 -0.61260122
  0.4000389 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.986689085298524,-2.6020043514194797
-2.9831433865051937,-2.518355687251711
-2.9815668605414927,-2.4743324382227345
-2.9760936595058665,-2.362346163844458
-2.975730877181089,-2.3471225647276883
-2.960598164637796,-1.9357416813879942
-2.9545799071441285,-1.7480232204174158
-2.951902310300542,-1.6628760491148542
-2.9477417848133127,-1.519526692305261
-2.9432690317272616,-1.3613139961533702
-2.9402594570335614,-1.2450154795279549
-2.9336246574905753,-1.0087618085908514
-2.933623782025193,-1.017993049079502
-2.92876617677222,-0.8191658202806149
-2.9256042338786585,-0.6865816559998256
-2.892155285071243,0.7498942871913553
-2.8874108888884518,0.9798451538179778
-2.870489247481554,1.696115793609344
-2.8672146077650966,1.829030880558838
-2.8617720469544756,2.0087071583702465
-2.8510733814851106,2.3954947940140796
-2.8501090790830297,2.4458586198266925
-2.84758225018206,2.5263931852291295
-2.832844964882778,2.9129416126097447
-2.8319544061225495,2.947793255573609
-2.8291266829079773,3.0089606305506704
-2.8146112388451536,3.227557104522301
-2.8129019299290685,3.2303405645776238
-2.804796328779097,3.298905402921936
-2.793677773043501,3.2653615608380244
-2.787802041703336,3.216914006518206
-2.7756461554869967,3.0442384243056217
-2.762132663076664,2.7092617843069347
-2.752537855205509,2.3962219021901614
-2.7523710701323694,2.409962667916238
-2.7520633171084503,2.3837178366143967
-2.740356528443803,1.9785198930887395
-2.7370615971813193,1.8334477010548924
-2.731377417440891,1.6363715270691253
-2.7273556900224096,1.466812802558422
-2.7174209224302697,1.0704647702961338
-2.7069893036921675,0.6852773686335766
-2.704817656162624,0.5903316181923992
-2.701330113243867,0.4658668812045232
-2.6976948780467653,0.3355114000594043
-2.6954905579542943,0.26434373989865895
-2.69320371659054,0.17216192875416184
-2.688856029255101,0.026938814300498784
-2.6800100737133326,-0.19937951461725406
-2.6702170600853457,-0.45994773791069465
-2.6701153863048583,-0.44894954736527065
-2.6700024773479965,-0.43699005313792183
-2.66992098571224,-0.4427880183435881
-2.6691687903325607,-0.46105521571936514
-2.667853345605229,-0.4787873643826649
-2.6605738775387184,-0.5852462869854399
-2.659320368538923,-0.5872897161424505
-2.653778382302592,-0.6420790722842382
-2.639703287233972,-0.6509337832788046
-2.636223278022544,-0.6435409347797323
-2.6352201491021057,-0.6061027990082313
-2.63183339926505,-0.6055377615485645
-2.627745641935798,-0.5274998670831336
-2.6195301718580275,-0.3743009581652213
-2.6160423398517345,-0.3137123787978952
-2.6051292966356283,0.0004520717749196528
-2.6000388314420393,0.15787078311215288
-2.595326473183717,0.29308282132300983
-2.5904845053797647,0.47281240421359017
-2.59020520348615,0.4793410519420611
-2.5880254230076343,0.5778443027565505
-2.5817620754199186,0.8124036796447656
-2.5797327883266643,0.9002109655085196
-2.567803890826381,1.356801451133861
-2.5612398987363543,1.628391928473274
-2.5606155170084266,1.653326400586646
-2.5584977707323535,1.7249718969055379
-2.5534546096025315,1.8835903672756158
-2.54704110399761,2.1356071110043153
-2.5353494249506676,2.4906995967361705
-2.528933789538498,2.6353232259628605
-2.528838910215862,2.666609412709927
-2.521764330747634,2.7921319532014395
-2.5211435407124116,2.7976336974479508
-2.519213065505036,2.845678437551804
-2.516333275496498,2.8829044995671875
-2.510803239707456,2.9448074971726763
-2.5033620851792424,2.9936642177979564
-2.502786512669096,2.9732277328078065
-2.5022569914831196,2.990528720681745
-2.5010943264936483,2.9926894512064406
-2.4973784495229525,2.9914807555932303
-2.4863800699000382,2.8830701272091823
-2.481462612606961,2.8323541868528417
-2.4810723593655464,2.8210421067261238
-2.480927343668301,2.8290857198239125
-2.4714747120717657,2.6293944012324104
-2.4709534074849895,2.620197902874525
-2.4667134947925673,2.5034170355581375
-2.4649063786517793,2.466694974895958
-2.4561658058613993,2.1746879877306617
-2.441439061477446,1.6337924348621806
-2.4331394322176183,1.2921042699870895
-2.43215305436823,1.2448008468678784
-2.431832267535044,1.2194047550439502
-2.4260227734969746,0.978730723816007
-2.4058646450631254,0.13835817849421458
-2.403960453935907,0.07298696752088116
-2.394662972582407,-0.28800905499729496
-2.3888550678348865,-0.4579144595974146
-2.382992071677688,-0.6336761879173849
-2.3636564491182215,-1.0260376633781816
-2.359317856559259,-1.0577775102813902
-2.3507525086337377,-1.100960915463651
-2.3490887012607393,-1.0967741366959944
-2.342280699203351,-1.0429941247798238
-2.3349493957338865,-0.9835209208076191
-2.332634457971934,-0.956232292481796
-2.328701426863092,-0.9031512843379863
-2.316144450893715,-0.6043825006386027
-2.3157027491567903,-0.5969453029614519
-2.3134835142082526,-0.5197486318865628
-2.31084966611082,-0.47934985469172403
-2.2937234053655784,0.11710141042332683
-2.2936711050917684,0.13148490429624576
-2.2930306610962417,0.15078953862432748
-2.271692792548583,0.9798613488769097
-2.271001433074087,1.0081997266018858
-2.2632104359443908,1.290165980412674
-2.2622257790470877,1.3101256531488632
-2.257423840566904,1.4848633011020902
-2.251219930436441,1.6891643846228517
-2.246746455820931,1.820889455857981
-2.245158823467743,1.8761489615792488
-2.233666607785371,2.1666502730174173
-2.230793594454469,2.212318635060389
-2.2272807939544226,2.2453744644408618
-2.2152980814003786,2.3556130060775895
-2.213506797698006,2.371917999082607
-2.2109727567657425,2.3611653600225386
-2.205202608582258,2.3371149299962517
-2.2021258290227292,2.3147973220686713
-2.2002045152720737,2.3213884839606607
-2.1909337117304153,2.1763424455621196
-2.1886074393430084,2.1398705260196547
-2.1849047798995427,2.085746266071283
-2.1834665788089707,2.020502048028597
-2.1691666609888625,1.6067716616891299
-2.168859421866186,1.6023259317595129
-2.168508584100744,1.5910402031383095
-2.156821374408632,1.1117421469519915
-2.1451653325523967,0.6321318696414753
-2.125875137471864,-0.2758499385455473
-2.1005599880134764,-1.4043215532534952
-2.0989243916871345,-1.4389688225607333
-2.0922954422611637,-1.6737155015393144
-2.0856338464773154,-1.900940956940714
-2.083118759842913,-1.965138687556915
-2.078826693874098,-2.0473335622092423
-2.068461205639931,-2.2850712581980903
-2.063546094542319,-2.3658037938969105
-2.06297767944958,-2.373702993603976
-2.0572971698314033,-2.4147365597065926
-2.056668378398528,-2.435445333656822
-2.050743868987473,-2.477604016195517
-2.0400438271712833,-2.477372249058804
-2.039591459886913,-2.455237982791788
-2.038632501526042,-2.457479203843391
-2.029855468200428,-2.3898200092458644
-2.028804985140028,-2.3512822377848006
-2.0173087732308868,-2.185554214571097
-2.0161960642321066,-2.168819325291663
-2.004226501539219,-1.9192588687132632
-2.0033492392386476,-1.8899954851916998
-1.9959258295660787,-1.7404834932400173
-1.994086551097703,-1.6838216426316286
-1.9927075604772573,-1.6263503790601155
-1.9906875800922323,-1.5756795408566735
