n_harmonics,base_freq,magnitudes,instruments
9,3.6812478973662484,"[ 0.05412106  0.42777245  0.95990507 -0.98092706  1.11004001 -0.17677279
  0.82198938 -1.03907841  0.79329527]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998634089331084,-1.8468750637911542
-2.9968664524104414,-1.8797299894717818
-2.9964076536051634,-1.886462487036558
-2.996198553772934,-1.842272024413614
-2.980769241371905,-1.9634280416560335
-2.9721505985033976,-1.787572359877305
-2.9705372447158718,-1.7804675738251365
-2.9633822304243793,-1.6333820240748231
-2.9566671328699536,-1.4306715750253585
-2.9565454063016188,-1.4737039216968382
-2.9452332326560957,-1.2072859853768172
-2.9324901777116503,-0.9913698681979457
-2.9297891777135647,-0.9642410818597407
-2.9290958610918887,-0.9838121619469774
-2.9225875074823136,-0.9385801876497124
-2.9143155524312876,-0.9255742277647458
-2.909809294350648,-1.0112504022925208
-2.903112069520517,-1.0835803468467318
-2.8966873873783623,-1.3178174734541832
-2.8928167899106563,-1.4103636019690737
-2.8881198956979963,-1.5634754594593911
-2.8757845857483573,-2.0853950085827258
-2.857294277439541,-2.9379593130574797
-2.8345691267838697,-3.7776193560345246
-2.8305957136677415,-3.874962042730552
-2.8297048910554565,-3.8911311929261267
-2.827828407337777,-3.896341584416794
-2.82195795801435,-3.9139134966588083
-2.821138482503561,-3.901537373383555
-2.81561738065661,-3.85947493659003
-2.7936761614658536,-3.208001300677622
-2.7897192473978203,-2.9544834294927993
-2.785294488016468,-2.7305794812367967
-2.784947727935175,-2.6921869012562594
-2.784161863410427,-2.619639372976527
-2.775228498443094,-2.0087956260061715
-2.7707812377661734,-1.7330826284567564
-2.7637837976709214,-1.1656128196084747
-2.7482754688042172,0.03111062902075607
-2.746432116400844,0.16494012295589416
-2.737802801461358,0.7266406643510698
-2.7374533211151766,0.7709842959346944
-2.7239559670567184,1.4727362363029437
-2.723489831746539,1.4870503659624812
-2.719438733782174,1.6486775835419323
-2.7093685037787045,1.8999759815492656
-2.7002845078245628,1.9735108514134432
-2.699573458966757,1.979449577341548
-2.698399106934613,1.9331192185274775
-2.696859189565436,1.9296771289512247
-2.692855065677561,1.8663211737420977
-2.68739169944765,1.7651665743740068
-2.686059926397675,1.726321932269568
-2.67872200161811,1.4793332715477794
-2.6763146770366113,1.364451723047681
-2.6692320713044957,0.9797380246258068
-2.6591987654955815,0.4091595409826298
-2.6547967059484296,0.13107762787702565
-2.635294947188233,-1.2626865190306071
-2.625730692631464,-1.8752916380298337
-2.6200238232955186,-2.225013726620543
-2.608076574510064,-2.823440477451738
-2.5940769904068803,-3.288651613546211
-2.589926507789668,-3.3562872397915986
-2.5853548563178057,-3.438076097461943
-2.576517844315865,-3.45690898775065
-2.5765112571909707,-3.486354238597888
-2.572976662589631,-3.4710198378502173
-2.5721797905735944,-3.4310654185952223
-2.566225890134775,-3.3564702780291613
-2.5517697165527755,-2.8970524862402884
-2.550154975292693,-2.7933957692536464
-2.5425221373541618,-2.450340011580387
-2.529860141141753,-1.6772223521609415
-2.505512579281758,0.13974308861225151
-2.4987440843422144,0.6255103666102367
-2.493821298878125,1.0704847836003113
-2.489726874136613,1.3800277589497625
-2.4849737091471287,1.7585124430694017
-2.4803294642234066,2.131698782217199
-2.4768759232877944,2.3887188853187227
-2.473068309654671,2.6705141809180852
-2.4629546098588024,3.3993699232555725
-2.456987419424036,3.8068033499644938
