n_harmonics,base_freq,magnitudes,instruments
7,4.295002867323652,"[ 0.93420897 -0.26444194  1.27008682 -0.56387736 -2.03375369 -2.98101281
 -1.50687386]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994513041355049,2.121185487481382
-2.9893238411460628,2.1406682424883665
-2.9864334345096486,2.1638893150981495
-2.986017553300171,2.2162248494573857
-2.9804168617791653,2.2162663733177728
-2.976164368806218,2.2317360689811587
-2.975636015795891,2.236648092533225
-2.9637110025842466,2.1959272046727554
-2.9574477670906134,2.1000006175054025
-2.9460366069532338,1.966440669895795
-2.934434136731042,1.7645008073478494
-2.9201744413096953,1.5082550949419846
-2.9174465920008474,1.47076089961317
-2.917096231060639,1.4011730451732727
-2.912009395633329,1.3030438326661207
-2.906921490427533,1.2255639462010044
-2.9009457268291707,1.1249338083742997
-2.891777996777872,1.033966015384072
-2.8901065294121215,0.9469557304022118
-2.8853125542925833,0.905049839720837
-2.871805297880567,0.8509247455727099
-2.817436841730913,1.5829386963298568
-2.813415903136147,1.6223933568831395
-2.799595974913898,1.8851989658493173
-2.7879870850164137,2.04616396526794
-2.7855738255103546,2.084296230650348
-2.7821663227256117,2.099315670864407
-2.7767258893225994,2.095119186600913
-2.7743421365228036,2.101503144591997
-2.7502149978644006,1.7964787033523903
-2.7457935351203195,1.7044626059316088
-2.7366786846653888,1.412188208858815
-2.7318292953482137,1.2176983492184237
-2.717634614565425,0.679955054586736
-2.7105718168447908,0.37419995268054257
-2.6911977740397033,-0.43493288621515136
-2.684722336234924,-0.6913422051782929
-2.6838999461874558,-0.7380423373251882
-2.674609496429621,-1.0201867022205238
-2.6726056422231608,-1.101589148531039
-2.6683207511444973,-1.183583699452462
-2.655404257916219,-1.4809254268517937
-2.6429502526497366,-1.5961650691653437
-2.6377817008052244,-1.5858040143088348
-2.6369110083228495,-1.5510339913847937
-2.623282834779424,-1.5615682604990961
-2.617079295945179,-1.474760945252207
-2.614863403290272,-1.4486340863711256
-2.6057985640322414,-1.3563782421480992
-2.5914604761048086,-1.1842619583588154
-2.590344545010935,-1.1513062195109214
-2.588122463167936,-1.1392122634360307
-2.5866553676817565,-1.1247506729385053
-2.586046935491719,-1.1068206454612814
-2.5854856684062995,-1.137476820747273
-2.5795992170902187,-1.0584587500477414
-2.574072522333347,-1.0870952701405978
-2.5707906691209734,-1.072611777922765
-2.5687372199469225,-1.0670706536069587
-2.568214124296456,-1.031827731280097
-2.5551167592642186,-1.1536684423992518
-2.553882640029494,-1.2101668826822303
-2.5533539582232687,-1.1526964795779042
-2.551573666868621,-1.200936391901148
-2.5454239286836158,-1.3240903479833956
-2.5439212775174127,-1.3303964255461476
-2.534053958408807,-1.647017290387399
-2.5321576466635234,-1.6515412211753389
-2.527623092227061,-1.7827011505575168
-2.5243734753182885,-1.880888511508989
-2.521284502002091,-1.9792688097234912
-2.521064892572152,-1.9981734050064357
-2.508625222757473,-2.4706207451859115
-2.504243239126233,-2.619468710864288
-2.501402821913521,-2.7041843095790044
-2.496354951228553,-2.885571371577071
-2.4804883908182136,-3.3859104070367128
-2.4746241740018604,-3.4789122428352885
-2.4693690428059356,-3.542712541168744
-2.468846795349447,-3.5670090010917885
-2.466903823956119,-3.618401402042839
-2.4629373910204904,-3.6669719182208897
-2.4526506857283907,-3.6203064635697015
-2.449162834429594,-3.6170486067859455
-2.4486929966558915,-3.5660933453012
-2.434579263482125,-3.2764758574929553
-2.4327260326603897,-3.223987872743432
-2.432389681340665,-3.2072886939627017
-2.4259567113490235,-2.995510868788803
-2.4230885604463133,-2.8242062695027252
-2.4162216807236625,-2.5586353320819537
-2.415282928074155,-2.469229835318285
-2.414504610934458,-2.4425947172829736
-2.3768118215477747,-0.32097383639927174
-2.3756912234926526,-0.24439925698273612
-2.373020317349579,-0.12496636411455728
-2.37208729122802,-0.11349099161273846
-2.370974141849934,-0.03766954098402971
-2.3709165367883647,-0.03569796323707064
-2.352132410769446,0.7369405416503109
-2.3494548788293095,0.772735859557208
-2.3379789222086553,1.03768636711959
-2.332632038113683,1.0790866253620313
-2.323173113954569,1.0735041658495232
-2.321185122018205,1.0566117924264316
-2.317273560896022,1.0525665510200584
-2.3169254564678856,1.0146306925710808
-2.3113400828048354,0.9448540923320403
-2.310130652617561,0.9286763369286078
-2.3009241933835196,0.7087939496537223
-2.299625280541558,0.7119592237099046
-2.292516156499634,0.4892554184443543
-2.2915115910298036,0.4640646168819374
-2.2719765629617967,-0.06530847884773473
-2.2710348978553485,-0.0916728046048071
-2.2695391601121315,-0.12475246403920959
-2.2692497479960227,-0.16360472308454893
-2.2688230716595212,-0.1550648249271938
-2.2610695134885503,-0.3100530451237644
-2.260008978970975,-0.34481027208995113
-2.25625746778068,-0.4029223217867833
-2.2538723915539203,-0.3917447602849775
-2.2513803588825447,-0.4436446773943685
-2.2440706958617627,-0.5135598540870122
-2.226068302813484,-0.36476592533240976
-2.2257620517684265,-0.34030852758003993
-2.2204465036924406,-0.2286004458817691
-2.213434529894589,-0.05416794795518456
-2.212819531961616,-0.04819992865760821
-2.2104128673512724,0.07809015230861566
-2.206607380716491,0.1657308066425865
-2.1982750328382283,0.501264397556133
-2.187740473841975,0.9375317026156078
-2.185058691030136,1.0608842737748294
-2.1850199779822863,1.0930063595380524
-2.1836396642450655,1.1263453770920544
-2.179767258928426,1.3126798509373596
-2.158201141684918,2.071418442873381
-2.1545153316152117,2.1472606431407226
-2.148151896146767,2.2704769985200723
-2.144544280734217,2.2730900903627167
-2.1324626112799536,2.2686779951788405
-2.1306199326927895,2.2303302282988096
-2.128626143876896,2.183344474111809
-2.108766980643777,1.4730651098683378
-2.0970600775042096,0.7299291901912219
-2.096034875950769,0.6362985428884499
-2.095994590382893,0.6730048779079457
-2.0924459154245905,0.43389254374619035
-2.0479339638007374,-3.033708840025367
-2.0359339638972282,-3.763569065982878
-2.0263686079144643,-4.106900368799297
-2.019575668838584,-4.247673679631194
-2.0157925273406674,-4.259854133966028
-2.014568485020195,-4.293212961478517
-2.0142401435786126,-4.308356513317772
-2.014212262539517,-4.314332650330763
-2.008087340690708,-4.220190361873688
-2.006426824300113,-4.2373596310127954
-1.9999416467448436,-4.107566895504102
-1.9992021452534112,-4.061207669540427
-1.985294899211766,-3.4708633984227557
-1.9725780973541855,-2.5786307290396233
-1.967070082328385,-2.144408547679449
-1.9669510602395963,-2.139319611675775
-1.9655023371033655,-2.025027542633838
-1.9571377166336306,-1.2931793204349185
-1.95609480499431,-1.1858563077251643
-1.9486186255764244,-0.4977940731404146
-1.9464453288518209,-0.27745952204962254
-1.9438772762984446,-0.05964166043199018
-1.931567496237024,1.0271319175560054
