n_harmonics,base_freq,magnitudes,instruments
9,2.363730920929088,"[-0.67181688  0.04482629  0.0493505   0.00782346  2.17575815  0.78819445
 -0.27517048  0.44085712 -0.07906696]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9996340516056286,0.41883543935695344
-2.995951670674759,0.2692917648299804
-2.9921454718843252,0.08433077326425382
-2.9848371952999155,-0.16335517739292243
-2.9627404956764964,-1.0091781433345366
-2.961191039374855,-1.0590517937352555
-2.9582737273099635,-1.1550560390694986
-2.956392178313657,-1.1670174522404362
-2.935376949612822,-1.7935552751563213
-2.9234443813032596,-1.9921021190925008
-2.919193982739765,-2.0509578095411274
-2.9182481459862704,-2.042844286736802
-2.912658201681263,-2.1381818745336156
-2.910952388288635,-2.1076600659549443
-2.9084280232348507,-2.0963802855374047
-2.8958056847536446,-2.0487820632788467
-2.883695678109894,-1.8964821735815904
-2.87152330941647,-1.5433975195630376
-2.867407478524676,-1.4246690217470346
-2.866015374469594,-1.4233185961739345
-2.8634605468687897,-1.2434552292002834
-2.8542244113326527,-0.917690537167138
-2.853521958458334,-0.9069218069758881
-2.852637354285674,-0.846381015622754
-2.8365791436137653,-0.12039024653278842
-2.8331532751754582,0.044111496030456075
-2.830625079901157,0.20843875479509674
-2.830520704019357,0.2161171464126459
-2.8266473088355983,0.413844275963819
-2.8244565294740824,0.5411686852207086
-2.8227098414712954,0.6073336378047638
-2.817064406065773,0.9289713312965197
-2.8148507989009497,1.0317363667669623
-2.8142441805097484,1.083596416115297
-2.8037874975825443,1.6719576549594646
-2.8001160091142476,1.8544289360981874
-2.7930985984274006,2.199852064975439
-2.7910360480862244,2.272027797867498
-2.763404264595026,3.3763884814139837
-2.7560269945867715,3.5769714343054893
-2.7473739847777763,3.777639039407489
-2.7061348018802427,3.647815631885816
-2.6871927185867985,3.0573633791348396
-2.674668677689811,2.4915614135516377
-2.6730690541459277,2.5055009222558975
-2.6589278448094738,1.741271118092099
-2.6550195696143755,1.586026987770325
-2.649302228057307,1.3356164707917215
-2.649283945699257,1.2860166953602696
-2.647004785728928,1.1910588670305091
-2.6460829550253853,1.1474213396377262
-2.6458705536507474,1.0887927769378074
-2.6389953798403534,0.7911644952432689
-2.6291249916253534,0.23778449475179575
-2.6110669416129877,-0.5595229556551813
-2.6034132033566304,-0.8206798549428106
-2.5911161511005583,-1.2137162492558522
-2.5798101289759816,-1.5464283015897164
-2.5678760268270464,-1.696351740916278
-2.5677249529515533,-1.7124548374280146
-2.562644999406969,-1.7704020736636914
-2.559108919993015,-1.8163202711089752
-2.5553764509804724,-1.7943552450819547
-2.5525104970017964,-1.826596526197043
-2.5439989030808956,-1.8301774365363948
-2.5433447796487374,-1.8393364162721366
-2.531507526540194,-1.722855405908579
-2.5234456211291043,-1.6649000789509933
-2.5106800055978598,-1.399909098877571
-2.508904008324611,-1.4267171754601893
-2.5054595527171903,-1.324527955300226
-2.5021558396581582,-1.2394062546189148
-2.500959192908149,-1.1934389840915396
-2.493104043242634,-1.1055451026765728
-2.4914979572325215,-1.0158015144492867
-2.488241205574555,-1.003535854443927
-2.487302416371905,-0.9425514330971592
-2.4791530004565026,-0.8460513257683823
-2.467198938761326,-0.6202628448194473
-2.4636564056174954,-0.5875675545492531
-2.4633496694237085,-0.5480065975144909
-2.4600089849921707,-0.4985973272109098
-2.4598122027959057,-0.5239639570286301
-2.4510509296957133,-0.4512681390409514
-2.4464657529906906,-0.4074850275724084
-2.44593581361379,-0.33682114630874177
-2.44409168484252,-0.33930396417896047
-2.414407036810009,-0.43167148224828905
-2.4129803963780647,-0.37586182465997653
-2.406784237216379,-0.5166153229480004
-2.396699747703874,-0.650366988109682
-2.3942468365168863,-0.7321166411799707
-2.3884782003252467,-0.7890895226463496
-2.3849584820416974,-0.8799303982756371
-2.382923061586327,-0.900473150141761
-2.379009043333938,-1.042537032202029
-2.3650921927360464,-1.424940718335616
-2.3617971597470886,-1.515374258708052
-2.35522240183139,-1.6616158343238416
-2.35268573293016,-1.721776432843704
-2.350328869923646,-1.7457400682028912
-2.3425976208933847,-2.004640714592681
-2.34110250840816,-1.969013474878684
-2.335937342308687,-2.090000061022537
-2.3350394655438693,-2.1926934029250353
-2.3306294173578053,-2.3152422248413678
-2.3267108124450067,-2.3356343334357175
-2.3231685036294043,-2.4249360476791035
-2.3198922147368015,-2.4995291758604514
-2.317743652840947,-2.521710495259782
-2.315050726333461,-2.535045849813104
-2.3133007550338807,-2.581805124520674
-2.308630344141452,-2.63794198941068
-2.2997646672361,-2.6961442935691853
-2.294248452262571,-2.748099682294754
-2.2922041696623836,-2.8148886796114105
-2.2857790572997767,-2.822626792966265
-2.2705305762312507,-2.720308719134416
-2.267759569147282,-2.6404123811745523
-2.267580688914104,-2.6636707276102065
-2.2663732991039733,-2.6244613575397846
-2.2618583788516475,-2.595580801139215
-2.2587116732095476,-2.502023407554505
-2.2552637704950813,-2.4639722268671633
-2.2543400052065854,-2.3936612602249685
-2.2452942129050015,-2.1583762833780322
-2.242605752623163,-2.127136611651056
-2.232531118244096,-1.7656986593300918
-2.225615607362239,-1.5327647082374285
-2.225005633064551,-1.5099890006146197
-2.223246879593406,-1.4343102777681866
-2.221413472472195,-1.393812053369917
-2.2165941913255542,-1.149395485514142
-2.212710354096904,-1.0367651244168372
-2.203585817466022,-0.6479140383408988
