n_harmonics,base_freq,magnitudes,instruments
9,2.0181564363535984,"[-0.11394778 -1.00321528 -0.20344445 -0.22997328  1.45670725 -0.73066423
 -0.90694484  0.32795761  0.94445294]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999837528175847,1.8880972522916997
-2.9913025268256503,1.9992368071628805
-2.989978367153454,2.03422922528032
-2.9896490112087806,2.073689601450945
-2.985285322890638,2.0922187839014845
-2.98098264227733,2.235944785164438
-2.977689568524826,2.24231281846702
-2.94263580706252,2.316155047771912
-2.9417069749920484,2.40128561927194
-2.9362113123772966,2.333291523337013
-2.9322172645288567,2.4009362419139766
-2.923740603926018,2.3564234460768523
-2.909635847030289,2.2020417148062177
-2.9095136998285014,2.230673626551888
-2.905457533445513,2.232266399403958
-2.8791692866209067,1.818732085111479
-2.8604332274998323,1.443001201522678
-2.858029224652795,1.472540961171997
-2.8459496130100375,1.2013346303594326
-2.8350543272916275,0.8714769363115115
-2.834170448291386,0.9140210075998234
-2.8263486221398235,0.6807372828846443
-2.823545996272216,0.5821534707099638
-2.82173804271281,0.5765108453760824
-2.8203678653318685,0.5007128280074064
-2.7936810058124872,-0.28831253450694616
-2.7928442433992426,-0.2978930570937724
-2.7852708211192496,-0.5137369726913402
-2.782341562401667,-0.6163887202782456
-2.7648066520711305,-1.1752812969746866
-2.7592901039871034,-1.3441868064816438
-2.7469019636855094,-1.708466581605857
-2.743044571174169,-1.8334129020202794
-2.7371667347443562,-2.0153435758070732
-2.734150656148193,-2.1570915620134463
-2.7283027879297537,-2.3749743510492207
-2.7245095924956004,-2.444682067882522
-2.7239813558764707,-2.437517716659948
-2.722070179338117,-2.5345435845194584
-2.7161800439487385,-2.6748677631428475
-2.7086495221439404,-2.9165651587402888
-2.7014767773041486,-3.1496711975275793
-2.687942118312454,-3.4802596817109777
-2.6843177795898177,-3.58383212405587
-2.678088411119982,-3.703005669266801
-2.6761234846075137,-3.7919359513896196
-2.674780770987969,-3.793539610896036
-2.668664541538087,-3.9334402451470334
-2.664517250745006,-3.9864822106271074
-2.6624105726129743,-4.016451152144342
-2.6591743836135455,-4.094291946311992
-2.644956219819606,-4.264415597709616
-2.6428817038940124,-4.345865579667457
-2.6410273380213463,-4.313693326211506
-2.640701115832556,-4.340015408642344
-2.636246277442779,-4.406409097433164
-2.6294092280361703,-4.400264738078357
-2.6212187988367566,-4.450098602243283
-2.597800833475369,-4.286608915032722
-2.589733190032093,-4.253213034248162
-2.587411072839267,-4.161034650150535
-2.583471129552896,-4.090582497583288
-2.5717731979801313,-3.925449693194538
-2.5570715637652777,-3.5131049192172505
-2.552313016809619,-3.3915150247682404
-2.545765029839396,-3.1632538398511696
-2.5445771347810653,-3.155652575087038
-2.5305483626838314,-2.672874308653366
-2.5300874053912237,-2.6308806692356987
-2.526485259740934,-2.532377266574576
-2.5237088254104414,-2.4924820199960025
-2.5225708959280473,-2.370255860951904
-2.520344514851497,-2.3161919363854264
-2.5153470657106456,-2.0901421153531934
-2.5130690771162008,-2.004207901366719
-2.511325661541715,-1.9215644138566563
-2.5055004791398523,-1.7179102515097613
-2.5034939104097087,-1.6636959829933724
-2.500673110537414,-1.524130651354743
-2.5005786457176145,-1.5289739813584096
-2.4803190661642267,-0.7011754327852773
-2.459954065782192,0.029442979112037054
-2.459638322031145,0.07074432055949152
-2.459446921756457,0.054335999133534374
-2.454203163848291,0.2797073304570303
-2.4361620722005064,0.8118362783356058
-2.4235152834298566,1.1874477435586321
-2.414820434842345,1.3145977066872918
-2.411675938355342,1.4622455193630028
-2.402522055564006,1.596942783831211
-2.3935005432585905,1.739905836717997
-2.3932578825056696,1.7590743016868589
-2.3910074273760666,1.7898602435934725
-2.3867482983849064,1.7769603209294835
-2.383164534696217,1.817511739948887
-2.3431946567379978,1.6983829698003148
-2.3410491033967773,1.7087769857576174
-2.329789186744044,1.574640295947663
-2.3280921371092176,1.5339358134262138
-2.328017053432493,1.5181373912249576
-2.3197763785168632,1.396333019670808
-2.3143378942400448,1.3063636117343893
-2.3049721164034875,1.1190755854239829
-2.3029399923108356,1.0924344340087642
-2.302699666045515,1.0939834744781467
-2.299834489997682,1.0244192507403604
-2.29763840408374,0.9842866674457258
-2.2956984467794657,0.8894454596317503
-2.293909258348249,0.9379453897306689
-2.2917409604516896,0.8568575485807458
-2.286003023229963,0.709944134326388
-2.271917322081002,0.44078929907864445
-2.270417521750523,0.41690297023025336
-2.2679840401121565,0.38273820290762806
-2.2673579297044686,0.35466988893047474
-2.26360364230324,0.25634491706366963
-2.2577302885356887,0.1496847074508165
-2.251876016666995,0.04174095482944353
-2.2499955789785675,-0.007883843957793225
-2.2396940086195167,-0.19289253008743631
-2.2316603360323044,-0.3195044839711766
-2.22141349391133,-0.4688231310127622
-2.2185787607137284,-0.5050508501629938
-2.216006344823682,-0.5348269173886955
-2.2148111351186985,-0.5277829362480282
-2.213602531069279,-0.5641877194199374
-2.21167243220168,-0.600087648548345
-2.2050968291924375,-0.6704250140499343
-2.2029549426408357,-0.6741494955252235
-2.2000539149478757,-0.6937408545486853
-2.195547233830994,-0.7423755680150175
-2.195063902828435,-0.7358400057644593
-2.1895823209266023,-0.8013344641980108
-2.1861805398854792,-0.8080858910859187
-2.1837063636820933,-0.8817034324407771
-2.1825320210724284,-0.8177385284290073
-2.1575061353272584,-0.9544689602815218
-2.146218249604728,-0.9225698520216364
-2.1361604061336936,-0.9002367527705452
-2.1336097220783232,-0.920443978933805
-2.1325487426769776,-0.8774420613270302
-2.13123854927011,-0.9470336982968125
-2.130425658716342,-0.9259115854795709
-2.1130639027739795,-0.8705887117794207
-2.1126722302941943,-0.8505927979562558
-2.1089254856262416,-0.841839696172022
-2.106813851166324,-0.8494146238908601
-2.1014271921418066,-0.8662301239116759
-2.094526515738165,-0.8388391380317114
-2.094086554212005,-0.8834743616690145
-2.0932670113217506,-0.8328130148126053
-2.074011355033465,-0.8311620253992663
