n_harmonics,base_freq,magnitudes,instruments
10,3.0973329278422095,"[-0.33171317  0.63801438  0.80695056 -1.06207393 -0.65125628 -0.22789508
 -0.6394743  -1.71992819  0.35172335 -1.23385952]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9981002057122366,0.05746384599140059
-2.989192161916655,0.1417178273789052
-2.975722378675335,0.29398825880968776
-2.975094515726777,0.3078804376878988
-2.9750505562553693,0.3169493448050575
-2.9706420063381476,0.3459482406347578
-2.962427305306652,0.4287551762186336
-2.961612312960697,0.44064063038106344
-2.9583785124001833,0.4776989984514156
-2.9425737883851832,0.6168031454302954
-2.9361517587505412,0.6663607899096665
-2.9190964204298915,0.7816934041957659
-2.904794598796719,0.7976475782381051
-2.904564567161735,0.814094601317358
-2.9013578378237623,0.8004197196361676
-2.9011594697998238,0.8159009368555162
-2.8992053163600966,0.7975248437164699
-2.89516969223245,0.8021886806420157
-2.890245640090445,0.8060154450017847
-2.8695941061048384,0.6484821992042008
-2.863892378228293,0.587536236275748
-2.8632084498072867,0.579473377464638
-2.855867302612679,0.5006508805579298
-2.854815731786031,0.4819221498827189
-2.853782296062268,0.4712646905641503
-2.8524344791947955,0.4485167235323498
-2.8513206927110355,0.4208709399870625
-2.8436521330859392,0.29969195559436157
-2.8372172826205624,0.21492918500243652
-2.819289978024213,-0.06117270049472858
-2.8091463791264117,-0.1925127346589271
-2.8061293582520044,-0.23214358463679927
-2.8027626844850726,-0.2666438600900107
-2.796248582675368,-0.29848228440099467
-2.7935264129147352,-0.3109040488114575
-2.793184912058611,-0.307203578430175
-2.7851838737812784,-0.32896579604371307
-2.7830377736730973,-0.3275396209302617
-2.768825010884452,-0.21438428873655044
-2.7516366533511576,0.09493562481242357
-2.750240841171764,0.15149176152284877
-2.7472079091051413,0.2235274705500013
-2.739423037325961,0.4449395369817115
-2.7326877222519634,0.6635772983469015
-2.726901282146605,0.8648226536020218
-2.725064072053658,0.9130520572305437
-2.7213395725643865,1.042193591667672
-2.7184881306788444,1.1395168857024849
-2.7111381829631096,1.377072326660179
-2.708701477082404,1.455774884985394
-2.6975899337933185,1.7457064657621404
-2.696304389600432,1.776484756888918
-2.69385836783575,1.84448202409535
-2.6864031662022283,1.9615640424804188
-2.677199298946383,2.031897837928771
-2.677084906228473,2.0401360826967196
-2.6731091344707743,2.037483135495486
-2.668697396447933,2.032245010594683
-2.6676086058241255,1.9940648640663226
-2.6626401185085378,1.9619286120856825
-2.6611089456686705,1.939121902612152
-2.659758511217576,1.9092072547211165
-2.6563208151688746,1.8396168667008341
-2.6535985342575588,1.768791115424537
-2.6527040757391847,1.7384404102318667
-2.6431198418754547,1.3993852425063815
-2.640353186088627,1.2965147691668903
-2.6277571109132416,0.6868438490917393
-2.6044864876866356,-0.668188911736053
-2.595825574740978,-1.1730655945057964
-2.590751734036791,-1.4546381071888317
-2.5907417382551245,-1.4497625960536569
-2.5770848412993126,-2.094579447734924
-2.572454378989926,-2.2451476540153488
-2.5604461217786163,-2.4856010562987696
-2.5502182884145927,-2.515625424020458
-2.547195053953982,-2.493227701943569
-2.528082781818277,-1.8928758228344431
-2.5165912229887546,-1.248031125310463
-2.5067665522043754,-0.5749601436822521
-2.5010198452495254,-0.16387942393587315
-2.484674115481193,1.1223039274818132
-2.471319795484881,2.1007752687273413
-2.4696517700126615,2.219636041890548
-2.4603691588216776,2.756545995459529
-2.459699080365712,2.808724678043771
-2.443070602977844,3.4222206439168965
-2.4428606956962993,3.446424556554009
-2.4414065275226426,3.4663101134282805
-2.4221228975552167,3.4847776208908168
