n_harmonics,base_freq,magnitudes,instruments
8,2.3125052091248612,"[ 0.23204496 -0.30993382 -3.65351874 -0.76625563 -0.66495986  0.03711202
  0.62263506 -0.15399783]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9945566193952446,0.6020048470236435
-2.994506659926083,0.5770172880436132
-2.983236190649487,0.48737203714801314
-2.978710544102025,0.42751742645602103
-2.9747973558852423,0.3877445961069738
-2.9728277494916666,0.31567263499932136
-2.971174693979835,0.3134171889615949
-2.963435724777413,0.160710766669066
-2.9630336640270123,0.19951395779896608
-2.9555884969946233,0.03077352338003841
-2.9521779617043133,-0.05062751819253235
-2.951237904511816,-0.07383817115324653
-2.941543808236366,-0.3243361150698864
-2.941478456973756,-0.2804661124936535
-2.9383218852523143,-0.37778529858920185
-2.9314424936206005,-0.4980157368110276
-2.9050785562189216,-1.1826974251147948
-2.8996243107289783,-1.289604678826809
-2.8967655074438907,-1.3722440071820718
-2.888510632029768,-1.6169818664442812
-2.882769718767652,-1.7016470257201153
-2.876561619069023,-1.923788676025695
-2.871630652400575,-1.9846116277645036
-2.8679343255511975,-2.1114867726799287
-2.8640635209187657,-2.2194524539784655
-2.849021066865939,-2.4312513334170376
-2.8366595778172172,-2.6871994488848987
-2.8333641372733895,-2.712927222702379
-2.8287980734843012,-2.7807862026642622
-2.8257960218779807,-2.842744654590755
-2.825501518078071,-2.831840121021471
-2.824668684253642,-2.9025594736767393
-2.818295497965683,-2.849216342408657
-2.8080386217570523,-2.9514340132743806
-2.7899849734207347,-2.9898469461767294
-2.7873130153371375,-2.9961555272014935
-2.7824746418423754,-2.9640210783386896
-2.7805023919102547,-2.988309740899448
-2.7768871259543015,-2.970193061560793
-2.7741769258945372,-2.9259384481536435
-2.7708375779643717,-2.9284971576816217
-2.764113487988245,-2.8147293114492773
-2.7510910848896053,-2.678918389883964
-2.7471637025111426,-2.660290545079702
-2.7448147639136335,-2.5829944944564662
-2.7355285497617685,-2.475823946523003
-2.7196577624382776,-2.244795920545615
-2.7093350291097877,-2.0433110152004623
-2.7069689675154507,-1.9518283527760345
-2.692588805965718,-1.7075711336308146
-2.6883402394347353,-1.6909384068542073
-2.687534744906667,-1.6424331648806132
-2.6807621237023618,-1.5216376878612836
-2.6790492523727707,-1.4451670301018422
-2.665843900793304,-1.2892027008543148
-2.6629615843579852,-1.2513633928740129
-2.648987724084887,-1.151706008195268
-2.6441381423936363,-1.110982902837207
-2.6407472957192457,-1.1115388731974454
-2.64014201858474,-1.0714188480372375
-2.636503767075844,-1.086672168904433
-2.636482445091963,-1.0741347953113471
-2.635958233528414,-1.057631277728836
-2.635290609252961,-1.0374471813345956
-2.595454546210894,-1.2261278889164797
-2.5836007739786018,-1.3465287923508362
-2.5810694963290155,-1.3866224589924676
-2.5767869658115465,-1.4759562905770323
-2.5740505081707754,-1.5577096802546508
-2.5681813361465915,-1.593820813922304
-2.5563440105589423,-1.8013109880608698
-2.554363255605713,-1.8769463952149017
-2.5526234136680426,-1.9567866758829353
-2.536105025582109,-2.262231876872627
-2.533218405084746,-2.336824316737398
-2.5195357436969816,-2.5856475187032246
-2.5194377237199914,-2.545968555537984
-2.517686997099382,-2.6290308694434934
-2.513625337827479,-2.736483270145321
-2.5115026470681583,-2.7187490923055786
-2.5059815909558,-2.804984875960301
-2.4980705193031123,-2.9340953684346642
-2.471863135078429,-3.388156824623437
-2.4706368284491567,-3.2131150513516524
-2.4694249515992768,-3.3239868867903213
-2.4603729364368396,-3.347756923037621
-2.454593367253199,-3.4167742660885345
-2.4475205725247453,-3.409301827866713
-2.4382230950693566,-3.3647200751742203
-2.431863139380937,-3.3223034425724567
-2.4294412471146387,-3.301397573750161
-2.4271615737380694,-3.282833934910525
-2.4214753525931068,-3.266689639514491
-2.4208904825807416,-3.2644594965984517
-2.405221611033781,-3.032493185458078
-2.4047107479286396,-3.0202787661283317
-2.3557300151433145,-1.8698885929997513
-2.3432836616367507,-1.5415352370217192
-2.3411329727484587,-1.5063721387247397
-2.3201610770216865,-0.9397026937420037
-2.3048025864044646,-0.5437567167325356
-2.2997880162946305,-0.40191392543442356
-2.293409870363823,-0.2885258311192475
-2.2925692773754722,-0.27655570299291216
-2.2887297023751607,-0.1845145731500932
-2.2877579214575148,-0.12128083636559375
-2.2849962217790383,-0.13716325697088222
-2.2765816612978007,0.08134325917687679
-2.2628271224798686,0.35594742847332583
-2.2601712072082245,0.3574926176218103
-2.2559756262756654,0.4156724400443127
-2.2479915870574914,0.5647151029366918
-2.2324203198881936,0.7919016138993772
-2.2213769954004423,0.8971471971300801
-2.217922185633057,0.9588777595231486
-2.210026903559001,1.0406893285670356
-2.205295605595513,1.071612943746453
-2.204207868079857,1.0613351673659426
-2.197482259910907,1.131206988591416
-2.196407415226901,1.1583383487723489
-2.187814152057751,1.2166506971836981
-2.1693829603319936,1.4397806445359487
-2.1679544210631736,1.4566400172707792
-2.163846282309,1.5500059579205625
-2.1605065542478004,1.5351799150226257
