n_harmonics,base_freq,magnitudes,instruments
10,3.8636690933908344,"[ 0.4283159  -0.71573685 -1.59715107 -1.17329839  0.61481284  0.84794732
 -0.01821075  0.61623232  1.24841347  1.13812556]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9993405949640763,6.566026732277505
-2.9834958000555356,5.0339128041090895
-2.9749903304372447,4.031324345961609
-2.949811490632161,1.203677811531028
-2.9455201834961153,0.8110014596397801
-2.9317991282701032,-0.1545058793452
-2.9313519716682945,-0.17807323672079406
-2.9287068527959086,-0.3076586420608563
-2.9225274336675175,-0.562571072038599
-2.9224063155875557,-0.5640879386412687
-2.918199089392668,-0.6779338702270448
-2.9119195938162172,-0.7902447358712498
-2.906243513244865,-0.8210857088106693
-2.8924169465905654,-0.7392646264170369
-2.8890210687025473,-0.7017657221797786
-2.885224589792844,-0.6541936569292967
-2.8736314117021786,-0.4994658420696455
-2.8682682326276625,-0.4517519090996079
-2.8653155573894455,-0.4343519652039177
-2.865069198789449,-0.43500307732939253
-2.863133742514321,-0.41632069909849984
-2.860947424806554,-0.42093982353937115
-2.8606541778552814,-0.4260080381911853
-2.8580285513474317,-0.41957943501033484
-2.856286981795944,-0.4229275020223507
-2.8548198848534705,-0.4259182242570663
-2.8466824827938053,-0.47919925959891563
-2.838826769667798,-0.5899112494254292
-2.8363169808906616,-0.6338435710481976
-2.827675970286165,-0.8058208920782323
-2.825613718715929,-0.8507870087834518
-2.82538324877188,-0.8569809728444665
-2.8240457069253457,-0.8850847421661656
-2.809247570540432,-1.1519853925935521
-2.808749640831054,-1.1635385020888076
-2.794753335988287,-1.2554740122459704
-2.7877206768043683,-1.2214988640448572
-2.7841310531295216,-1.1746489043844122
-2.781254273256357,-1.1300098695692402
-2.7792107033820352,-1.0913498535749884
-2.7738486474078723,-0.9500108770816997
-2.766526056769564,-0.711403647214053
-2.7597687875688344,-0.45868987661540483
-2.7570232881433787,-0.3422623080536138
-2.7556363206622727,-0.2733925493992736
-2.7541723904203166,-0.20848115817004997
-2.753787715076821,-0.19050996359723366
-2.7391216995129914,0.46457920420740667
-2.738471167848253,0.4992547830863739
-2.737549367625534,0.5504783755223893
-2.7296239628668886,0.8505934306677101
-2.7278292300651232,0.912784204806326
-2.7270731909862853,0.9313547626442136
-2.7239892404754418,1.0410381022675703
-2.720129131258667,1.1334262279361762
-2.706155830921774,1.2943109112213367
-2.700811693016869,1.277864994281254
-2.699766301264499,1.2683679913899313
-2.699709325665216,1.2804203782831132
-2.6949523983385246,1.2028185897389387
-2.687826222755909,1.034390309058848
-2.6821951429565662,0.8566323607717583
-2.681740667594255,0.8348682388316224
-2.678046740578301,0.7074541544142678
-2.668447395461233,0.3013284839598991
-2.6618670091847116,0.015457747661143297
-2.6493653805958925,-0.4601402282752059
-2.6431196285134932,-0.6383798938451717
-2.631607481954575,-0.8040150250144132
-2.6295661655125784,-0.8087344785069094
-2.618226885058517,-0.6794131555648616
-2.6054955048189274,-0.2590128628103949
-2.5970540650248695,0.16098269910692498
-2.5896835822550917,0.5837377313813046
-2.588241536522342,0.6752471230610734
-2.5671549016857718,1.8159698708762542
-2.567073125353958,1.8245402645731819
-2.5593729754421517,2.1057353668824255
-2.5493966365726335,2.2542266061807923
-2.540675809229847,2.196699444874638
-2.5345280768924825,2.0112647979538414
-2.5318403780362067,1.9031250126961583
-2.529649803609887,1.7951869265432077
-2.528278036080601,1.7122023117441412
-2.526576265917144,1.6218381664557444
-2.518511311320876,1.0521998357701872
-2.518025766165204,1.0201177847178133
-2.505434965121446,-0.1297873496162701
-2.496616053023148,-1.0371610135941856
-2.4956280850008064,-1.1448015082531668
-2.489554423314904,-1.7823718059681242
-2.486376460907564,-2.1108051034296635
-2.4855271631315725,-2.1955537504194957
-2.4834844335196946,-2.399084092724638
-2.481920638979493,-2.5477959060004767
-2.476919243210642,-3.011158409174698
-2.4714844750657585,-3.4729860391005447
-2.4639391992251323,-3.98333302539617
-2.461724105064891,-4.1062194601449775
-2.4593864060648025,-4.221971437220991
-2.4588640760912286,-4.252976576427018
-2.4540162267984984,-4.432483309489236
-2.452877894365134,-4.451608853787721
-2.4501380138554723,-4.517169455401661
-2.446867877915552,-4.563936450955355
-2.4312810033221273,-4.328451676583025
-2.411246155014575,-3.155523413235734
-2.4097053691044494,-3.0454793883668088
-2.399549328577626,-2.267460657744136
-2.394615051289122,-1.9033776979625572
-2.394495228124537,-1.9008273104930717
-2.3924822455332704,-1.7422174849298837
-2.3908430695300265,-1.634035585265556
-2.3899783282072127,-1.5706766884267882
