n_harmonics,base_freq,magnitudes,instruments
10,4.272245166675191,"[ 0.22511241  1.83346381 -0.09796328 -0.47100573 -0.99455512 -1.35802929
 -0.17092284  0.65881843  0.96460567  0.3800556 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996288375141581,-0.7373441626755077
-2.9958210955239766,-0.6870208287430778
-2.9952169558698793,-0.6219813168006108
-2.9880031259531474,0.10507037962894243
-2.987358307632353,0.16910206003999007
-2.985949031300942,0.31500385030666095
-2.984459886279349,0.49253254630037613
-2.9748425038849673,1.5886779574523138
-2.963973391473018,2.7474709932306776
-2.945267602449219,4.115416348445869
-2.9408699755908394,4.261137515776173
-2.9360469877470443,4.323600732355106
-2.935072532940535,4.326635092235691
-2.92911061861013,4.250862749738608
-2.9281997460298643,4.228189486002349
-2.9263268823559496,4.166884036584235
-2.9261958691279526,4.160675163903385
-2.9156195434313714,3.5645349784846165
-2.9133226009745887,3.3912347368161773
-2.8997103955567622,2.066157289543739
-2.8981636988449826,1.8981867390319083
-2.8902393737115517,1.0040026547642045
-2.887838952980186,0.7578473404543513
-2.8821641488817713,0.13900923251017705
-2.879847611782642,-0.10606039671648333
-2.8790323615183997,-0.1812619643995798
-2.8762180686586287,-0.4421335035168243
-2.8587182291632747,-1.586005675938828
-2.85668304975317,-1.6386184788984777
-2.848846045214124,-1.7465420416979593
-2.846834822444517,-1.7301516350411035
-2.8443494790600736,-1.6942572224875907
-2.8249812682485196,-0.7246236948140344
-2.8246457585763967,-0.6913987460703188
-2.818001348548897,-0.15830229072716867
-2.8164158283511633,-0.025250075169446037
-2.812466536730819,0.3241868256634557
-2.808595122629316,0.6494926438570513
-2.8083326321983177,0.6740296006123249
-2.8065692555469286,0.8160795866544324
-2.8042589091646426,1.0089657311032119
-2.792113507375475,1.8948119499716018
-2.790568477731888,1.9904446873864414
-2.789166376866116,2.054958541102183
