n_harmonics,base_freq,magnitudes,instruments
10,1.0036191639757277,"[-0.17079757 -0.66006946 -0.19689289  0.65237734 -0.76205812 -0.3340938
  0.97037602  0.7581159  -1.25510572  0.87369102]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9958195483676917,0.552263873225882
-2.9833705716560477,0.5242880822838356
-2.980595003698171,0.4594813610456169
-2.9784999779346863,0.43915185060647177
-2.9721833116200878,0.42145337466725846
-2.9642333533538308,0.47649840273403693
-2.9557792265680702,0.4474213670952306
-2.947500317127493,0.3548516289628618
-2.9272427471790854,0.3062247352260013
-2.925586723106111,0.2972868340020329
-2.921243645846041,0.28938705827330835
-2.914574085178173,0.22946195977168887
-2.906936037464278,0.23172420941874391
-2.9060366885318274,0.23539741171036438
-2.8938795217363396,0.11698599526115525
-2.892797353298298,0.1249186596111061
-2.884212078030138,0.1600305241713318
-2.879195573095142,0.10308158219875928
-2.8750051374383236,0.09040099634737353
-2.8687153235198917,0.026793684484235386
-2.865858557890758,0.04909823737235083
-2.861863938568982,0.05687319057978746
-2.8610039108692424,-0.02824353958328034
-2.851872329185225,-0.034176134866857534
-2.8428103757947003,-0.1198295632494834
-2.837058481187143,-0.16115668231964597
-2.831979740791733,-0.19086344894927015
-2.8249575099241735,-0.2553791172409825
-2.8241682691397774,-0.2476848702736027
-2.822331200000053,-0.25016925794980494
-2.816732249753851,-0.2756149346279357
-2.815147666008925,-0.30228027500136173
-2.8139192243743123,-0.3235148820247911
-2.805144773292242,-0.44510251446847754
-2.7922932031901673,-0.5876745170520168
-2.7864617899147133,-0.6019524023620373
-2.780567451527385,-0.729976654458159
-2.7631062190258087,-0.8609496392958704
-2.7604096100808144,-0.9489792132087436
-2.7565381034054104,-0.9740446867236986
-2.750923237880689,-1.0192033464705
-2.7471695264992224,-1.0833090801675773
-2.746740407058776,-1.1102158057203224
-2.742129869341312,-1.177793521139423
-2.7399108231343883,-1.2324893617733952
-2.7398017281519143,-1.2275226544297075
-2.739146392626118,-1.2448257233831421
-2.739044908927734,-1.2499857780698742
-2.7095569788655096,-1.708035928289118
-2.698087052576236,-1.9069455162645828
-2.6973899923799007,-1.866157589539382
-2.6967460217377104,-1.9147891180232566
-2.6914027490723518,-2.0238328579343854
-2.6869801352228357,-2.033538361445385
-2.681670410167614,-2.1757453787389913
-2.68159398723498,-2.2050848847640427
-2.672536222104405,-2.3673818890295575
-2.6686508307787458,-2.380685926811798
-2.6602456149332894,-2.5497535074934
-2.6582904721974887,-2.5801716184975487
-2.6571755036159743,-2.601457224887977
-2.655821294547012,-2.5938930679048195
-2.654896876427692,-2.6331566432115863
-2.632987975749118,-3.066932549475121
-2.6218812262844615,-3.2448741422153358
-2.61455024765582,-3.3791498245507348
-2.605029880175788,-3.4861923247091413
-2.599362890978253,-3.7059402361771525
-2.585448734191403,-3.8336907898745474
-2.5853237336983317,-3.8918480592420592
-2.583947499496028,-3.8623642655920016
-2.582983315353933,-3.8723843665812803
-2.5817352232127946,-3.957598538899608
-2.578366852370901,-3.9879066260863345
-2.576303282933485,-4.007005962296474
-2.5737117261039275,-4.0636659417442
-2.573247426917703,-4.053664871074986
-2.5730644250372894,-4.053937380103023
-2.5586863037557546,-4.257313674320099
-2.558515036907041,-4.291675493187257
-2.556818699029547,-4.322746697378947
-2.5547508905543967,-4.322780368272448
-2.5512284412902453,-4.434420052880218
-2.545471051784811,-4.458319191827385
-2.530512231281138,-4.681667657200162
-2.5284329115751376,-4.729295822360325
-2.5202204022633747,-4.753859176360145
-2.5092843389635244,-4.947934749945564
-2.5050288512490733,-4.909477898886961
-2.5047867801028945,-4.958208972009708
-2.500678106952177,-4.963370351606382
-2.498393241782817,-4.973385290002524
-2.4879046905642976,-5.050526822155629
-2.480596642151643,-5.136844533983613
-2.4765934498226283,-5.118601243746927
-2.464309195420922,-5.127640718431015
-2.461408481562248,-5.156417338327479
-2.4530712369480687,-5.135171278488082
-2.4524163388216573,-5.108118715133132
-2.446191523852537,-5.141180143177945
-2.4435822423182842,-5.1450217123174165
-2.4396306428295502,-5.177324373967701
-2.429162101973726,-5.131048969913941
-2.4161811727665983,-5.089978654152094
-2.415480475495217,-5.135064102895214
-2.4140998394529936,-5.086661776868907
-2.4128496407986706,-5.051512109902713
-2.4120366903925357,-5.0261759680308185
-2.409085873633332,-5.078919205943089
-2.4069674706292497,-5.041267293901013
-2.406446813792341,-5.051790808284047
-2.404545021507225,-5.038436211838438
-2.400476513334282,-5.025797488996389
-2.3966776536495944,-4.993931249670821
-2.374969136799594,-4.721227901761182
-2.374129465857385,-4.721977024040839
-2.3593013070161466,-4.580485710432918
-2.3502006554024035,-4.426458080427471
-2.3499789617248084,-4.383630356803797
-2.3464760595168754,-4.3986093685802
-2.345237225019397,-4.378531036158714
-2.341925825338712,-4.329002123901018
-2.3294713873336144,-4.139603462588421
-2.3124115455953955,-3.84173344895523
-2.309051173078287,-3.7410915139119747
-2.293439938087973,-3.426362117924495
-2.2835251911838066,-3.2107987775461213
-2.2775937886621893,-3.101500552379754
-2.2606213692374926,-2.6938626338073446
-2.2604551844247314,-2.702903705847835
-2.2505032955369826,-2.4783943961760033
-2.2469336464250986,-2.3901257673652645
-2.244137776840102,-2.3399783641424126
-2.2376715662669904,-2.182837195889743
-2.235001937562034,-2.1123719312555456
-2.2255498136028082,-1.8786419814041764
-2.205585399581217,-1.3731723465860879
-2.19324153207605,-1.0902627071125037
-2.1655960518758697,-0.3873873208206516
-2.1639228728837363,-0.4510008751513684
-2.1637773545405983,-0.38634593029078673
-2.1507239284220714,-0.11607650751693221
-2.150124061005867,-0.05881516870081403
-2.146736918709273,0.004502513100936419
-2.1442495713459224,0.060510915709563635
-2.1377189301762263,0.13766312317555557
-2.1371517849324144,0.22063695960602905
-2.129888092668046,0.3238683289718807
-2.128098844547346,0.3797196489917996
-2.1211272188050625,0.5362020360462707
-2.119699329503826,0.5916066093954057
-2.1152633992491747,0.6300578484993664
-2.102311077112767,0.9201970275734443
-2.0932480571802152,1.077106743367901
-2.085865021052931,1.2574401516378115
-2.0849880047191576,1.2455414719213913
-2.082457707537378,1.2598759626077412
-2.081517071842308,1.2923515268051091
-2.0793006256197524,1.3440143134727434
-2.078469311131018,1.3467032629125897
-2.075384586363181,1.4126553729117368
-2.0748409719081176,1.387681592219313
-2.0744809581139316,1.425198954365511
-2.0708424014792026,1.4969393119636845
-2.0707944860460135,1.4664328232295811
-2.0688549027620278,1.501359076470782
