epoch	lr	loss	val_loss
1	0.001	10.241756558418274	8.303064101781601
2	0.001	8.201719054808983	7.956100870401431
3	0.001	8.374160454823421	7.7148124774297075
4	0.001	7.953239826055674	7.9503468213937225
5	0.001	7.447606158562196	7.68216921427311
6	0.001	7.818720267369197	7.432728733771887
7	0.001	7.463173070015052	7.538879143886077
8	0.0001	7.9459840426078205	7.526808983240372
9	0.0001	7.278644451728234	7.389501314896804
10	0.0001	7.383679773562994	7.453001046792055
11	0.0001	7.4095682593492365	7.516041101553501
12	1e-05	9.048660217187344	7.747512774589734
13	1e-05	7.548693209122389	7.364974746337304
14	1e-05	7.5910549989113445	7.184585115848443
15	1e-05	7.194034940157181	7.507046629221011
16	1e-05	7.49039176488534	7.542952100435893
17	1e-05	7.710932046939165	7.477318879885551
18	1.0000000000000002e-06	7.538906216621399	7.376191249260535
19	1.0000000000000002e-06	7.39764339190263	7.562734768940852
