epoch	lr	loss	val_loss
1	0.001	11.122897423230684	8.290523131688436
2	0.001	8.011665854698572	7.831887835111374
3	0.001	7.921299433096861	7.603287097735283
4	0.001	7.621013057537568	7.761249554462922
5	0.001	7.240688336201203	7.599210522113702
6	0.001	7.396145469103104	7.2505492858397655
7	0.001	7.0938521440212545	7.353066915120834
8	0.001	7.6403564642637205	7.529799467478043
9	0.001	7.213593431008168	7.339929864956782
10	0.0001	7.22466137776008	7.3946564472638645
11	0.0001	7.170654584199954	7.435000838377537
