name	size	r2_mean	r2_median	r2_std	pcc_mean	pcc_median	pcc_std
ic50_homosapiens_adenosinekinase	571	-0.11517966907332551	-0.07006448831321643	0.1218251074289752	-0.14752870194381104	-0.14050351083278656	0.0849732305212104
ic50_homosapiens_quinonereductase2qr2	13	-0.3265496804026271	-0.1922311075801797	0.4045612201927272	-0.3644410359649919	-0.4065749794244766	0.19606449884528962
ic50_homosapiens_naddependentdeacetylasesirtuin1	439	-0.19907659929708188	-0.0871555053059303	0.26044586250607116	0.10880127938464285	0.21412108838558197	0.17912508294499638
ki_homosapiens_sigmaopioidreceptor	1557	-0.08392188784022318	-0.04962268098663081	0.07916406811775939	-0.13429148718714715	-0.1350535824894905	0.00533898575963171
ic50_plasmodiumfalciparumisolate3d7_farnesylpyrophosphatesynthase	38	-0.2147572437783011	-0.10692053962186177	0.5431075148977875	0.13406784352846443	0.17918376624584198	0.13034684456508047
ic50_homosapiens_iggreceptorfcrnlargesubunitp51	162	-0.18132354938118753	-0.07792765457100492	0.255529210775866	0.5789425203204155	0.5824276208877563	0.027194680459329802
ic50_humanherpesvirus1_thymidinekinase	67	-0.15960133101800106	-0.05931219567896684	0.22407659308322123	-0.06852294249430997	-0.06177409738302231	0.08448860691855387
ic50_rattusnorvegicus_proteinfarnesyltransferase	17	-0.1899037963115899	-0.07926725316143424	0.29562033335955684	0.2998817410133779	0.30305492877960205	0.11065029418026072
ic50_rattus_p2x2p2x3receptor	99	-0.10497566450279626	-0.05702759768142973	0.12396516730015338	-0.06949745360994712	-0.08323485404253006	0.08222518174646504
ic50_humanimmunodeficiencyvirustype1groupmsubtypebisolatepcv12_humanimmunodeficiencyvirustype1tatprotein	23	-0.5694514773996949	-0.25571148516576014	0.6917843845915239	-0.1738783948821947	-0.19139667600393295	0.13624671092095814
ic50_homosapiens_naddependentproteindeacylasesirtuin5mitochondrial	20	-1.3522484969406494	-1.0169921379215412	1.1884661468710958	-0.09306471506482922	-0.08739985153079033	0.1692366895448856
ic50_homosapiens_bclxlbak	590	-0.08604004345675133	-0.04350116256178038	0.10762085293279053	0.25135385400615634	0.29052187502384186	0.16752231902811598
ic50_musmusculus_mapkinasep38	228	-0.06614054573179112	-0.025060166899469327	0.11593885135420376	0.3080546672642231	0.32917001843452454	0.05518123133415445
ec50_homosapiens_histaminereceptorh4	80	-0.12448005985122229	-0.07275100834822068	0.15326606010380536	-0.08107249443652108	-0.08138981088995934	0.03787939761986428
ki_homosapiens_monocarboxylatetransporter1	32	-0.11135127741140799	-0.024478059883956238	0.20649350137558545	0.16492286772001535	0.17393118143081665	0.10051677529995635
ic50_homosapiens_dopamined2receptorandserotonin1areceptor	495	-0.08121685599602474	-0.02474816037669092	0.1260929421703213	0.15661975428462027	0.15531983226537704	0.025413479691941833
